anciennete_mois,facture_moyenne,nb_reclamations_12m,nb_appels_support_3m,satisfaction,nb_options,freq_portail_mois,variation_facture_3m,delai_resolution_incident_h,score_fidelite,region,mode_paiement,churn
81,158.229674,1,9,4.07,1,25,13.52,9.51,78,Est,virement,0
91,375.636004,4,2,8.48,10,31,-21.7,22.28,76,Sud,prelevement,0
14,126.734014,11,5,3.5,10,20,36.35,59.95,86,Nord,prelevement,0
17,83.647095,12,5,3.57,3,1,-5.81,2.8,97,Est,virement,0
57,37.828877,3,17,7.95,0,13,33.33,14.11,19,Sud,virement,0
83,198.350772,3,15,7.54,6,41,-21.22,48.18,63,Ouest,prelevement,0
10,64.065089,18,19,1.96,2,24,-27.07,12.16,36,Est,prelevement,1
40,117.868911,2,48.05,1.28,8,38,-9.25,10.64,59,Ouest,prelevement,0
89,219.093467,14,7,8.96,4,37,62.14,76.19,46,Est,prelevement,1
57,138.013166,16,22,1.3,8,27,56.19,28.31,46,Nord,prelevement,1
56,151.368653,6,4,7.87,8,23,32.88,87.64,85,Sud,prelevement,0
34,104.948137,2,8,3.02,3,37,62.47,87.66,87,Est,prelevement,0
33,191.696464,2,16,9.17,4,12,68.84,38.59,85,Nord,prelevement,0
59,122.889429,2,0,6.14,3,27,16.04,61.29,12,Nord,virement,0
86,43.21627,NA,1,4.26,4,40,1.02,7.03,25,Ouest,prelevement,0
33,192.756648,7,3,9.0,7,23,18.9,55.17,75,Sud,virement,0
74,49.342004,7,15,5.14,6,22,13.78,91.44,31,Est,carte,0
82,48.163613,8,19,3.88,9,0,45.11,23.95,76,Sud,prelevement,0
39,196.175132,12,0,3.84,3,21,-25.28,38.82,41,Est,carte,0
53,0.590709,17,4,7.0,1,43,41.22,29.95,12,Ouest,prelevement,0
84,228.949622,16,1,4.4,9,2,28.61,25.07,68,Sud,prelevement,0
28,102.192366,12,21,3.66,8,21,-25.76,7.35,14,Est,carte,0
65,128.575051,3,16,3.3,9,14,-10.96,94.56,13,Sud,carte,0
57,42.596414,11,15,8.43,10,12,-26.24,8.21,78,Nord,prelevement,0
83,65.635601,11,9,1.52,10,45,5.29,48.46,65,Est,carte,0
59,82.004895,12,11,8.35,5,0,43.15,48.02,38,Sud,prelevement,0
82,103.275281,0,21,3.48,1,25,71.76,84.01,80,Est,prelèvement,0
13,74.458446,0,15,1.68,7,8,-11.15,71.51,40,Sud,prelèvement,0
59,20.272952,18,14,4.76,10,29,3.91,24.3,63,Nord,virement,0
25,23.07532,16,12,9.59,5,20,-27.97,32.02,5,Ouest,carte,0
56,70.673105,16,19,7.02,5,4,24.07,37.96,13,Sud,prelevement,0
12,36.595776,4,20,2.33,10,31,-2.66,29.77,25,Nord,carte,0
41,33.94207,9,4,9.77,3,12,-11.59,57.51,75,Est,carte,0
39,108.666411,18,2,5.47,2,7,20.45,46.62,56,Nord,prelevement,0
80,181.262726,14,15,5.69,1,36,-3.97,32.96,86,Ouest,NA,0
37,142.579263,1,12,5.95,3,38,-14.17,40.63,53,Sud,carte,1
56,29.139056,12,0,3.22,7,35,74.49,89.29,11,Nord,virement,0
93,146.678646,17,20,7.01,10,36,13.22,86.36,59,Ouest,virement,1
77,0,8,5,8.51,2,33,38.99,56.79,72,Sud,carte,0
27,86.098251,10,,3.51,10,34,10.32,49.79,6,Nord,virement,0
59,204.312959,1,8,3.84,6,19,19.92,37.46,76,Nord,prelevement,0
72,95.349003,4,19,8.96,10,39,51.02,84.5,28,Sud,virement,0
22,373.174443,9,12,8.81,10,20,-31.96,6.93,36,Nord,prelevement,0
7,75.54943,12,11,7.72,8,1,67.05,69.44,75,Sud,prelevement,0
68,18.43617,18,20,8.5,0,9,63.89,"51,89",22,Ouest,prelevement,0
46,154.797563,12,20,5.2,6,6,43.27,48.19,34,Est,prelevement,0
4,46.838748,8,19,2.78,2,29,34.56,9.62,22,Nord,carte,0
65,33.943145,15,3,5.94,0,4,62.24,22.67,87,Sud,prelevement,0
6,162.373923,15,2,7.62,3,15,7.21,18.36,88,Nord,carte,0
25,164.966615,7,0,5.04,10,21,-27.42,38.97,83,Nord,virement,0
89,67.971419,16,2,4.85,3,20,21.37,44.76,86,Ouest,virement,1
32,32.123345,14,3,4.9,4,35,-23.78,27.84,37,Nord,prelevement,0
89,109.724386,14,18,9.28,9,39,9.05,54.36,22,Sud,virement,0
72,109.346437,5,12,2.01,4,17,21.79,84.3,13,Ouest,carte,0
56,202.390963,16,22,6.76,3,24,35.69,60.52,62,Est,virement,0
28,116.908198,7,15,2.94,2,"44,00",-3.1,39.36,35,Est,virement,1
58,0,2,5,3.32,1,20,36.51,6.23,86,Nord,virement,0
60,113.545134,6,19,5.06,0,14,49.47,95.46,74,Est,prelevement,0
58,156.243131,14,0,9.46,1,1,-34.91,89.21,30,Nord,prelevement,0
44,92.910644,4,1,5.65,7,25,30.93,46.75,75,Sud,virement,0
85,77.153642,18,20,9.72,5,9,-25.21,27.56,52,Ouest,prelevement,0
10,54.250416,0,2,5.1,2,17,-31.08,33.41,6,Nord,carte,0
41,50.954507,2,5,4.48,9,45,41.37,44.55,17,Nord,carte,0
,161.607546,18,7,2.35,2,0,-24.24,90.87,83,Sud,virement,0
68,166.594798,14,13,4.44,7,28,-10.68,75.08,23,Ouest,prelevement,0
62,0,15,2,3.68,1,28,7.3,69.18,95,Nord,prelevement,0
27,202.257505,9,16,3.62,8,39,6.77,35.85,74,Sud,virement,1
14,169.984106,15,14,4.96,3,6,-10.77,20.98,8,Est,virement,0
57,3.45498,8,10,1.41,2,18,30.57,83.8,65,Est,prelevement,0
48,226.60451,10,18,1.67,6,37,74.62,47.28,11,Est,carte,1
86,127.967936,16,21,9.04,9,0,69.21,9.87,48,Ouest,virement,0
83,45.96232,18,5,9.37,0,25,59.16,86.54,79,Nord,carte,0
43,5.536196,17,21,7.82,7,42,73.46,59.23,2,Nord,carte,0
12,112.422568,5,17,1.37,0,3,20.99,86.03,91,Est,prelevement,0
30,180.794028,15,5,8.96,4,2,22.85,1.78,10,Ouest,prelevement,0
20,120.994264,8,19,6.76,1,34,,32.75,294.25,Ouest,carte,0
51,200.498905,2,1,5.2,1,5,,41.66,21,Nord,carte,0
90,64.130285,2,5,5.86,4,27,-20.3,87.5,88,Est,carte,0
15,40.046166,14,0,1.45,7,40,49.64,67.91,96,Nord,carte,1
60,228.912034,10,0,2.29,6,32,28.26,42.32,26,Sud,virement,1
21,68.614777,3,5,1.68,9,30,30.28,83.71,90,Sud,virement,1
58,226.047373,4,14,7.65,10,,20.73,3.49,56,Est,carte,0
12,71.767616,15,8,6.99,4,39,58.48,46.31,97,Ouest,virement,1
88,286.476847,10,5,5.27,1,42,-29.88,87.7,26,Est,prelevement,0
93,143.673315,2,9,7.67,8,24,74.22,54.66,97,Sud,virement,0
37,210.347734,11,8,9.57,1,1,-26.96,11.84,76,Est,carte,0
73,190.383087,15,0,7.19,10,19,37.68,88.48,64,Sud,virement,0
55,10.939031,5,10,1.65,2,13,59.3,60.4,43,Ouest,carte,0
31,193.217518,10,1,6.03,5,8,-2.32,39.9,0,Est,virement,0
58,47.250271,6,8,1.44,6,45,-27.07,22.45,56,Est,virement,0
69,175.178121,16,15,2.59,3,26,67.69,57.94,90,Est,virement,0
71,72.537234,11,14,2.27,8,41,-29.38,52.0,37,Est,virement,0
30,218.548995,7,3,7.24,10,34,35.28,34.1,78,Ouest,prelevement,0
14,106.013893,9,21,1.57,5,24,0.48,80.81,57,Sud,virement,0
26,165.299811,7,21,8.81,7,20,-0.57,29.66,17,Nord,virement,0
49,199.011224,4,13,1.37,9,36,55.69,76.54,89,Sud,prelevement,0
22,108.334558,0,11,7.79,8,25,48.73,58.33,44,Nord,prelevement,0
68,27.318347,10,1,4.15,2,33,-9.77,18.06,31,Nord,virement,0
93,170.229522,2,20,9.42,10,37,34.95,48.03,22,Nord,virement,0
60,214.223213,8,6,3.12,6,20,-22.15,61.82,36,Nord,prelevement,0
58,119.489953,12,4,6.06,6,20,-26.99,5.92,14,Est,prelevement,0
67,206.684825,15,13,1.11,3,4,62.56,59.39,5,Nord,prelevement,0
66,191.377262,16,19,7.21,1,33,26.72,20.01,NA,Nord,carte,0
75,164.284609,5,2,5.21,10,,-27.24,8.76,4,Ouest,carte,0
37,100.019973,6,8,1.58,3,43,-8.54,40.58,83,Ouest,prelevement,0
62,220.970958,18,5,1.68,7,"2,00",21.84,3.64,73,Sud,carte,0
43,35.358743,12,22,3.9,10,8,43.48,33.1,50,Est,virement,0
59,167.262215,16,7,7.37,6,36,31.0,60.35,10,Nord,carte,0
60,223.870096,16,17,1.64,0,6,-12.29,22.69,50,Nord,virement,0
64,177.215199,14,11,5.52,2,0,44.24,73.56,95,Sud,carte,0
23,63.568094,6,12,5.08,4,24,73.95,20.37,16,Nord,carte,0
91,193.033647,4,18,2.09,0,6,2.38,56.74,100,Nord,carte,0
36,205.840138,0,8,6.83,5,30,59.34,44.89,12,Sud,prelevement,0
30,11.918581,4,0,7.6,8,9,63.94,10.77,6,Ouest,prelevement,0
48,132.933328,9,13,3.11,10,34,29.19,36.07,76,Sud,prelevement,0
79,24.628287,2,22,4.2,5,7,-7.56,12.22,1,Sud,carte,0
45,69.662937,14,14,3.4,1,9,46.71,44.42,33,Ouest,prelevement,1
15,73.603461,15,5,1.05,0,19,3.98,89.26,74,Ouest,carte,0
61,208.904735,16,15,8.61,4,12,59.45,84.91,81,Sud,virement,0
31,56.379016,9,14,2.27,4,45,-19.48,3.94,24,Sud,carte,0
56,0,15,4,5.9,9,32,-12.72,16.99,3,Nord,virement,0
54,103.565992,7,20,7.84,9,2,14.35,10.69,47,Est,carte,0
71,138.040174,7,4,8.77,5,1,31.81,23.92,92,Est,prelevement,0
34,168.455026,8,8,4.94,3,6,40.42,94.1,40,Sud,carte,0
88,48.123961,8,18,2.66,10,10,-22.58,25.97,73,Nord,prelevement,0
50,0,13,3,1.6,3,24,-25.69,91.81,38,Nord,prelevement,0
90,116.00055,6,11,4.58,9,32,30.21,53.85,82,Ouest,virement,0
13,67.555758,6,17,1.97,8,4,24.37,37.12,66,Nord,virement,0
29,178.382003,13,4,4.32,10,39,-7.03,6.85,99,Sud,carte,0
53,10.604172,3,5,1.96,4,21,20.26,40.73,50,Nord,carte,0
75,199.041151,16,3,9.16,2,29,59.9,23.69,81,Est,carte,0
93,194.997249,5,6,2.6,5,13,10.48,33.73,8,Sud,virement,0
85,119.453146,8,18,2.05,2,10,72.03,72.58,17,Ouest,prelevement,1
8,155.265554,6,6,5.75,8,11,4.3,78.15,24,Nord,virement,0
12,114.368942,14,15,3.6,2,12,21.73,3.19,31,Ouest,carte,0
13,150.754936,13,22,4.46,3,4,68.31,76.96,68,Nord,carte,0
68.52,182.650616,1,17,2.93,6,24,69.87,95.87,95,Sud,carte,0
40,81.916653,15,12,4.73,3,37,53.97,78.74,73,Est,prelevement,1
22,418.996159,18,20,5.93,3,13,1.86,84.29,62,Ouest,virement,1
55,67.398983,12,13,4.23,4,20,65.45,5.45,63,Sud,virement,1
5,186.337612,0,4,9.53,9,12,15.67,85.21,23,Est,prelevement,0
20,83.291213,8,13,5.68,1,23,14.71,49.23,60,Ouest,carte,0
41,174.367695,8,18,4.27,6,8,21.42,57.38,67,Sud,prelevement,0
3,145.929322,5,16,2.24,1,11,65.51,49.71,42,Ouest,carte,0
43,0,3,12,5.06,10,24,0.01,73.02,13,Nord,virement,0
15,70.027264,15,,3.03,7,32,67.06,50.83,8,Est,prelevement,1
25,136.696268,6,19,2.57,2,16,31.77,39.51,56,Sud,prelevement,0
40,122.720217,1,10,9.15,5,18,63.36,4.53,32,Sud,prelevement,0
60,83.078771,3,1,6.05,4,16,-33.11,44.65,4,Ouest,virement,0
41,78.577544,13,15,3.05,0,23,-29.37,18.94,6,Nord,virement,0
39,207.556216,15,21,7.52,1,22,-27.39,13.04,56,Est,prelevement,0
78,202.389242,17,18,3.06,5,28,5.8,43.25,36,Sud,virement,0
46,209.773175,18,13,3.07,8,3,10.89,71.16,73,Nord,prelevement,1
31,205.840294,4,17,7.73,8,42,24.45,69.22,39,Est,carte,0
34,70.397089,6,8,5.06,2,4,54.89,33.34,70,Nord,virement,0
86,161.380369,12,17,7.28,2,37,31.34,86.46,40,Sud,carte,0
76,212.914093,15,2,6.42,4,7,3.16,16.21,,Est,carte,0
30,202.817738,11,20,3.98,7,18,57.7,29.5,26,Sud,virement,0
28,164.805382,18,16,3.55,5,39,-20.49,63.89,79,Est,prelevement,1
72,158.507891,8,6,9.42,6,4,-10.63,1.53,44,Est,carte,0
23,42.010932,18,8,1.27,6,18,50.07,63.89,55,Ouest,carte,1
92,790.908592,18,7,1.82,5,40,-10.19,26.41,49,Est,carte,0
62,111.972736,4,2,8.27,4,28,35.42,3.63,92,Est,virement,0
48,237.758946,0,2,3.54,3,42,8.83,NA,78,Ouest,carte,0
80,86.891731,11,4,3.67,8,12,-21.22,93.42,16,Sud,carte,0
30,83.169673,17,15,7.56,6,25,49.89,74.92,81,Est,prelevement,0
73,61.317713,10,15,7.12,4,15,31.48,8.67,43,Est,prelevement,0
4,83.441826,3,5,9.76,10,24,-23.58,46.07,50,Sud,prelevement,0
72,143.906704,12,3,1.61,8,36,59.63,49.25,90,Est,virement,0
4,73.811869,4,19,9.59,7,43,16.19,51.16,94,Sud,prelevement,0
59,153.883692,12,20,3.31,8,19,64.26,68.19,88,Nord,virement,0
15,164.069595,4,20,8.37,3,43,28.14,8.52,37,Sud,prelevement,0
36,118.172338,6,9,7.34,5,33,5.87,34.01,58,Est,carte,0
13,51.707502,6,0,7.58,0,25,33.57,11.09,94,Nord,carte,0
83,0,18,20,5.97,0,39,27.79,15.12,11,Nord,carte,0
92,194.896844,8,12,7.69,5,42,24.49,77.57,46,Sud,carte,0
6,40.773247,6,13,4.88,2,43,-34.19,33.36,76,Nord,virement,0
52,90.981366,0,6,5.28,7,35,57.57,44.87,32,Nord,virement,0
23,67.254267,7,7,1.34,4,31,50.9,79.18,,Nord,prelevement,0
4,30.430944,15,22,8.55,5,21,-0.48,52.17,76,Sud,prelevement,1
62,64.153764,4,14,2.52,0,11,64.89,82.29,11,Est,prelevement,0
17,196.08565,16,0,6.14,6,11,23.05,73.92,0,Ouest,virement,0
85,74.387808,6,21,3.04,3,27,4.0,35.41,85,Est,carte,0
83,0,12,13,5.4,8,44,20.11,86.47,12,Sud,carte,0
88,23.979915,15,5,3.64,3,42,36.13,13.68,75,Est,virement,0
NA,367.652969,7,4,8.99,5,0,,9.67,68,Sud,virement,0
33,209.771701,5,12,1.56,5,27,-25.89,50.5,72,Nord,prelevement,0
79,117.475599,12,21,2.09,0,11,41.8,72.82,62,Nord,carte,1
41,168.979576,1,22,3.4,10,1,42.12,64.19,57,Ouest,carte,0
44,147.394004,4,18,4.95,6,"29,00",58.84,26.68,32,Est,prelevement,0
20,170.458882,15,20,9.59,3,5,43.22,50.57,98,Ouest,virement,0
32,123.973979,2,4,6.11,5,45,-15.5,71.54,56,Ouest,virement,0
54,82.094161,15,2,6.48,4,9,-28.8,33.94,76,Est,carte,0
65,67.915767,2,2,7.77,4,4,23.67,75.02,84,Est,prelevement,0
90,44.082925,12,9,4.76,4,5,49.71,49.37,43,Ouest,prelevement,0
13,99.198666,12,16,4.4,8,0,28.83,49.94,65,Sud,carte,1
49,88.642373,16,19,8.55,7,9,50.05,26.53,0,Nord,carte,0
31,119.574441,13,8,1.84,2,21,-7.41,56.08,65,Sud,carte,0
26,75.554991,18,4,9.4,2,26,21.98,20.06,44,Sud,prelevement,0
28,176.486824,12,16,8.68,22.78,5,53.57,84.47,97,Est,prelevement,0
6,136.250968,5,8,1.47,2,32,25.38,57.19,69,Ouest,prelevement,0
10,70.511198,16,1,6.05,9,41,-20.27,64.7,58,Ouest,carte,1
72,117.151115,16,20,3.84,4,34,3.46,72.02,67,Nord,virement,0
51,203.849502,5,7,8.87,8,32,30.41,91.38,3,Nord,prelevement,0
21,117.383584,17,5,9.27,0,10,24.96,31.22,11,Nord,carte,0
61,128.17571,11,16,7.13,4,10,29.19,86.1,24,Nord,prelevement,0
79,76.515887,14,10,1.02,2,39,11.38,91.5,2,Ouest,virement,1
72,140.87847,14,2,3.4,10,20,48.78,59.22,5,Est,prelevement,0
46,102.035346,9,12,1.43,2,13,66.67,78.41,20,Est,carte,0
48,88.727147,1,18,1.24,7,25,32.42,93.99,3,Sud,virement,1
19,37.496618,17,16,8.57,2,10,24.09,5.47,25,Ouest,virement,0
80,212.12465,8,12,3.11,0,34,-30.72,26.69,13,Sud,virement,0
5,56.710578,3,20,1.72,3,10,53.95,9.85,39,Sud,virement,1
62,137.606332,13,12,7.26,5,22,35.18,8.95,81,Sud,prelevement,0
27,105.178071,3,0,2.86,0,27,39.34,66.72,20,Est,carte,0
5,187.147859,15,4,1.55,3,22,67.89,42.31,99,Est,virement,1
39,82.731195,0,1,8.1,7,11,35.26,50.96,87,Ouest,virement,0
81,10.541615,2,21,1.27,5,11,26.33,63.8,5,Nord,prelevement,0
86,40.283466,5,3,6.59,2,11,73.75,4.13,73,Nord,prelevement,0
93,29.788844,12,16,4.82,0,39,-5.25,16.68,40,Est,prelevement,0
17,72.692584,1,13,7.01,3,23,63.45,47.46,32,Sud,virement,0
93,37.028291,9,21,7.05,4,16,-11.11,72.63,36,Sud,virement,0
38,91.723739,15,4,9.72,10,9,24.88,14.08,57,Sud,carte,0
57,135.335635,9,2,7.03,8,35,37.96,89.22,46,,prelèvement,0
35,192.653175,0,11,1.55,3,15,57.29,8.85,14,Ouest,virement,1
71,53.022838,14,8,1.38,7,42,0.83,84.53,92,Nord,carte,0
6,131.672719,9,18,6.79,6,11,50.11,14.48,87,Est,prelevement,0
29,224.131098,16,2,8.43,1,2,-0.45,,26,Nord,prelevement,0
12,61.832112,9,12,3.19,9,28,35.88,56.39,88,Nord,carte,0
72,187.060184,12,4,4.26,5,21,-14.92,65.78,2,Sud,virement,0
86,77.090388,17,16,9.61,7,43,60.67,42.0,63,Ouest,prelevement,1
60,164.204165,12,15,5.12,,18,-14.5,29.9,7,Est,virement,0
92,94.93628,12,20,5.4,8,2,4.61,92.32,74,Ouest,virement,0
43,45.781239,7,2,7.81,8,10,57.74,41.05,40,Est,virement,0
"64,00",205.248733,11,8,2.85,2,34,41.84,60.87,23,Ouest,carte,0
79,142.133494,17,8,1.66,0,16,-20.74,72.17,11,Ouest,carte,0
73,89.476981,15,9,7.6,2,25,23.27,37.86,51,Est,virement,0
16,146.051981,2,8,5.25,3,11,46.02,79.1,66,Nord,carte,0
65,229.2472,5,20,4.8,3,42,33.73,47.57,2,Sud,virement,1
90,150.569981,16,6,5.81,10,23,-14.95,3.64,81,,virement,1
44,182.337233,13,15,1.66,0,32,66.55,5.96,2,Ouest,virement,0
82,117.584217,14,14,5.61,6,,-6.54,57.36,34,Nord,carte,1
95,139.547357,8,3,2.06,3,29,-14.61,52.06,80,Nord,carte,0
32,193.661225,12,16,4.73,10,39,-31.26,48.37,61,Est,carte,1
66,78.792893,14,10,3.59,10,6,66.4,58.1,88,Sud,prelevement,0
12,174.512812,15,2,6.31,4,43,28.05,15.9,14,Nord,carte,0
54,196.037208,2,16,8.61,0,23,4.73,4.02,75,Nord,prelevement,0
50,70.928687,9,10,5.22,8,12,-30.39,58.75,51,Est,carte,0
92,121.691772,5,10,6.4,2,9,-32.26,79.48,60,Sud,carte,0
38,159.510063,12,10,7.76,9,35,62.59,47.47,61,Nord,virement,0
6,149.409514,NA,3,6.58,10,7,22.31,25.52,86,Ouest,carte,0
92,160.179926,18,7,4.44,4,20,-34.42,63.08,88,Sud,virement,0
36,21.35775,5,19,2.79,6,17,63.47,48.11,57,Ouest,prelevement,1
30,148.723617,8,2,7.86,8,45,34.98,65.5,93,Est,carte,0
10,93.376014,3,14,1.74,5,44,-23.19,60.93,88,Sud,carte,0
2,123.259819,9,20,8.25,3,24,33.9,88.32,30,Est,prelevement,0
32,120.416155,12,7,1.58,7,32,-1.58,78.02,60,Ouest,prelevement,0
45,169.896628,10,14,7.74,0,2,37.95,48.94,0,Nord,carte,0
44,102.869633,8,11,8.15,3,6,-26.88,7.04,79,Est,prelevement,0
77,17.720461,3,17,4.91,4,10,54.47,13.8,11,Sud,virement,0
3,222.196061,2,14,3.0,2,27,-31.5,58.66,47,Est,virement,0
53,166.972653,10,22,2.2,0,39,-29.98,79.3,0,Est,carte,0
79,175.681287,5,9,3.18,10,33,74.87,,42,Nord,virement,0
63,86.216109,16,3,2.35,4,44,-10.44,80.12,27,Nord,carte,1
34,66.041922,15,17,2.6,2,17,21.7,95.84,75,Ouest,carte,0
11,0,15,19,8.02,10,10,-24.29,72.59,65,Est,carte,0
8,232.976282,16,16,6.34,7,43,-12.43,74.83,15,Ouest,carte,0
15,92.331224,4,22,6.32,6,3,-22.27,2.71,84,Ouest,carte,0
22,104.954203,17,15,3.48,8,0,-6.49,78.63,44,Ouest,prelevement,1
27,172.799512,3,2,5.18,1,"19,00",-21.68,17.29,13,Sud,virement,0
41,218.772093,13,1,3.64,4,6,24.27,38.35,22,Nord,prelevement,1
59,134.428544,12,22,3.96,4,40,-2.95,28.63,97,Est,prelevement,0
38,180.372814,,18,8.92,7,26,-28.5,25.14,27,Sud,virement,0
60,48.542421,11,14,2.74,10,9,63.59,83.31,29,Est,carte,0
5,34.745984,8,17,9.61,8,35,-29.14,26.15,4,Est,prelevement,0
31,168.631437,4,15,4.25,8,11,52.32,74.66,33,Ouest,virement,0
86,106.246126,15,18,2.95,4,2,27.61,76.05,85,Sud,prelevement,0
80,195.15312,1,4,1.99,6,38,-9.43,20.11,0,Sud,carte,0
24,85.402333,6,17,7.85,8,23,47.74,39.05,25,Sud,prelevement,0
67,211.481159,4,3,6.18,4,17,-29.12,31.88,33,Nord,carte,0
77,2.781496,12,4,3.95,7,45,62.37,91.67,65,Nord,virement,0
2,139.268104,7,0,7.15,10,39,-15.63,45.01,18,Nord,prelevement,0
66,186.328608,5,19,5.84,3,10,-18.37,11.38,9,Nord,virement,0
32,242.638887,1,4,5.33,9,9,37.48,9.98,83,Est,prelevement,0
66,3.380566,7,15,6.35,8,33,-23.58,60.48,35,Est,carte,0
19,231.541215,15,5,5.14,3,21,7.78,81.76,20,Sud,carte,0
65,182.991505,10,17,5.29,8,1,30.0,53.24,54,Ouest,prelevement,0
95,0,0,21,7.94,5,10,32.11,21.31,64,Ouest,virement,0
23,66.249541,4,18,7.12,8,24,-4.39,75.15,100,Nord,virement,0
20,56.772287,9,7,8.12,5,NA,-20.12,13.42,53,Sud,carte,0
4,123.489639,11,20,4.1,7,6,49.71,13.42,15,Ouest,prelevement,0
62,201.047452,16,22,2.38,8,9,54.37,82.14,13,Nord,virement,0
55,144.87443,1,4,8.38,2,40,-20.35,27.81,77,Sud,carte,0
82,92.725775,13,12,3.85,7,27,-7.4,83.07,12,Sud,prelevement,0
83,72.39267,11,16,6.86,9,14,-2.52,70.39,60,Est,prelevement,0
27,103.533312,2,15,9.4,2,13,67.67,94.3,63,Nord,prelevement,0
32,124.316651,9,19,3.14,3,8,-26.22,91.97,100,Est,prelevement,0
3,180.586866,14,8,2.94,9,17,68.52,90.05,74,Sud,carte,1
42,165.852405,9,11,2.63,5,7,50.17,76.5,98,Ouest,prelevement,0
14,38.320547,0,6,1.86,1,10,64.91,75.13,8,Nord,prelevement,1
17,205.308971,15,19,4.38,4,35,3.25,26.02,81,Sud,carte,1
33,164.798211,5,15,3.49,8,14,-21.7,45.1,11,Est,carte,0
37,187.141526,3,5,8.33,4,32,2.69,65.38,51,Sud,virement,0
41,85.697441,10,4,4.98,8,23,-28.98,73.86,55,Sud,prelevement,0
31,139.555288,17,19,9.01,7,17,-32.91,63.34,30,Nord,prelevement,0
39,131.848193,17,4,2.18,9,24,47.62,29.26,92,Sud,carte,1
54,177.697612,13,16,5.49,7,2,72.71,11.79,7,Sud,virement,0
52,5.387334,16,21,5.04,0,42,31.82,94.32,32,Sud,virement,0
42,890.754025,4,13,9.96,5,36,-12.01,46.73,21,Ouest,virement,0
67,29.934357,1,6,8.03,7,6,-21.72,48.19,85,Nord,prelevement,0
5,178.028295,14,15,9.1,1,43,47.38,3.41,95,Sud,virement,0
80,10.274833,10,22,1.13,4,37,-5.75,58.18,10,Nord,carte,0
42,57.764944,13,19,2.95,8,21,23.42,53.07,65,Nord,virement,1
32,255.231125,9,2,1.94,6,7,54.94,92.78,10,Sud,carte,0
69,101.644694,17,0,4.63,4,35,73.73,,41,Sud,carte,0
80,151.082044,0,1,5.65,0,17,35.55,23.81,99,Sud,virement,0
34,126.493387,9,10,2.13,2,3,73.3,78.74,46,Sud,virement,1
38,30.173384,2,5,3.66,2,44,31.58,43.85,0,Est,carte,0
32,24.29076,9,18,1.61,4,22,57.17,65.21,66,Sud,prelevement,1
35,224.049649,9,5,3.65,5,28,45.58,73.14,100,Ouest,virement,0
19,132.750655,16,6,6.0,3,45,23.24,67.72,57,Sud,carte,0
69,9.713619,2,15,6.61,3,27,70.52,11.22,42,Nord,prelevement,0
26,275.463925,8,1,9.0,9,35,-32.89,20.36,41,Ouest,carte,0
15,161.551868,12,2,1.73,6,28,52.52,81.64,77,Nord,carte,0
50,40.9786,2,1,9.74,5,6,-33.24,93.9,38,Ouest,virement,0
40,178.631022,1,4,8.5,6,23,40.74,30.96,2,,prelevement,0
48,178.95242,0,10,3.41,9,19,50.54,38.17,32,Ouest,virement,0
31,91.815013,18,5,7.04,3,42,47.32,66.95,50,Nord,virement,0
18,169.550498,15,2,3.54,4,5,71.46,49.72,78,Est,virement,1
36,177.567636,11,10,9.14,3,35,-33.18,16.22,96,Sud,carte,0
33,74.117564,18,3,8.07,10,17,-8.96,74.61,61,Est,carte,0
70,89.427416,8,9,3.72,8,36,55.62,24.95,64,Est,NA,1
96,105.943079,17,3,8.33,7,37,-29.24,42.64,55,Sud,virement,0
84,89.783765,0,17,2.04,6,1,40.74,61.91,,Ouest,virement,0
87,188.945175,14,8,7.13,1,29,3.24,79.88,18,Ouest,virement,0
3,183.26686,7,0,8.55,9,3,-7.26,85.53,64,Est,prelevement,0
70,157.102755,11,4,NA,4,4,-29.5,24.37,50,Nord,prelevement,0
47,127.616449,2,11,3.25,3,29,30.75,31.91,20,Nord,prelevement,0
34,86.39532,4,17,4.79,8,10,-12.56,73.22,38,Est,virement,0
89,87.546909,2,17,7.36,7,18,11.49,32.79,25,Ouest,prelevement,0
71,158.911632,11,22,4.53,10,24,19.7,63.38,86,Est,prelevement,0
80,328.418487,11,7,2.49,5,36,33.82,17.14,12,Est,carte,0
90,151.342913,1,4,1.59,2,36,,34.04,5,Ouest,prelevement,0
95,23.882339,3,18,6.54,5,36,21.78,72.95,518.26,Ouest,carte,0
43,175.926151,12,18,9.42,2,35,-32.38,14.86,56,Est,carte,0
70,206.852248,2,1,8.21,10,45,72.44,36.84,47,Sud,prelevement,0
14,212.930674,16,18,2.16,0,5,-6.73,34.22,65,Sud,prelevement,1
65,163.023107,9,8,6.4,0,2,13.35,44.16,92,Est,prelevement,0
74,228.842885,7,4,3.4,7,23,13.63,19.12,6,Nord,carte,0
12,101.206458,2,4,4.26,4,35,-28.48,76.14,14,Ouest,carte,0
56,187.257416,18,11,9.44,0,25,14.59,88.96,67,Ouest,carte,0
8,110.517772,18,15,3.87,3,6,-21.98,69.7,56,Ouest,prelevement,0
51,101.714633,14,20,5.97,6,,15.27,95.21,26,Nord,carte,0
47,143.206688,1,19,1.67,7,14,41.91,49.38,58,Sud,prelevement,1
13,95.182969,12,15,7.64,10,16,51.81,31.85,73,Sud,carte,0
7,161.908879,10,8,8.26,10,7,32.05,73.75,11,Ouest,prelevement,0
82,115.024289,3,15,8.04,10,9,-21.1,89.87,92,Sud,carte,0
