anciennete_mois,facture_moyenne,nb_reclamations_12m,nb_appels_support_3m,satisfaction,nb_options,freq_portail_mois,variation_facture_3m,delai_resolution_incident_h,score_fidelite,region,mode_paiement,churn
26,56.51297,6,15,6.45,6,6,-27.37,10.51,51,Sud,carte,0
17,94.851231,9,11,9.73,2,8,34.57,48.59,64,Sud,carte,0
60,194.335664,17,14,7.65,4,44,51.97,59.95,25,Sud,prelevement,0
80,2.939666,8,22,4.9,5,26,22.81,34.39,100,Ouest,carte,1
18,73.715748,13,9,1.47,9,6,37.14,86.02,13,Nord,prelevement,0
51,151.990653,0,20,4.2,3,38,6.21,23.4,68,Sud,virement,1
67,164.083006,0,14,8.61,8,45,56.74,64.93,42,Sud,prelevement,0
37,83.481285,13,0,2.6,3,44,-22.87,88.19,43,Est,prelevement,0
4,77.73038,4,16,2.05,7,11,45.37,64.16,14,Ouest,prelevement,0
60,141.120292,8,15,2.66,5,10,68.58,16.49,56,Nord,virement,0
72,136.612484,10,4,2.55,2,15,54.35,25.71,94,Nord,carte,0
89,65.596063,16,20,4.6,9,44,73.35,74.97,23,Sud,virement,0
54,132.435099,12,2,7.73,9,12,-30.85,94.95,54,Est,virement,0
66,40.250645,3,17,2.6,0,1,71.07,75.28,73,Est,carte,0
95,39.128205,11,4,1.96,9,11,-6.05,85.57,89,Nord,virement,0
74,82.95656,4,1,9.55,1,0,47.4,74.97,0,Est,prelevement,0
51,154.264031,15,9,7.9,8,0,-30.01,86.89,91,Est,virement,0
9,123.044595,8,10,7.18,0,29,-34.37,74.82,86,Ouest,virement,0
63,145.077001,15,20,3.91,4,5,22.07,28.74,67,Est,virement,0
41,191.220705,11,5,9.28,9,26,67.63,86.81,30,Ouest,virement,0
69,203.253932,6,5,2.08,5,33,43.17,70.29,94,Est,carte,0
5,194.80367,1,5,5.78,4,45,12.54,47.34,93,Ouest,virement,0
27,78.812817,1,7,3.46,6,0,-18.19,73.06,48,Est,virement,0
82,178.446213,16,11,8.61,5,37,58.58,41.87,42,Nord,prelevement,0
48,132.685235,6,8,9.09,2,9,-28.06,75.58,62,Sud,prelevement,0
79,164.628788,6,14,3.99,5,13,42.74,53.85,63,Sud,prelèvement,0
6,117.61659,8,17,9.73,9,43,60.66,29.04,54,Nord,virement,0
30,93.765182,12,0,7.92,8,45,-3.2,10.95,22,Nord,carte,0
76,115.982455,1,1,8.49,5,20,72.26,52.86,4,Sud,virement,0
"8,00",55.587346,18,1,9.7,5,34,62.89,4.05,35,Sud,carte,0
28,95.178884,16,1,7.73,NA,32,18.29,38.6,5,Sud,carte,1
16,167.913469,0,0,2.0,10,33,12.6,2.42,50,Ouest,prelevement,0
35,143.750245,5,22,6.49,8,20,45.29,29.74,71,Est,carte,0
39,72.712754,12,18,6.16,5,9,7.32,58.39,65,Ouest,virement,0
49,192.27526,14,21,1.51,3,14,19.69,52.63,43,Est,virement,1
10,112.343486,6,7,8.07,7,0,50.97,37.06,50,Sud,prelevement,0
44,193.400252,9,10,3.92,1,29,11.64,73.94,85,Ouest,prelevement,0
30,202.456346,11,9,8.07,0,20,19.57,43.29,41,Nord,carte,0
91,179.828189,17,14,1.84,10,14,39.66,38.8,71,Ouest,prelevement,1
54,105.601465,10,9,8.71,7,33,50.99,70.27,90,Ouest,carte,0
34,11.120391,4,12,1.79,9,8,9.16,62.6,41,Nord,prelevement,0
21,82.665547,6,16,8.33,2,14,-16.68,24.6,90,Nord,prelèvement,0
13,63.874618,10,0,5.02,7,13,58.29,,49,Sud,carte,1
84,76.042478,2,15,6.67,8,33,-2.53,62.14,32,Sud,virement,0
89,49.08011,1,1,4.85,10,12,67.88,4.69,78,Nord,carte,0
65,176.131386,7,2,3.34,6,7,-6.92,60.86,51,Nord,virement,0
95,70.377224,10,17,7.4,10,14,-3.45,94.99,16,Nord,prelevement,0
70,55.550637,3,2,5.2,5,17,43.68,21.11,28,Ouest,carte,0
65,185.626305,10,13,4.53,0,37,-12.34,3.75,42,Sud,prelevement,0
45,41.688359,2,4,3.93,7,33,-30.27,74.07,77,Ouest,carte,0
78,182.553021,18,22,3.55,5,31,45.23,31.08,98,Nord,prelevement,0
9,152.704256,9,13,7.23,1,37,53.34,14.09,92,Nord,carte,0
13,196.462209,15,0,5.7,7,45,54.92,7.62,40,Nord,virement,1
91,172.708502,6,8,3.92,7,24,44.61,50.77,78,Sud,carte,0
73,218.023823,6,19,8.34,4,36,47.54,69.42,49,Nord,prelevement,0
92,105.446048,5,17,2.18,9,26,56.08,54.39,17,Est,carte,0
64,2.6402,15,13,5.9,8,40,59.57,41.69,0,Nord,carte,0
14,76.105938,13,11,3.04,,12,-6.76,51.17,27,Est,virement,0
41,213.377271,8,22,3.53,1,18,33.66,30.28,65,Nord,prelevement,0
60,124.17307,7,5,7.45,10,21,2.55,69.84,93,Nord,carte,0
47,79.148323,13,2,4.21,6,25,-28.04,16.13,96,Nord,carte,0
14,138.627975,12,11,5.46,4,39,68.51,58.5,47,Nord,virement,0
29,90.217861,17,4,6.58,6,7,31.74,37.0,16,Est,carte,0
50,213.676259,6,8,3.4,2,11,41.87,73.41,47,Est,virement,0
94,107.188836,15,8,1.05,0,35,23.37,56.56,70,Est,carte,0
3,103.546229,7,20,7.06,4,26,39.82,41.36,61,Ouest,virement,0
3,63.614227,16,15,7.74,5,24,54.68,22.09,60,Ouest,prelevement,0
89,170.582148,8,5,5.44,0,27,26.71,34.62,100,Est,carte,0
50,21.626815,18,12,7.23,5,32,-23.33,16.23,89,Nord,virement,0
21,178.229078,13,1,6.29,7,31,9.89,44.05,51,Sud,virement,0
63,179.522699,5,16,9.8,3,20,56.15,8.64,36,Nord,virement,0
56,140.983788,15,11,1.34,7,2,-13.57,43.82,98,Ouest,carte,0
80,214.500993,7,0,8.4,10,43,-9.53,39.63,13,Est,virement,0
10,85.429568,13,5,2.11,10,43,35.31,24.28,40,Est,carte,0
13,207.46264,17,6,1.68,10,10,-17.1,82.22,36,Ouest,carte,1
25,230.701465,16,8,8.11,3,40,9.69,95.89,22,Nord,virement,0
61,110.193111,3,4,2.86,4,28,49.08,66.82,69,Nord,virement,0
19,117.222729,4,17,7.33,3,15,8.5,43.63,7,Est,virement,0
34,84.569565,15,14,4.53,8,8,74.14,45.12,49,Sud,virement,1
47,174.469812,6,8,2.48,2,39,-6.47,41.62,65,Sud,prelevement,0
30,61.217802,18,16,4.83,10,32,36.98,84.79,45,Est,carte,0
34,82.084468,18,12,2.53,5,21,44.38,81.2,21,Nord,carte,1
79,63.453395,13,21,8.25,4,22,46.36,58.5,76,Nord,carte,0
83,188.58303,4,4,6.67,0,16,-23.47,25.76,36,Sud,prelevement,0
15,86.612225,15,11,6.28,3,6,45.17,16.36,96,Est,carte,0
38,72.366895,15,6,8.61,1,30,-25.87,3.76,71,Sud,prelevement,1
12,67.237501,4,22,1.71,8,40,-20.82,35.21,48,Sud,prelevement,0
21,215.250344,17,4,6.06,10,6,57.94,34.05,13,Sud,virement,0
16,88.002906,12,1,3.04,6,27,-9.11,44.39,35,Ouest,carte,0
6,87.01846,5,9,7.89,3,37,47.32,26.98,18,Ouest,carte,0
18,71.24953,6,15,2.79,3,45,36.58,NA,6,Est,carte,0
26,206.548083,15,22,5.07,6,20,33.64,31.66,12,Sud,prelevement,0
45,131.554402,17,17,3.61,4,34,46.33,62.98,71,Nord,carte,1
75,31.504456,2,17,6.44,0,12,-0.37,79.65,56,Est,carte,0
89,56.237263,8,17,9.11,9,33,21.97,39.37,48,Nord,carte,0
64,88.43771,14,22,9.09,0,9,16.62,87.15,2,Est,prelevement,0
38,116.925498,5,21,7.04,1,19,6.72,21.27,1,Nord,prelevement,0
78,117.489866,8,11,3.04,6,14,-22.05,17.29,49,Est,virement,0
43,122.905059,6,22,6.19,9,4,-30.37,44.73,99,Ouest,virement,0
47,117.938588,10,8,2.67,4,44,22.93,43.82,96,Nord,carte,0
89,59.598801,7,22,4.33,6,42,19.43,50.72,9,Ouest,prelevement,0
83,157.208211,13,15,9.17,10,40,-5.38,85.19,19,Est,prelevement,0
96,185.537564,9,21,5.92,3,38,-19.56,50.27,55,Est,virement,0
95,106.78838,4,18,6.09,1,39,48.81,38.31,94,Ouest,carte,0
76,61.982933,18,10,3.95,10,20,41.31,21.88,36,Nord,carte,0
64,46.700709,16,10,5.47,2,31,-22.26,70.65,89,Ouest,carte,0
94,92.247301,17,12,9.51,2,11,7.83,62.76,86,Nord,prelevement,0
52,93.54319,6,10,7.63,4,1,51.51,71.6,78,Sud,prelevement,0
64,0,11,6,4.55,3,42,-21.57,88.99,19,Sud,virement,0
17,27.386376,0,10,5.78,7,2,1.38,55.75,100,Sud,prelevement,0
86,46.928953,2,20,8.55,7,30,16.23,19.75,70,Nord,prelevement,0
18,60.401325,3,16,4.63,2,33,23.32,52.65,1,Est,prelevement,0
84,163.459233,6,1,8.39,8,11,74.44,78.08,6,Sud,carte,0
4,198.835212,4,10,1.61,6,39,-15.02,20.0,17,Sud,virement,0
18,84.363176,1,16,3.42,1,23,26.33,7.2,5,Nord,virement,1
92,60.009547,1,22,3.98,8,23,-22.21,69.14,21,Ouest,carte,0
2,71.206553,3,0,5.07,8,35,-14.86,58.14,"44,00",Sud,prelevement,0
61,92.194691,4,22,9.5,4,29,13.79,40.6,41,Sud,carte,0
69,190.451659,9,9,9.39,8,31,-25.0,49.67,14,Sud,carte,0
82,4.366751,0,14,7.27,2,6,-24.88,90.13,48,Nord,prelevement,0
64,0,13,20,7.42,0,29,73.78,86.44,35,Est,virement,0
85,35.469669,3,12,9.11,8,18,32.95,4.79,22,Sud,virement,0
11,181.636225,8,9,4.75,1,1,49.38,60.21,60,Nord,prelevement,1
29,212.643241,12,13,9.34,0,26,27.33,87.94,21,Est,carte,0
62,134.573814,13,20,6.35,9,40,-25.11,24.05,98,Sud,prelevement,0
93,195.46537,0,7,6.4,9,8,-20.65,54.62,91,Nord,carte,0
59,169.75861,18,22,5.66,10,39,54.54,18.66,66,Ouest,virement,1
38,181.430531,12,18,4.96,0,40,-21.71,58.28,12,Sud,carte,0
55,232.004803,3,4,8.28,8,8,-21.52,3.98,18,Sud,carte,0
90,3.024705,18,22,5.6,4,33,46.46,78.48,3,Est,carte,0
33,146.45213,5,19,7.47,3,23,68.07,94.86,14,Ouest,virement,0
34,102.132635,6,4,NA,6,11,-4.62,29.95,18,Nord,virement,0
23,44.154542,16,12,9.05,9,7,-1.77,20.11,87,Ouest,carte,0
24,237.211803,0,2,6.82,5,19,-29.06,41.66,22,Nord,prelevement,0
33,105.219486,13,6,3.86,6,37,-22.5,94.15,4,Ouest,virement,0
30,213.849727,16,21,2.2,3,10,62.96,13.68,71,Ouest,prelevement,0
63,97.517508,7,3,4.09,4,43,-27.54,70.04,72,Ouest,prelevement,0
95,34.006253,14,13,5.01,10,22,-21.71,31.68,63,Sud,virement,0
,154.572146,5,5,3.14,10,4,14.65,8.89,81,Nord,carte,0
91,111.578681,8,8,4.53,8,33,-33.96,3.49,72,Sud,carte,0
94,150.269285,5,19,7.88,10,34,-30.82,49.01,96,Est,prelevement,0
7,214.572283,9,9,7.55,7,20,-12.08,24.22,71,Sud,virement,0
53,95.119653,18,,1.31,9,4,45.72,53.08,61,Est,carte,1
87,130.833561,16,12,6.79,5,42,-33.26,11.69,59,Nord,prelevement,0
38,85.454791,13,13,6.22,10,0,70.73,70.6,57,Sud,prelevement,1
24,56.508019,9,14,8.73,6,33,-15.02,92.67,41,Ouest,prelevement,0
53,36.264478,8,10,6.45,4,44,-20.63,14.26,27,Nord,virement,0
87,17.483855,16,11,2.95,10,26,43.78,58.97,61,Sud,carte,1
74,56.668703,9,17,6.4,10,38,38.03,95.89,38,Nord,carte,0
64,207.534272,8,17,8.75,8,6,17.08,41.44,75,Est,carte,0
13,177.527435,13,12,7.15,2,10,-28.78,82.44,32,Est,virement,0
92,207.608381,11,3,7.26,2,8,54.53,39.27,72,Sud,carte,0
88,56.050699,10,14,9.19,8,35,67.12,79.92,50,Sud,carte,0
91,25.011579,13,21,4.26,3,29,46.68,2.04,0,Est,prelevement,0
95,97.84455,15,15,7.54,8,38,-0.54,58.53,92,Est,virement,0
94,209.361346,10,15,6.04,1,28,-28.04,2.32,16,Ouest,prelevement,0
13,143.5034,8,3,7.01,2,18,-5.68,21.72,89,Ouest,carte,0
60,169.386819,11,9,1.28,4,41,73.98,87.46,34,Ouest,prelevement,0
4,189.618806,12,20,2.78,4,5,-20.43,7.75,78,Sud,carte,0
71,20.674616,7,15,3.96,1,39,57.2,69.31,26,Ouest,virement,0
40,180.546935,14,4,4.27,10,12,7.08,94.51,89,Est,carte,0
48,165.320604,1,14,7.96,5,13,1.88,6.05,60,Nord,prelevement,0
23,145.147284,6,10,4.28,7,25,32.93,85.63,19,Sud,prelevement,0
22,0,9,14,1.79,1,21,-9.95,68.01,30,Ouest,prelevement,0
70,171.381043,7,4,4.75,0,22,4.61,18.06,11,Ouest,virement,0
90,71.154022,0,12,5.78,3,44,26.35,90.08,83,Est,prelevement,0
81,73.542014,16,7,1.66,1,16,70.57,30.7,17,Ouest,prelevement,1
86,172.894682,2,6,6.67,0,42,71.44,1.54,33,Est,prelevement,0
50,153.178104,16,5,9.37,10,10,59.95,15.62,27,Ouest,carte,0
6,192.745805,18,0,7.06,3,20,28.13,26.17,63,Sud,carte,0
72,224.737992,14,4,9.06,8,13,60.99,NA,42,Nord,carte,0
30,104.447808,11,4,5.99,2,43,69.21,18.19,31,Nord,virement,0
83,102.158792,10,2,1.13,10,16,11.81,56.69,76,Ouest,prelevement,0
11,0.677715,15,5,9.15,1,14,8.46,52.42,2,Sud,virement,0
76,72.372013,8,5,9.51,,33,22.86,16.74,88,Nord,prelevement,0
52,119.953664,3,14,6.31,8,14,-2.56,79.08,26,Sud,carte,0
39,118.195161,9,0,8.12,9,16,1.27,1.41,16,Est,prelevement,0
18,25.632761,0,1,9.3,7,22,69.33,78.92,100,Est,prelevement,0
67,77.286422,9,14,2.46,6,1,6.68,82.07,11,Est,carte,0
38,166.555878,2,6,6.06,4,10,67.84,37.17,45,Ouest,virement,0
34,213.57545,1,5,2.75,1,30,49.33,3.22,51,Est,carte,0
61,70.33532,14,5,4.27,5,6,38.52,70.59,"39,00",Nord,virement,0
86,69.599777,2,5,5.84,9,19,-18.64,75.08,90,Nord,virement,0
28,140.398902,11,8,6.93,9,12,1.82,50.27,23,Ouest,virement,0
54,77.670181,10,16,5.74,10,10,48.38,41.45,67,Est,prelevement,0
76,82.092531,2,13,,7,44,-4.79,199.61,5,Est,prelevement,0
56,53.488164,17,19,3.48,0,9,-11.13,83.04,55,Sud,virement,0
46,160.103463,1,11,9.96,2,0,60.58,53.97,0,Ouest,virement,0
61,48.193805,3,14,7.52,3,24,-14.78,60.92,79,Est,carte,0
20,105.28948,11,5,5.99,6,22,-34.08,52.66,48,Sud,prelevement,0
28,207.128254,13,3,9.36,3,12,27.49,87.11,50,Nord,prelevement,0
82,115.908458,9,1,2.37,5,7,-15.28,5.89,5,Ouest,prelevement,0
12,84.012366,4,18,7.9,7,19,23.99,66.89,71,Nord,carte,0
84,187.10231,2,2,9.45,1,12,20.38,43.17,15,Est,prelevement,0
11,164.047585,7,18,7.07,4,24,13.2,68.29,12,Nord,prelevement,0
4,98.787063,12,16,8.85,2,45,53.97,26.58,17,Ouest,carte,0
64,193.833632,11,21,2.66,7,10,42.31,23.55,40,Est,virement,0
28,65.363943,16,20,2.06,3,31,62.37,9.14,100,Nord,virement,1
35,218.052364,0,16,1.59,8,1,37.4,63.21,31,Nord,carte,1
25,218.529721,16,3,8.71,8,18,21.55,2.26,51,Sud,virement,0
35,65.804083,7,14,1.01,1,3,62.0,473.91,58,Sud,carte,0
68,124.825951,9,6,5.88,5,11,53.05,42.02,6,Ouest,virement,0
32,99.510572,1,1,69.16,9,2,-13.94,79.04,72,Nord,prelevement,0
37,128.199216,14,4,8.03,5,26,40.16,22.69,97,Est,carte,0
62,206.162753,9,3,7.94,4,29,50.19,51.41,77,Ouest,prelevement,0
74,110.519316,12,17,4.2,9,10,32.84,18.21,65,Sud,prelevement,0
40,0.579272,9,6,5.18,5,36,48.63,92.49,48,Sud,virement,0
57,167.781527,10,18,6.05,7,21,60.97,57.0,9,Ouest,carte,0
64,42.437644,17,15,9.58,6,43,-22.58,38.46,55,Ouest,carte,0
30,194.592116,1,11,6.38,4,10,11.81,25.16,89,Nord,prelevement,0
78,44.418787,1,2,1.21,7,0,50.99,85.61,17,Sud,carte,0
27,157.046066,1,1,3.92,7,22,60.27,80.7,51,Sud,carte,0
53,105.332183,1,10,5.05,0,44,-12.36,26.7,0,Ouest,carte,0
7,127.592555,8,18,5.37,2,22,59.47,48.44,45,Nord,carte,0
94,120.050493,15,17,9.39,50.36,39,-34.23,2.8,59,Sud,virement,0
88,197.465146,13,4,4.95,1,18,6.61,21.01,22,Est,prelevement,0
63,16.316915,2,20,8.3,6.69,6,-4.23,29.01,94,Sud,prelevement,0
52,77.847996,9,22,8.0,6,31,-14.03,69.8,22,Ouest,carte,0
24,161.860389,16,8,5.94,9,25,17.47,9.86,4,Est,carte,0
2,109.877385,5,4,1.51,3,20,-7.6,90.52,94,Est,prelevement,0
76,188.516103,10,0,2.86,6,9,26.47,24.28,13,Sud,prelevement,0
41,123.651316,12,12,5.14,2,39,-2.96,89.27,87,Sud,virement,0
24,54.336419,10,14,4.27,9,42,7.71,2.4,44,Est,carte,0
19,210.861708,13,17,7.88,2,1,61.52,77.88,44,Est,virement,0
76,28.228595,1,18,8.3,7,7,-26.11,54.42,5,Est,virement,0
50,0,4,6,6.46,2,14,37.2,48.63,99,Nord,virement,0
65,81.110212,14,8,3.85,8,20,50.33,10.31,86,Sud,virement,0
23,183.229051,16,9,6.9,7,37,14.83,60.24,5,Nord,prelevement,0
31,199.633812,10,6,2.64,9,37,-30.45,24.53,10,Nord,virement,0
47,145.987329,17,11,1.92,9,4,5.56,50.19,22,Est,virement,1
43,240.88262,12,4,1.8,6,27,7.7,24.83,25,Ouest,prelevement,0
27,61.172402,10,20,2.71,10,41,12.78,70.04,1,Nord,carte,1
60,60.66425,9,13,1.99,9,18,36.04,42.0,100,Est,carte,1
30,334.370054,2,17,8.59,9,2,42.56,10.28,89,Nord,virement,0
75,213.171049,9,7,5.03,8,34,74.68,86.67,82,Ouest,prelevement,0
3,145.185453,14,2,6.84,3,36,1.08,12.82,28,Est,prelevement,0
3,50.316402,11,0,3.7,8,29,11.98,31.99,64,Nord,virement,0
11,99.886835,4,8,4.66,2,1,-9.89,"40,47",93,Est,virement,1
64,125.484372,2,21,41.82,4,5,-4.95,44.56,94,Est,virement,0
32,56.398653,4,NA,1.52,0,20,18.86,49.48,60,Sud,prelevement,0
90,41.120041,5,16,7.84,5,18,19.52,31.51,26,Nord,carte,0
6,30.198317,18,5,7.19,7,23,64.02,53.44,8,Ouest,virement,0
58,82.440447,3,22,3.88,3,35,65.45,48.81,70,Est,virement,0
25,70.439253,12,13,9.42,6,33,53.92,9.76,83,Nord,virement,0
12,42.605258,4,16,,9,27,43.12,16.93,85,Ouest,carte,0
36,26.345358,12,21,2.11,4,6,53.16,17.85,63,Ouest,virement,1
49,205.921963,16,17,7.65,,36,23.11,87.51,17,Ouest,virement,1
74,210.738893,8,17,6.84,5,30,-2.94,79.41,79,Est,virement,0
80,127.506692,11,4,3.9,5,19,-22.86,62.38,85,Est,carte,0
94,37.233943,12,22,9.38,6,2,47.01,44.86,26,Sud,virement,0
18,101.359991,7,9,6.7,0,26,1.97,45.98,85,Est,carte,0
51,38.906868,15,9,1.95,8,36,59.82,94.92,28,Sud,carte,1
5,156.56531,12,19,2.75,9,40,-32.69,91.17,75,Ouest,carte,1
19,66.113323,16,22,3.27,10,25,44.5,58.77,2,Est,virement,0
65,121.456747,8,8,1.89,3,33,44.69,72.1,98,Ouest,carte,1
88,189.010818,14,2,9.71,8,18,-3.58,67.69,46,Ouest,carte,0
86,166.517758,13,13,7.7,7,35,20.11,6.06,76,Est,virement,0
24,176.304614,11,10,8.98,0,30,72.48,46.65,84,Nord,virement,0
79,159.795741,0,7,4.33,7,42,6.32,28.44,98,Nord,prelevement,1
38,85.887285,18,2,4.4,0,39,23.6,94.24,41,Est,carte,0
33,55.051408,3,1,5.35,6,19,71.85,48.15,78,Sud,prelevement,0
88,12.056386,6,19,5.1,9,19,10.18,26.39,0,Nord,prelevement,0
8,53.821164,11,0,7.66,5,20,-26.96,52.65,,Nord,prelevement,0
54,61.29473,16,2,4.66,1,20,23.71,60.7,65,Sud,prelevement,0
47,170.43812,13,6,5.03,7,1,43.37,89.4,42,Nord,carte,0
85,63.961685,10,15,3.07,0,21,42.86,49.96,99,Nord,prelevement,0
76,26.454278,13,15,1.37,2,20,28.77,4.36,61,Nord,carte,0
42,186.038639,12,2,5.3,1,10,-9.12,69.73,34,Est,carte,0
67,0,13,15,7.61,10,16,-32.6,88.48,73,Sud,virement,0
69,200.025138,18,7,1.5,2,21,27.42,75.89,90,Est,virement,0
75,136.373364,12,0,8.98,7,4,28.88,1.69,85,Nord,prelevement,0
73,98.243219,18,9,2.22,4,44,53.51,92.02,79,Sud,NA,0
46,77.278574,16,12,1.7,6,4,3.11,86.89,48,Sud,virement,1
50,189.883323,4,5,1.73,2,7,24.37,95.53,86,Sud,virement,0
71,170.058925,6,4,7.04,7,NA,64.1,47.43,54,Est,prelevement,0
5,14.797876,7,20,9.42,9,21,46.19,75.03,39,Ouest,virement,0
30,137.713689,17,8,3.7,4,30,53.52,87.55,79,Ouest,virement,0
60,139.607234,17,15,9.6,6,14,-5.37,66.86,53,Sud,virement,0
94,151.607177,10,19,6.15,8,16,30.92,29.79,89,Est,prelevement,0
12,82.701839,12,0,4.09,5,45,37.12,83.53,58,Est,virement,0
92,27.373614,6,12,5.85,8,21,-9.94,31.35,57,Nord,prelevement,0
81,109.622416,13,17,8.65,2,23,21.53,45.02,77,Nord,prelevement,0
46,87.092058,7,9,8.36,2,30,23.39,80.8,17,Sud,virement,0
80,222.433897,9,8,6.57,8,34,30.19,60.88,42,Ouest,prelevement,0
38,212.057723,15,13,6.96,7,6,72.7,77.03,77,Ouest,virement,0
33,218.791161,12,0,7.42,1,32,2.44,81.44,5,Ouest,carte,0
69,193.864703,5,11,3.56,4,4,-29.29,69.21,1,Nord,carte,0
23,30.21408,0,14,2.54,10,35,45.09,61.06,26,Ouest,carte,0
2,10.828045,6,1,7.32,10,24,11.2,88.69,99,Sud,carte,0
52,147.823453,14,3,7.04,4,42,-33.01,66.89,48,Sud,virement,0
26,87.191947,9,14,8.36,1,19,64.55,2.6,100,Sud,prelevement,0
78,60.023859,6,12,5.14,9,31,49.03,22.68,12,Ouest,prelevement,0
22,207.15253,3,8,2.33,8,44,-26.09,38.85,75,Sud,prelevement,0
9,24.210117,15,16,3.69,4,"45,00",-27.53,13.19,22,Ouest,prelevement,0
69,139.032555,NA,9,8.74,5,38,-3.33,89.17,26,Ouest,virement,0
57,144.030311,2,4,9.09,6,45,59.47,77.95,59,Nord,carte,0
19,115.015336,13,16,3.2,3,6,16.25,15.54,49,Sud,prelevement,0
NA,100.002974,16,14,1.0,1,17,5.03,30.13,43,Ouest,virement,0
66,115.294705,9,6,5.05,0,14,62.4,53.54,46,Sud,virement,0
63,117.751107,14,15,1.06,7,"14,00",52.27,24.23,82,Ouest,prelevement,0
63,191.543977,15,16,9.17,2,30,-24.0,43.23,97,Est,prelevement,0
8,175.200672,2,0,1.9,5,32,28.2,78.22,34,Sud,prelevement,0
451.71,202.499234,0,4,7.4,8,19,2.5,,52,Ouest,carte,0
42,79.462907,17,16,3.82,2,28,35.37,88.75,93,Est,prelevement,1
54,158.280614,5,3,8.12,4,36,-15.86,50.16,89,Sud,carte,0
80,352.768432,4,1,8.0,2,32,69.98,87.78,57,Sud,carte,0
82,151.850536,7,8,5.55,5,19,-20.74,33.93,36,Ouest,prelèvement,0
68,226.595098,13,16,11.26,7,20,44.18,66.3,47,Sud,virement,0
83,84.279696,13,11,7.01,7,27,73.53,69.37,31,Nord,virement,0
70,84.057401,18,16,7.38,0,21,-29.73,35.57,43,Nord,virement,0
77,187.085144,3,5,5.99,8,12,"49,59",34.24,51,Est,virement,0
5,103.882072,11,22,9.23,4,23,33.93,56.53,60,Nord,carte,0
60,164.224046,3,1,2.56,1,24,57.96,70.83,68,Sud,virement,0
65,173.024985,4,NA,4.97,4,24,-25.87,55.25,62,Sud,virement,1
66,85.715641,0,21,9.74,2,41,67.93,63.63,26,Sud,prelevement,0
36,184.430756,0,10,2.47,1,43,7.3,17.73,66,Nord,prelevement,0
33,23.174312,3,17,1.92,1,37,31.75,92.04,25,Ouest,prelevement,0
14,144.704879,10,10,7.71,10,12,35.59,34.77,45,Sud,carte,0
7,146.461976,4,4,3.16,5,16,4.19,52.48,29,Sud,virement,0
29,189.567601,8,8,9.43,9,15,30.86,12.18,99,Sud,prelevement,0
62,117.538408,17,0,2.26,5,6,-17.91,95.62,20,Nord,virement,0
37,104.349833,12,2,3.55,9,19,7.72,28.08,62,Sud,carte,0
51,74.192825,3,9,9.04,5,16,-23.5,38.58,69,Nord,carte,0
76,201.275876,12,16,9.27,3,16,24.53,19.88,15,Est,prelevement,0
50,179.271062,10,19,1.64,7,7,5.01,30.41,91,Sud,virement,0
16,171.06826,2,14,6.95,6,35,48.7,67.76,29,NA,prelevement,0
34,118.903025,14,14,3.8,1,13,27.95,38.58,62,Est,prelevement,0
2,41.609324,6,18,2.9,1,31,64.96,5.23,94,Nord,virement,1
22,77.292323,3,21,6.55,3,3,54.31,65.11,73,Est,prelevement,0
69,136.968355,8,9,3.5,9,33,-34.68,16.84,97,Ouest,prelevement,0
83,20.368142,15,3,1.97,4,45,47.57,95.67,91,Est,prelevement,1
20,63.374421,0,0,3.71,7,2,-15.14,50.0,68,Ouest,carte,0
50,189.414308,0,6,7.68,7,25,54.04,44.23,22,Ouest,carte,0
57,56.089749,3,0,2.65,5,10,56.41,73.85,49,Ouest,prelevement,0
19,69.096937,18,11,4.79,8,44,64.77,10.41,76,Nord,prelevement,0
14,80.008033,14,5,6.1,7,4,24.68,81.63,63,Sud,prelevement,0
92,189.543894,12,3,2.81,4,27,-14.89,2.06,45,Est,carte,0
59,138.35848,2,16,2.36,4,20,60.71,46.74,52,Ouest,carte,0
55,185.309805,14,4,4.42,2,34,68.8,77.16,34,Ouest,carte,0
46,252.8194,3,21,3.28,9,12,45.38,81.09,4,Nord,carte,0
76,54.54523,9,8,6.63,2,38,-0.05,12.76,57,Ouest,virement,0
25,38.119424,9,7,7.62,3,2,48.67,68.88,31,Est,carte,0
76,52.30211,4,7,9.88,9,42,13.11,20.46,85,Est,carte,0
2,175.520977,0,7,2.19,3,34,-29.29,56.63,21,Sud,carte,0
76,16.499262,18,6,1.06,1,37,25.6,21.11,36,Sud,virement,1
77,69.553153,15,20,3.25,4,45,-8.9,63.01,85,Sud,prelevement,0
89,32.970834,3,15,3.94,2,15,25.6,47.02,0,Sud,carte,0
5,225.125078,2,0,8.56,4,36,-17.74,24.58,34,Est,carte,0
23,130.296284,5,17,9.74,0,11,-7.88,51.19,21,Ouest,carte,0
53,59.078205,10,19,2.54,10,28,44.75,43.81,91,Ouest,virement,0
15,69.204309,10,19,9.34,5,40,-26.1,69.96,5,Ouest,carte,0
37,211.25927,16,5,6.9,8,13,11.82,16.66,61,Est,prelevement,0
36,99.316666,1,7,1.84,9,29,50.73,53.22,18,Nord,virement,1
96,333.818382,11,1,8.88,5,27,-1.35,94.72,98,Sud,prelevement,0
54,107.474977,0,3,3.41,8,42,-29.67,25.58,342.77,Sud,prelevement,0
36,126.670677,9,8,5.69,2,34,61.72,5.61,100,Sud,carte,0
