anciennete_mois,facture_moyenne,nb_reclamations_12m,nb_appels_support_3m,satisfaction,nb_options,freq_portail_mois,variation_facture_3m,delai_resolution_incident_h,score_fidelite,region,mode_paiement,churn
36,181.02,6,9,6.14,4,35,44.58,15.69,57,Ouest,carte,0
68,207.63,0,21,9.28,2,28,68.13,14.94,99,Nord,virement,1
78,112.06,8,22,9.17,10,21,27.57,52.3,36,Ouest,prelevement,1
94,132.97,10,11,5.61,3,13,63.78,95.7,64,Est,virement,1
42,13.79,6,17,8.93,7,37,-19.24,32.73,30,Est,carte,0
76,76.31,1,21,1.3,5,37,-0.38,5.18,86,Sud,virement,1
87,148.81,6,16,6.96,1,27,-28.08,24.4,NA,Nord,prelevement,1
83,76.71,0,19,6.05,9,12,22.64,78.12,29,Ouest,prelevement,1
73,12.83,4,4,4.96,8,4,64.37,19.09,1,Sud,virement,0
59,207.07,2,16,2.23,3,43,33.18,93.54,33,Ouest,carte,1
70,55.49,6,20,2.57,10,41,39.66,88.35,65,Nord,carte,0
90,174.54,1,21,7.11,8,0,13.63,68.79,75,Ouest,virement,1
37,111.28,1,20,9.01,1,33,-19.26,68.53,8,Sud,prelevement,0
77,53.31,0,10,8.16,9,34,-20.89,57.05,40,Ouest,carte,0
17,35.31,1,4,8.01,8,29,1.72,34.92,46,Ouest,virement,0
79,98.23,3,2,9.02,1,23,24.2,30.29,3,Sud,prelevement,1
30,32.75,6,20,8.31,7,28,69.82,74.51,41,Nord,virement,0
23,205.51,11,12,7.3,1,15,-14.7,55.37,76,Nord,virement,0
73,105.86,2,4,7.69,6,41,-30.15,69.69,70,Est,carte,1
18,171.65,14,5,6.56,5,13,55.83,68.58,79,Sud,carte,0
61,61.9,18,20,3.19,0,20,17.81,51.74,60,Nord,virement,1
31,87.87,6,6,9.04,5,15,29.58,84.45,43,Est,prelevement,0
86,91.09,4,2,9.63,1,25,15.36,94.58,32,Est,virement,1
46,91.97,3,7,8.27,0,37,74.62,57.23,60,Est,prelevement,0
35,24.55,12,16,1.55,10,45,29.69,83.44,45,Sud,virement,0
40,17.5,9,16,2.25,0,0,65.43,3.86,24,Nord,prelevement,0
27,189.94,13,18,3.95,5,27,21.51,11.98,28,Est,carte,0
93,83.13,7,17,6.58,8,22,18.01,81.54,28,Sud,carte,1
10,81.12,0,1,3.92,5,41,-22.26,9.65,91,Sud,virement,0
68,87.72,16,11,1.87,0,18,-12.2,57.76,41,Est,carte,1
30,110.94,8,2,2.67,10,3,39.08,38.85,45,Ouest,prelevement,0
80,103.86,15,19,7.65,7,6,27.25,55.96,9,Est,carte,1
6,19.41,10,9,9.87,3,33,16.04,9.67,41,Est,virement,0
68,13.94,11,12,8.37,7,15,1.47,20.32,67,Sud,prelevement,0
15,112.44,17,1,2.79,6,,34.22,84.36,97,NA,prelevement,0
70,132.39,7,19,9.84,2,11,54.77,91.71,69,Sud,virement,1
44,45.19,12,22,3.96,5,29,64.52,66.61,60,Nord,carte,0
66,99.25,11,11,2.73,0,26,-21.88,10.15,92,Nord,carte,1
30,206.15,14,19,2.89,5,4,10.98,85.71,64,Nord,carte,1
61,196.05,4,10,9.1,2,16,-19.07,89.08,64,Nord,prelevement,1
89,186.32,10,22,4.18,9,25,7.31,90.74,91,Nord,prelèvement,1
68,192.94,13,2,8.24,8,44,10.48,64.76,87,Ouest,carte,1
34,73.01,10,9,3.88,5,2,-29.64,53.0,452.61,Ouest,virement,0
9,141.7,7,19,9.49,2,25,-8.92,62.19,98,Sud,carte,0
82,131.96,3,5,8.36,8,28,46.81,39.66,54,Sud,virement,1
28,187.31,5,12,2.03,51.74,32,46.68,83.78,24,Nord,virement,0
36,53.89,13,4,3.5,6,37,61.21,65.36,44,Est,carte,0
38,103.3,11,21,6.62,7,16,59.8,48.28,37,Ouest,carte,0
26,37.68,12,0,7.93,4,15,-15.25,76.86,26,Ouest,prelevement,0
89,160.22,6,22,2.82,9,36,24.05,22.41,9,Ouest,prelevement,1
91,147.76,3,18,4.13,7,26,-26.54,44.73,26,Est,virement,1
5,119.25,5,0,3.04,10,6,50.56,28.34,16,Sud,virement,0
52,206.12,16,15,6.8,2,6,-17.26,21.96,77,Sud,prelevement,1
23,141.87,9,0,1.87,4,22,31.02,83.79,80,Sud,carte,0
54,74.34,5,18,3.14,2,10,32.87,25.04,45,Est,virement,0
94,55.32,14,2,9.53,7,20,21.42,66.74,37,Nord,prelevement,1
95,27.97,4,13,9.51,3,31,9.83,27.01,65,Sud,virement,1
41,57.36,16,11,3.43,4,31,-28.91,65.72,69,Est,virement,0
9,196.73,9,0,2.8,4,31,33.98,39.38,70,Sud,virement,0
71,87.33,10,13,8.05,0,24,-1.66,76.6,66,Nord,prelevement,1
90,214.87,4,6,1.31,1,19,-1.02,25.39,42,Nord,prelevement,1
2,88.11,13,,9.34,0,4,58.97,30.04,1,Nord,virement,0
65,127.11,0,14,2.2,6,14,-34.95,1.34,73,Ouest,prelevement,1
78,212.21,15,19,6.95,8,16,-30.61,75.39,37,Ouest,carte,1
18,97.12,6,5,7.49,6,11,11.27,89.01,25,Ouest,carte,0
59,97.79,15,5,4.63,3,10,20.86,54.79,16,Sud,virement,1
74,212.79,10,1,3.55,6,17,26.39,58.48,95,Sud,virement,1
53,102.43,11,20,5.5,3,26,47.48,34.47,31,Est,virement,1
18,192.56,15,15,3.62,8,35,35.84,16.13,82,Sud,carte,0
82,71.17,16,4,8.06,2,15,54.39,87.22,5,Nord,prelevement,1
54,172.62,1,14,7.78,3,8,26.47,25.22,92,Ouest,prelevement,1
49,178.09,9,0,6.92,0,3,-7.13,80.77,33,Sud,prelevement,1
66,66.0,9,17,6.64,0,36,52.33,19.11,8,Sud,prelevement,1
93,174.45,18,4,5.99,5,"6,00",-34.3,78.11,70,Est,carte,1
39,175.51,7,22,8.64,2,39,-12.65,9.62,63,Ouest,carte,0
6,12.4,0,6,8.99,2,6,-20.56,49.86,63,Sud,prelevement,0
70,178.45,7,11,2.06,9,34,25.63,68.66,24,Est,carte,1
28,41.19,3,9,7.33,3,31,32.34,32.82,57,Sud,carte,0
90,162.9,9,9,6.39,5,36,-22.88,1.58,28,Ouest,prelevement,1
16,152.44,12,17,5.18,9,25,71.98,71.34,84,Ouest,prelevement,0
52,214.79,6,12,1.54,5,22,26.47,84.48,4,Sud,virement,1
45,39.18,6,18,3.69,8,43,-10.3,30.52,74,Sud,carte,0
59,94.33,4,22,1.05,5,8,2.79,29.01,41,Sud,carte,0
48,202.34,11,15,1.01,1,14,-31.69,69.12,91,Sud,carte,1
12,46.14,6,8,3.76,3,9,20.81,82.14,68,Ouest,carte,0
3,215.35,15,16,7.16,5,42,-15.7,91.73,86,Nord,prelevement,0
45,55.25,4,0,3.79,2,4,18.16,84.94,83,Est,virement,0
31,180.48,7,2,3.62,8,8,48.42,53.08,63,Nord,virement,0
2,218.59,17,7,5.18,5,42,,45.02,77,Est,prelevement,0
16,47.7,4,14,2.54,7,44,-25.09,84.89,3,Est,carte,0
12,183.58,14,8,6.31,6,34,31.29,50.85,57,Est,virement,0
74,217.27,2,18,4.2,6,21,-31.91,23.59,47,Ouest,carte,1
568.79,172.43,14,10,1.81,1,31,36.38,57.17,69,Sud,carte,1
62,122.0,3,0,9.43,9,43,36.39,31.98,18,Ouest,prelevement,1
61,38.85,18,7,3.58,2,15,-11.54,42.37,8,Est,prelevement,1
46,94.64,10,10,6.81,2,10,53.83,4.65,90,Nord,prelevement,0
60,39.74,3,10,9.01,10,45,57.2,84.22,92,Sud,carte,0
81,38.08,1,10,3.53,0,16,36.6,86.12,91,Nord,carte,0
77,203.54,13,5,5.15,4,3,61.34,16.28,49,Sud,virement,1
2,43.23,12,15,2.48,9,44,-21.03,11.04,81,Ouest,carte,0
53,173.69,15,11,7.42,1,34,65.22,88.59,62,Ouest,virement,1
29,49.71,4,7,8.48,10,37,11.84,64.21,99,Est,prelevement,0
37,120.18,11,6,6.25,3,29,-8.16,92.79,89,Ouest,carte,0
94,121.83,17,22,8.8,7,21,-3.62,78.32,165.93,Ouest,prelevement,1
2,109.25,18,15,6.65,10,22,47.78,55.17,73,Est,virement,0
87,97.71,13,18,5.13,3,4,45.42,19.91,70,Nord,virement,1
80,166.71,1,10,2.71,5,42,27.94,85.38,64,Nord,carte,1
73,100.99,11,4,2.03,8,12,-26.55,41.67,69,Sud,carte,1
57,81.43,13,22,8.26,1,24,-30.34,2.47,21,Sud,carte,1
16,138.65,13,10,1.84,8,45,-13.93,90.76,31,Nord,prelevement,0
80,170.79,11,16,8.76,1,25,9.63,36.87,81,Ouest,prelevement,1
67,183.84,8,9,7.93,0,29,41.13,76.76,0,Ouest,virement,1
19,147.32,1,1,2.77,6,30,-8.93,69.7,51,Est,virement,0
37,214.58,14,12,4.32,4,2,14.2,50.35,3,Sud,virement,1
58,117.55,0,12,7.33,9,36,-13.09,3.0,26,Ouest,prelevement,0
9,86.48,6,19,8.12,5,40,-5.0,6.09,80,Nord,prelevement,0
6,74.35,113.15,15,1.91,1,20,72.64,54.74,90,Est,carte,1
82,201.77,9,19,6.34,7,23,-15.96,45.01,90,Nord,virement,1
9,189.44,2,10,2.46,9,28,52.66,71.24,47,Nord,prelevement,0
64,142.26,8,4,9.65,10,29,-20.25,60.85,48,Est,virement,1
59,120.98,7,1,9.54,6,20,20.69,63.37,50,Sud,carte,1
82,136.79,12,21,4.52,1,35,50.25,47.22,26,Ouest,prelevement,1
28,103.6,7,18,2.96,1,6,60.89,50.93,85,Est,prelevement,0
58,72.69,5,4,1.83,2,0,14.84,52.84,46,Est,carte,0
81,14.82,0,4,3.59,4,41,-33.66,,97,Sud,prelevement,0
56,68.13,18,21,5.94,6,16,71.0,76.64,84,Est,virement,1
75,43.1,9,15,9.24,10,36,66.6,94.18,77,Ouest,virement,1
42,129.72,5,8,8.71,4,20,66.93,6.14,15,Nord,carte,0
25,192.05,17,10,6.59,0,34,-5.66,27.82,49,Nord,prelevement,1
46,68.28,8,12,7.08,8,24,-25.74,58.23,92,Nord,prelevement,0
87,,4,19,6.54,5,26,-13.29,72.71,61,Nord,carte,1
47,206.43,6,0,5.73,4,2,10.07,70.7,64,Nord,virement,1
55,75.52,3,,4.79,8,24,27.73,14.59,98,Nord,virement,0
70,94.96,7,6,9.79,8,0,-31.07,57.37,89,Sud,prelèvement,1
62,63.37,8,16,8.72,6,4,50.98,63.69,9,Sud,prelevement,0
64,40.53,12,11,8.63,6,23,4.82,50.71,63,Est,carte,1
9,127.33,5,4,3.85,1,34,19.77,20.9,68,Est,carte,0
462.15,109.05,0,18,3.56,4,33,33.99,4.14,17,Nord,virement,1
6,12.48,16,4,3.57,7,44,54.75,95.24,71,Ouest,virement,0
70,150.74,101.65,17,1.14,1,22,-5.7,66.61,20,Ouest,prelevement,1
92,196.52,14,18,4.16,9,18,7.78,42.94,63,Nord,carte,1
2,97.74,17,2,4.86,5,20,7.9,42.9,77,Nord,virement,0
26,86.15,18,7,8.46,4,34,69.12,80.48,61,Nord,prelevement,0
36,213.33,7,21,7.15,5,5,-2.35,56.95,100,Nord,carte,1
5,215.0,5,22,5.28,1,39,-22.05,85.17,42,Nord,virement,0
4,111.01,17,11,9.38,2,11,9.31,25.83,31,Ouest,prelevement,0
83,16.97,6,10,6.43,6,42,11.63,18.41,60,Sud,virement,1
65,167.15,3,8,4.36,2,36,12.41,62.83,94,Ouest,carte,1
10,99.12,13,10,8.24,6,10,25.57,2.9,,Nord,carte,0
25,212.75,16,3,6.74,9,40,47.93,43.15,61,Nord,carte,1
55,151.92,0,15,3.78,6,9,63.9,81.26,50,Est,carte,0
74,109.13,2,21,2.01,0,1,-17.39,29.72,99,Est,virement,1
66,79.65,5,3,9.29,6,12,65.23,29.89,28,Sud,prelevement,0
31,193.5,9,6,8.85,8,3,10.64,59.03,33,Sud,prelevement,0
11,54.34,0,8,5.03,1,40,57.66,50.06,41,Sud,virement,0
66,121.16,10,19,4.17,5,32,4.81,47.51,11,Nord,prelevement,1
23,112.8,10,17,4.98,0,39,36.53,41.55,2,Ouest,prelevement,0
43,119.0,9,2,8.91,9,37,70.77,61.56,53,Ouest,carte,0
45,215.26,15,20,6.17,4,3,34.09,90.19,28,Est,prelèvement,1
9,206.92,9,14,7.09,2,41,23.61,81.75,24,Ouest,virement,0
94,35.26,5,2,8.43,0,13,43.44,52.45,1,Ouest,virement,1
11,52.56,14,2,1.99,8,19,46.2,24.08,86,Sud,prelevement,0
18,199.98,4,14,4.18,2,14,-14.32,34.66,7,Sud,virement,0
84,140.18,1,3,6.13,7,32,-5.21,,9,Est,virement,1
50,24.97,10,8,4.81,2,25,40.71,60.39,57,Est,virement,0
79,125.51,10,15,3.64,7,43,2.48,60.03,48,Nord,prelevement,1
38,182.81,18,4,1.94,4,14,43.07,11.11,100,Ouest,prelèvement,1
30,199.49,11,16,9.84,5,20,35.12,42.97,14,Sud,carte,1
8,183.78,0,1,2.87,2,8,9.13,15.24,27,Nord,prelevement,0
68,168.98,8,2,6.06,5,21,-25.23,82.15,19,Nord,carte,1
39,12.43,12,20,6.84,1,43,11.62,10.19,97,Ouest,virement,0
21,200.57,5,11,3.99,7,2,-1.89,53.28,4,Sud,carte,0
35,215.92,10,22,7.0,7,39,20.56,21.65,49,Est,prelevement,1
84,15.85,5,11,2.95,6,36,44.07,34.08,84,Sud,prelevement,1
71,208.28,8,1,1.51,6,31,11.85,3.68,68,Sud,virement,1
46,53.09,0,5,2.76,9,44,-6.48,72.71,95,Sud,carte,0
32,145.58,17,19,5.54,2,44,-22.82,35.31,36,Sud,virement,1
79,203.03,11,4,7.33,2,9,1.94,49.18,3,Est,carte,1
16,51.41,10,19,7.47,10,27,44.33,72.26,78,Sud,virement,0
2,196.9,13,"2,00",4.65,2,19,-31.15,30.18,90,Nord,prelevement,0
72,209.72,12,3,4.99,10,32,-29.88,89.49,22,Est,prelevement,1
79,114.6,18,1,4.41,4,7,50.22,23.66,86,Est,carte,1
38,142.84,1,13,2.4,8,33,-23.22,58.41,3,Nord,prelevement,0
30,155.16,12,0,1.03,1,27,49.44,73.96,19,Ouest,carte,0
68,144.51,18,22,4.34,9,3,17.71,95.17,88,Est,carte,1
60,50.31,1,18,5.89,5,41,66.36,37.67,24,Sud,carte,0
56,195.07,12,20,9.76,10,7,52.13,21.1,68,Est,virement,1
37,87.92,14,0,4.17,1,37,4.16,43.43,88,Nord,virement,0
27,161.78,8,13,4.36,10,16,58.5,65.09,74,Est,prelevement,0
40,135.52,16,17,7.73,2,31,67.08,47.75,13,Ouest,virement,1
29,26.4,12,8,9.93,0,24,-24.79,95.69,69,Est,carte,0
29,213.76,16,7,4.96,8,10,35.19,76.77,22,Ouest,virement,1
64,43.1,9,15,4.61,5,19,68.32,68.83,25,Sud,carte,0
42,182.52,6,4,2.98,3,8,22.7,81.55,35,Nord,virement,0
46,113.61,18,15,4.65,2,8,-1.83,62.61,96,Sud,carte,1
18,200.15,6,5,8.44,3,20,-23.03,58.09,64,Nord,prelevement,0
83,18.94,16,1,2.86,10,37,28.26,39.04,51,Sud,prelevement,1
35,120.95,18,10,1.19,2,43,-15.01,12.93,92,Nord,carte,0
53,112.27,4,1,4.71,5,28,57.44,49.39,28,Sud,prelevement,0
84,64.17,15,6,9.24,0,11,54.53,25.41,79,Ouest,virement,1
18,102.74,18,NA,1.21,9,25,-26.37,1.68,11,Est,prelevement,0
65,104.08,2,15,7.53,2,41,53.23,69.71,22,Nord,virement,0
25,154.81,18,16,8.05,2,20,62.24,3.62,97,Sud,carte,0
48,134.88,3,8,5.63,1,6,-12.87,35.4,94,Ouest,carte,0
24,63.71,4,20,5.67,3,44,39.17,4.21,28,Nord,virement,0
39,62.35,0,12,5.5,5,34,-8.32,NA,41,Est,prelevement,0
"74,00",156.83,14,2,9.27,1,30,5.59,82.18,84,Est,prelevement,1
57,177.18,5,4,1.47,7,43,69.28,21.06,84,Sud,prelevement,1
16,109.88,7,8,4.17,7,31,-0.78,51.3,75,Nord,virement,0
10,52.82,10,2,8.84,5,34,46.23,43.69,47,Ouest,prelevement,0
33,158.26,16,14,9.04,4,34,-17.09,74.34,99,Est,prelevement,1
21,117.11,12,14,9.94,10,4,70.66,44.14,44,Sud,virement,0
69,124.49,15,6,5.93,6,6,7.23,8.82,13,Ouest,carte,1
23,140.78,13,0,3.89,3,38,29.65,42.84,53,Ouest,virement,0
47,198.85,11,22,3.47,5,36,-32.56,55.17,67,Sud,virement,1
23,93.1,5,8,2.39,10,39,5.9,72.72,23,Est,virement,0
84,60.71,14,2,7.68,3,36,26.45,62.52,97,Est,prelevement,1
70,134.11,17,10,5.65,1,1,67.57,53.33,23,Est,carte,1
41,47.18,1,1,1.91,10,3,2.85,71.8,7,Nord,virement,0
59,159.98,18,7,9.97,6,36,97.85,59.21,64,Nord,carte,1
66,38.16,2,20,7.61,1,8,-17.89,80.77,41,Ouest,carte,0
14,77.05,16,19,5.28,7,11,7.32,57.94,63,Sud,prelevement,0
17,155.92,2,5,1.12,8,19,35.52,,36,Est,virement,0
4,27.39,12,10,7.02,1,29,-21.19,4.14,18,Sud,virement,0
40,42.89,18,7,7.33,7,32,22.43,67.51,65,Sud,carte,0
65,142.63,4,3,8.93,2,10,18.24,64.48,60,Sud,prelevement,1
41,141.07,10,8,3.97,0,31,-14.46,67.68,87,Ouest,prelevement,0
11,185.41,15,10,5.37,0,39,72.3,35.92,70,Ouest,prelevement,0
37,111.36,4,20,1.34,7,18,71.29,63.39,61,Ouest,prelevement,0
57,121.87,14,15,2.63,6,42,4.73,65.83,10,Ouest,prelèvement,1
63,71.14,18,15,4.91,2,19,61.41,90.78,37,Nord,prelevement,1
59,22.9,0,0,9.13,1,6,-24.82,62.68,78,Ouest,prelevement,0
4,199.45,3,6,8.56,11.17,33,48.77,79.8,87,Sud,prelevement,0
64,209.5,18,14,3.6,0,20,12.0,77.86,47,Sud,prelèvement,1
33,34.3,0,11,4.17,0,8,3.92,65.52,50,Est,virement,0
53,36.78,16,19,1.07,7,36,73.54,24.5,48,Nord,carte,0
49,50.48,1,21,5.58,1,3,-13.43,91.93,1,Sud,prelevement,0
69,122.11,16,9,"2,49",8,30,57.72,57.99,10,Est,prelevement,1
34,19.28,16,12,1.94,9,14,"-20,87",78.84,70,Sud,prelevement,0
13,147.06,5,6,1.33,9,11,40.1,40.25,41,Sud,prelevement,0
73,83.83,16,14,34.84,4,4,-32.88,37.94,36,Nord,virement,1
33,43.08,6,3,1.58,0,25,59.2,33.46,5,Est,virement,0
91,217.23,8,0,2.45,10,28,5.96,16.61,21,Nord,virement,1
35,128.23,11,13,7.4,8,35,55.68,77.49,22,Nord,prelevement,0
16,14.77,9,0,8.34,3,15,40.21,27.21,99,Sud,virement,0
43,170.94,0,20,1.54,1,3,16.61,83.5,86,Sud,prelevement,0
4,49.24,5,20,2.2,6,18,24.78,93.76,85,Est,carte,0
89,62.15,7,8,3.96,0,35,26.0,67.52,34,Ouest,prelevement,1
95,208.95,13,2,1.25,2,23,48.55,47.03,8,Sud,prelevement,1
47,23.6,13,21,3.81,1,21,-9.7,86.05,90,Est,virement,0
74,132.0,2,15,3.66,7,29,16.3,20.85,1,Nord,virement,1
7,154.19,16,3,4.43,8,26,-1.88,33.5,19,Est,prelevement,0
93,102.75,8,19,6.16,4,25,9.18,89.14,64,Sud,prelevement,1
54,112.25,17,5,2.9,3,34,64.29,2.54,52,Sud,prelevement,1
44,146.65,8,13,1.35,3,34,40.01,14.39,68,Est,carte,0
41,97.5,18,11,9.2,6,31,63.5,42.55,73,Ouest,carte,1
89,135.0,14,17,4.13,5,36,-14.47,69.48,15,Nord,carte,1
60,133.73,8,3,5.13,7,6,62.44,67.08,83,Ouest,carte,1
37,78.21,18,12,8.93,3,24,-34.8,26.68,43,Nord,carte,0
55,194.49,6,4,1.99,10,19,29.94,44.03,92,Sud,prelevement,1
29,12.05,13,7,4.35,5,43,22.32,75.49,57,Sud,virement,0
41,24.48,17,11,9.8,5,37,51.6,40.36,85,Sud,prelevement,0
18,24.84,6,17,5.97,9,4,-19.27,36.14,5,Ouest,virement,0
90,37.9,3,8,1.83,10,22,-15.11,41.98,89,Ouest,carte,1
37,99.09,15,22,9.99,2,15,53.01,89.1,9,Nord,prelevement,0
24,87.37,1,16,1.31,9,6,42.36,27.8,9,Nord,carte,0
32,90.42,5,9,7.38,10,15,8.33,19.94,87,Sud,virement,0
54,78.56,13,7,6.01,2,"19,00",-4.1,26.99,79,Sud,prelevement,1
25,57.42,3,9,7.48,8,4,33.59,27.13,20,Sud,virement,0
46,21.57,11,12,6.48,10,10,-5.53,,83,Sud,virement,0
8,67.47,1,16,5.0,2,4,59.28,75.02,16,Ouest,virement,0
21,105.24,1,18,6.49,9,27,69.21,8.35,4,Sud,prelevement,0
78,137.86,2,6,5.53,10,23,43.42,22.6,24,Nord,virement,1
24,185.76,6,13,2.9,10,44,21.68,66.73,78,Sud,carte,0
29,31.82,17,22,6.2,0,8,-4.46,49.31,37,Est,prelevement,0
64,130.06,7,16,2.34,10,2,62.36,26.43,41,Ouest,prelevement,1
56,68.15,13,2,1.38,6,28,,11.36,76,Ouest,virement,1
57,107.4,16,19,6.81,0,24,-26.39,11.64,9,Sud,prelevement,1
26,106.64,7,8,6.64,6,9,,27.09,86,Ouest,carte,0
14,176.43,17,3,44.97,8,44,1.48,66.22,75,Est,carte,0
79,109.71,13,13,7.51,3,14,32.26,93.0,59,Est,prelevement,1
82,202.57,1,13,3.06,3,18,39.93,3.21,2,Nord,carte,1
39,28.25,4,14,6.37,1,36,-21.82,30.22,12,Est,virement,0
71,144.0,7,9,2.12,3,14,14.15,14.97,35,Sud,carte,1
16,131.06,11,4,6.17,4,20,44.64,83.06,42,Est,prelevement,0
61,102.06,14,9,8.88,8,1,39.89,17.76,99,Est,virement,1
32,200.55,17,15,4.24,8,37,53.95,18.01,,Sud,carte,1
10,139.53,17,1,2.13,9,24,31.12,71.21,52,Ouest,virement,0
10,122.94,13,9,9.75,7,28,-14.7,18.45,2,Nord,virement,0
45,97.96,18,1,6.62,5,23,0.28,66.17,34,Sud,virement,1
77,161.2,9,13,1.41,1,30,32.97,43.68,16,Nord,prelevement,1
66,98.76,8,0,6.15,8,40,3.45,62.61,51,Nord,virement,1
81,152.09,,5,1.63,7,3,-13.68,29.7,93,Est,prelevement,1
96,197.21,10,4,2.52,5,38,14.7,13.53,51,Nord,carte,1
62,178.21,2,18,6.51,1,2,16.86,56.83,55,Est,virement,1
23,175.19,14,17,4.61,6,35,-0.91,83.21,59,Est,virement,0
55,216.96,7,18,2.19,2,34,73.5,4.13,58,Est,carte,1
19,172.1,7,9,6.66,1,37,15.21,12.53,29,Est,prelevement,0
7,16.05,6,8,5.66,2,4,13.06,57.65,99,Est,virement,0
36,214.81,8,6,8.5,6,8,37.28,38.93,16,,prelevement,1
32,122.79,5,19,8.03,1,26,66.08,12.57,51,Est,prelevement,0
18,99.1,15,2,8.35,9,18,59.06,42.63,37,Sud,prelevement,0
13,175.66,17,13,2.74,1,296.3,-10.72,89.83,28,Sud,carte,0
65,18.78,6,8,1.65,3,37,-24.27,40.49,61,Ouest,virement,0
96,86.31,16,4,1.72,4,1,38.31,88.11,23,Ouest,prelevement,1
70,124.18,7,18,5.45,2,30,7.71,17.27,96,Est,carte,1
12,115.33,15,15,7.1,10,19,65.66,48.99,60,Ouest,prelevement,0
47,25.69,16,3,5.02,3,6,-18.05,30.14,45,Est,carte,0
68,193.56,15,7,1.46,8,20,67.23,79.96,89,Ouest,prelèvement,1
2,115.68,5,1,1.02,4,38,-8.75,92.98,75,Est,prelèvement,0
28,42.56,18,22,1.08,8,20,-9.43,44.4,90,Nord,virement,0
54,42.1,11,6,7.17,7,29,68.9,60.03,44,Est,virement,0
44,52.88,18,13,3.43,6,37,38.61,69.38,55,Est,carte,0
39,116.28,9,19,5.61,1,27,26.77,48.91,39,Sud,virement,0
3,160.26,5,7,9.98,7,32,-31.83,27.9,80,Est,prelevement,0
25,73.7,15,0,5.42,7,6,-12.43,35.57,76,Sud,prelevement,0
67,192.84,15,17,5.7,5,10,418.06,87.48,80,Nord,carte,1
21,97.98,13,2,4.58,9,23,-18.08,29.67,0,Nord,prelevement,0
42,121.39,11,13,4.47,2,34,-18.77,26.61,9,Nord,prelevement,0
95,145.3,12,8,4.49,1,31,21.99,52.18,23,Est,carte,1
94,155.06,0,4,2.78,1,43,49.44,4.6,1,Sud,carte,1
37,218.35,2,14,7.57,2,5,35.19,57.3,34,Est,virement,0
60,75.62,10,1,7.27,8,4,62.45,84.02,66,Nord,carte,1
37,86.34,1,2,4.15,4,,67.95,94.66,6,Sud,prelevement,0
40,193.73,11,6,6.85,9,18,53.36,8.09,52,Ouest,carte,1
63,55.02,18,20,6.59,5,43,49.81,51.37,70,Est,virement,1
43,163.89,17,10,1.2,10,13,46.36,68.99,20,Nord,prelèvement,1
8,19.52,13,17,1.12,2,20,36.65,45.85,14,Sud,virement,0
39,79.16,3,6,4.32,9,38,25.01,83.31,51,Est,virement,0
48,183.53,17,18,7.12,9,1,-22.95,57.71,63,Est,carte,1
79,31.04,8,19,9.12,NA,32,13.57,71.15,54,Sud,prelevement,1
52,19.7,0,2,7.82,2,22,69.61,6.97,58,Nord,prelevement,0
37,157.43,5,2,8.26,4,,67.85,8.05,10,Ouest,prelevement,0
13,116.36,13,22,4.74,10,45,-30.63,74.16,45,Sud,prelevement,0
80,194.87,16,0,1.16,0,21,13.8,76.86,33,Sud,carte,1
27,217.1,15,17,3.77,10,37,19.77,76.17,73,Est,virement,1
,125.92,15,0,2.85,2,27,-8.61,61.7,39,Ouest,carte,1
5,78.66,15,10,2.62,2,11,6.14,41.41,66,Ouest,carte,0
41,137.92,7,1,2.57,2,3,73.78,85.94,66,Nord,virement,0
70,199.97,17,18,3.86,7,43,-3.19,71.89,56,Nord,carte,1
43,195.53,5,12,9.37,1,30,39.51,56.73,78,Ouest,carte,1
41,53.02,9,5,6.87,3,29,23.96,67.14,83,Ouest,prelevement,0
39,215.15,13,15,5.96,5,11,-19.1,95.53,85,Nord,carte,1
25,67.53,4,22,6.15,10,38,-31.68,56.88,63,Ouest,virement,0
9,91.17,10,1,1.85,7,6,-5.54,17.14,57,Nord,prelevement,0
93,193.1,5,2,6.83,7,34,29.15,13.53,76,Nord,prelevement,1
96,100.18,2,16,4.14,10,27,33.89,88.91,52,Sud,virement,1
91,14.11,13,21,7.82,4,41,44.77,21.22,10,Est,prelevement,1
93,46.21,2,7,1.92,2,18,21.63,36.5,73,Sud,virement,1
87,126.17,1,11,1.81,0,36,74.57,53.19,33,Nord,prelevement,1
18,169.87,9,1,4.56,2,0,-14.72,69.17,6,Nord,carte,0
16,136.06,0,0,2.58,2,11,71.85,80.51,30,Sud,carte,0
16,79.46,9,15,5.94,6,35,2.73,29.77,29,Est,carte,0
52,30.03,4,7,6.93,2,35,-27.26,70.48,59,Ouest,carte,0
48,142.25,15,7,2.22,8,13,24.68,34.36,94,Nord,virement,1
4,18.39,8,2,7.3,8,39,-5.77,64.85,100,Sud,virement,0
43,112.31,15,6,5.19,1,26,49.63,27.52,97,Nord,carte,1
41,200.13,13,0,5.33,10,30,22.2,12.29,8,Est,carte,1
42,37.08,7,16,2.03,3,2,27.24,4.42,44,Ouest,carte,0
18,185.07,15,16,9.53,8,44,-9.7,93.39,38,Ouest,virement,0
24,54.01,16,3,3.07,6,6,48.64,95.56,87,Est,carte,0
93,26.76,1,1,7.29,5,9,68.52,82.33,86,Sud,carte,1
94,190.0,8,1,5.39,7,13,16.81,37.19,94,Nord,prelevement,1
39,97.34,14,20,5.16,1,16,31.56,82.39,14,Ouest,virement,0
78,119.52,0,5,1.19,6,44,53.93,92.48,36,Ouest,carte,1
