distance_km,poids_kg,volume_m3,cout_transport,delai_preparation_h,nb_points_passage,score_qualite_route,meteo_risque,promesse_delai_h,jour_semaine,transporteur,priorite,retard
2889.47,20.88,1.83,258.387432,64.3,17,15.37,98.01,146.74,1,T2,standard,0
1642.31,19.78,NA,292.109365,42.66,9,58.86,75.39,224.29,7,T1,express,0
919.34,54.25,1.48,88.452032,69.28,1,21.41,55.04,41.76,4,T3,express,0
604.76,117.32,2.42,276.296411,50.57,8,96.91,49.96,119.32,1,T3,standard,1
2412.96,43.32,3.04,25.654053,36.2,13,86.41,78.32,135.6,7,T2,standard,0
480.71,119.11,2.45,320.051001,52.19,15,82.2,26.18,153.2,5,T1,express,0
1276.82,57.07,0.41,416.283525,4.69,4,23.58,36.47,80.75,5,T2,standard,0
1883.27,58.6,1.9,427.249389,57.69,6,99.87,48.29,13.19,5,T3,standard,0
1453.91,73.23,3.34,376.816111,44.51,11,21.64,91.47,193.13,2,T1,express,0
63.51,86.68,2.25,557.730855,56.41,8,0.12,84.41,131.37,3,T1,standard,0
661.13,111.59,3.43,350.759186,38.63,13,56.54,25.7,97.85,6,T2,express,0
1886.64,85.59,2.21,285.910154,49.82,10,33.38,50.92,40.45,6,T1,express,0
1682.08,4.25,1.93,22.496749,24.7,"1,00",8.63,43.68,7.06,3,T3,express,1
51.0,67.92,2.62,126.009918,21.05,17,18.37,47.38,46.54,4,T2,express,0
1948.81,82.74,1.6,110.995355,38.67,3,30.35,33.7,109.82,3,T3,express,1
520.44,97.21,1.83,0,7.1,13,33.92,57.91,31.52,6,T3,standard,0
2497.59,104.58,0.6,238.189137,53.99,3,71.33,5.82,181.62,1,T2,express,0
503.91,114.82,3.19,343.751113,58.07,12,7.48,22.45,121.93,7,T2,express,0
271.78,64.88,0.22,12.194704,25.5,4,45.35,96.16,23.54,4,T2,express,0
473.67,116.68,3.35,126.033703,26.16,7,5.31,26.06,47.58,5,T1,express,0
665.13,7.4,2.19,160.70169,46.71,8,30.31,95.47,206.26,1,T1,standard,1
664.5,7.98,0.57,235.24164,14.25,13,9.68,57.53,15.21,5,T1,standard,0
914.62,111.98,3.27,218.695486,4.33,8,13.72,34.89,206.38,3,T1,express,0
1105.71,37.4,1.28,387.502924,63.3,5,"18,04",23.55,11.79,6,T1,express,0
3087.75,3.37,1.44,103.240232,59.54,6,66.73,46.82,215.24,7,T2,express,1
2934.0,86.11,0.46,376.34095,25.94,1,31.49,10.44,71.81,5,T3,standard,1
2649.6,1.25,1.06,131.078142,9.97,10,47.81,21.31,39.45,2,T1,express,0
1227.86,55.38,1.99,229.584496,14.41,10,8.3,96.0,226.92,7,T1,standard,0
1392.31,56.05,0.78,252.741648,4.49,12,17.74,16.0,199.59,1,T2,express,0
1808.91,44.15,3.19,176.324173,50.29,8,87.34,56.42,117.21,2,T3,express,1
2700.87,4.45,3.44,22.532429,23.75,6,10.5,6.61,206.01,2,T2,express,0
642.05,58.89,3.34,0,62.58,8,51.18,98.12,180.65,4,T1,standard,0
2560.49,1.95,1.95,6.863537,12.2,10,77.13,71.11,110.19,5,T2,standard,1
1970.45,84.06,2.68,85.773065,41.87,11,62.1,27.27,55.81,7,T1,standard,0
72.67,16.11,1.25,175.674388,3.0,11,27.0,77.3,184.21,5,T2,standard,0
1297.86,73.05,0.43,255.443658,57.47,14,91.99,1.33,95.32,5,T3,express,1
856.69,48.05,1.7,327.092483,58.67,18,28.63,12.65,100.2,5,T3,express,0
526.27,24.03,1.52,313.756435,2.31,7,6.6,62.32,83.75,5,T1,express,0
903.42,95.8,1.18,181.989038,38.7,16,73.53,53.38,204.21,1,T1,express,0
2274.98,82.2,2.97,268.954994,47.7,18,80.19,74.81,108.74,2,T3,express,1
808.29,114.57,1.89,65.487943,19.7,13,12.62,97.31,208.39,4,T3,express,0
1000.34,52.81,0.9,0,51.38,17,94.97,22.52,239.0,6,T3,express,0
2457.31,40.97,2.24,425.480154,71.03,8,97.88,33.14,173.83,5,T3,standard,0
1458.32,21.25,1.38,292.617827,10.03,18,52.47,13.75,171.32,6,T3,standard,0
1712.35,54.51,3.0,375.078154,,3,91.51,94.88,203.49,1,T2,express,1
2530.49,90.9,3.03,129.775953,53.5,10,2.76,31.23,39.0,3,T3,standard,1
2467.17,61.44,1.63,390.728847,25.36,8,84.39,79.38,196.22,7,T2,express,0
1619.73,112.61,2.8,321.036635,17.99,1,61.51,79.24,32.58,6,T3,express,0
3134.05,61.47,2.44,213.07658,12.92,17,15.3,48.33,231.47,2,T1,express,0
1367.93,20.69,1.68,299.877972,66.88,11,77.9,37.32,162.81,6,T2,standard,0
286.05,18.41,0.04,14.170027,48.36,5,85.48,39.34,218.67,2,T2,standard,0
57.37,4.98,1.5,266.409152,24.41,12,36.86,89.24,210.16,7,T3,standard,0
1230.37,12.53,1.47,406.197511,28.58,14,44.56,38.97,180.47,4,T3,standard,0
2765.81,42.04,3.18,238.60102,2.92,3,85.68,47.09,,6,T3,standard,1
1205.33,48.77,1.79,179.030845,60.27,6,14.37,68.69,49.82,5,T2,standard,1
1044.83,40.82,1.8,313.844164,5.97,12,84.86,77.54,183.9,7,T2,express,0
2062.39,98.88,2.23,142.184767,51.26,4,75.8,84.83,53.8,5,T2,express,1
293.35,61.54,0.94,269.029767,69.13,1,96.06,90.18,157.6,1,T2,express,0
200.57,29.27,1.23,191.5709,17.04,4,20.7,85.72,186.68,3,T2,standard,1
389.85,10.43,2.23,86.518468,14.41,5,87.88,90.69,220.16,4,T3,express,0
2799.45,97.58,0.17,398.798474,61.98,4,88.81,72.18,206.41,7,T3,standard,0
36.81,13.38,3.04,100.390577,27.59,18,34.4,90.03,59.67,7,T2,standard,0
3132.72,10.08,3.01,478.049181,47.76,8,18.08,48.03,195.12,6,T2,standard,0
3096.35,50.78,3.33,10.086461,27.69,8,13.04,79.03,176.7,6,T3,standard,1
1132.42,42.78,1.65,0,12.22,13,75.79,21.19,137.25,5,T3,express,0
1883.64,116.63,1.78,164.369677,40.48,15,8.93,43.75,174.42,3,T2,express,1
1125.68,111.83,3.08,20.03026,53.17,4,29.01,43.21,183.77,1,T2,express,1
1144.96,103.1,2.84,150.845431,11.3,18,52.77,47.34,191.6,5,T3,standard,0
2233.77,38.45,2.74,382.885184,50.11,6,49.81,89.36,101.48,6,T3,standard,0
2726.28,75.64,2.28,323.697278,64.24,10,86.25,64.51,120.29,3,T3,standard,1
707.78,70.03,1.38,201.030365,59.86,9,50.6,,165.17,5,T2,standard,1
2854.3,117.78,2.44,46.688277,4.67,13,57.79,58.98,39.9,4,T3,standard,0
3071.07,28.02,0.6,82.059592,5.27,10,71.43,35.08,73.91,7,T3,standard,0
471.91,38.42,0.37,420.797881,15.99,16,98.9,72.92,83.54,1,T2,standard,0
2483.23,115.06,0.93,82.120143,37.52,16,41.41,84.16,121.74,1,T3,express,0
3161.21,32.14,2.95,139.786954,53.41,16,4.86,91.3,133.88,2,T3,express,0
1530.14,30.25,3.28,21.84871,54.75,9,83.79,22.28,98.37,4,T2,express,1
1394.24,17.31,1.54,232.353101,7.88,11,46.82,52.37,238.73,2,T1,express,0
1882.6,68.08,0.25,35.508639,5.76,1,97.97,44.69,181.15,2,T1,express,0
1772.21,24.95,1.24,14.733394,6.59,4,25.25,49.85,143.61,1,T2,standard,1
1114.31,92.57,1.22,107.092182,47.82,10,84.91,57.26,185.3,6,T1,standard,0
1100.02,101.37,1.53,271.257902,20.64,7,71.19,26.85,71.18,1,T2,standard,0
366.03,79.15,0.28,998.055537,31.54,7,35.64,40.62,57.82,3,T3,express,0
1726.1,74.9,1.04,140.448841,68.79,2,38.01,63.07,198.17,6,T1,standard,1
1287.75,51.06,2.24,357.700038,37.27,4,37.02,77.07,101.14,2,T1,standard,0
2721.02,114.29,0.61,373.296736,52.02,16,18.03,87.63,215.26,6,T2,express,0
2139.74,71.3,0.03,61.130819,1.33,15,83.59,94.8,90.92,5,T3,express,0
2051.4,60.56,0.84,266.381052,24.45,13,51.19,47.06,49.01,7,T2,express,1
936.79,107.91,0.79,177.03258,36.3,5,23.55,6.81,12.99,4,T3,standard,0
2824.38,53.85,0.17,398.700045,60.65,12,86.98,43.37,219.58,7,T3,standard,0
989.81,95.33,1.22,308.614428,54.91,14,14.67,25.27,72.61,6,T1,express,0
712.73,52.57,3.22,284.698638,63.19,11,42.46,74.17,217.7,5,T3,express,1
105.21,42.19,0.58,325.587849,43.78,18,28.38,27.89,129.75,5,T2,standard,1
2807.25,10.14,0.36,61.510124,26.87,13,43.89,68.31,43.94,1,T2,express,0
3052.49,14.22,0.82,0,22.2,1,26.34,91.56,160.32,1,T2,standard,0
2581.32,17.15,0.99,437.553506,18.76,13,91.41,16.95,229.05,1,T3,standard,0
2336.3,92.63,0.03,249.762473,35.6,13,77.77,92.11,106.94,7,T2,standard,0
862.59,96.96,1.46,472.834119,15.38,4,43.99,74.24,28.05,1,,standard,0
2431.3,58.14,1.87,102.228771,65.79,12,92.2,12.13,155.23,5,T3,express,0
569.38,7.79,3.28,240.516817,6.44,13,52.77,27.81,216.37,4,T3,standard,0
635.23,23.01,2.89,405.007776,26.32,15,44.18,7.13,20.12,5,T1,express,0
1415.17,72.17,3.26,440.31642,55.35,7,58.64,71.39,73.43,4,T2,express,0
2560.33,65.2,3.25,354.271653,22.82,14,68.71,4.68,83.27,6,T1,express,0
792.52,102.97,1.25,514.126983,22.37,4,95.26,96.72,86.03,6,T3,standard,0
1017.99,79.81,3.04,78.774461,63.74,14,57.68,0.99,163.49,6,T3,express,1
416.45,85.42,0.24,186.212009,13.01,7,85.73,9.0,137.58,6,T1,express,1
671.86,65.22,2.25,259.349213,2.86,6,57.84,38.87,,3,T2,express,0
1122.06,110.25,0.05,140.244862,31.91,13,45.32,35.03,233.83,1,T2,express,0
2724.43,60.1,2.63,291.286138,9.74,11,91.78,64.12,25.06,7,T1,express,0
864.44,30.0,2.3,287.176768,5.98,7,68.5,29.11,115.33,7,T2,express,0
2081.61,97.76,1.42,104.052358,21.31,4,61.13,20.14,49.56,2,T2,express,0
3151.39,48.93,0.62,378.274883,57.31,3,81.53,72.97,99.26,7,T3,express,1
2084.17,4.42,3.49,292.234164,67.46,6,15.36,73.47,115.52,2,T1,standard,0
1653.9,30.44,0.69,0,33.27,"6,00",81.0,31.73,64.4,4,T1,standard,1
2238.55,85.22,0.84,165.020019,26.14,11,15.45,35.98,7.33,6,T1,express,0
556.16,0.83,3.39,46.920988,23.11,7,67.69,74.56,87.0,3,T2,express,0
1131.67,95.77,3.2,398.304707,54.13,12,46.72,44.01,139.08,1,T2,standard,0
556.86,56.5,1.93,372.999176,60.92,4,41.54,94.16,110.77,7,T3,standard,0
2330.68,16.72,0.21,146.464811,64.79,5,43.66,10.96,218.11,1,T3,standard,1
1746.59,70.45,0.13,450.339777,35.85,1,80.78,62.53,97.92,5,T3,standard,1
631.39,20.76,0.37,185.928421,122.33,2,8.28,81.74,41.49,4,T1,standard,1
2400.78,31.96,0.96,364.998583,10.49,3,82.67,78.69,63.44,2,T1,standard,0
715.2,119.38,2.53,157.147609,34.87,3,68.72,91.49,232.11,7,T1,express,0
482.5,50.31,1.5,315.182376,51.06,18,75.22,36.81,104.24,1,T3,express,1
2815.56,33.62,1.61,156.43475,66.8,14,48.61,92.89,106.44,1,T2,express,0
2584.19,57.59,0.96,149.573499,44.47,14,80.63,"90,64",111.6,1,T2,express,0
1368.88,86.85,0.14,0,25.9,6,13.71,95.63,204.17,1,T3,express,0
1071.95,23.32,3.35,268.471722,19.12,8,15.11,72.81,230.99,2,T1,express,0
596.46,119.63,1.43,209.327945,41.39,2,39.29,42.73,204.44,4,T2,express,1
2495.54,61.36,2.39,61.599416,34.05,10,7.57,25.02,146.13,3,T3,,0
432.86,116.17,1.91,31.180425,6.2,15,79.62,61.74,38.37,4,T2,express,1
2228.92,38.95,1.31,282.006889,29.71,11,26.21,21.54,122.73,2,T2,express,0
1226.15,102.21,2.61,309.824391,16.65,10,34.35,64.78,51.13,1,T1,express,0
2997.68,10.53,0.25,365.764308,13.03,12,10.96,52.88,66.51,7,T2,express,1
566.86,26.74,2.33,223.312573,69.47,11,81.64,41.08,52.85,4,T3,standard,0
2701.35,28.12,0.54,105.947182,40.99,18,53.73,80.29,74.67,4,T3,standard,0
2922.88,82.73,2.04,404.737451,45.89,13,93.97,41.25,106.64,7,T3,express,1
1900.39,46.1,2.94,374.957232,49.24,15,76.4,51.38,210.54,5,T3,express,1
485.16,118.98,2.63,300.894465,71.61,9,30.06,52.06,6.38,7,T3,standard,0
575.96,107.14,0.33,397.564104,1.88,2,39.36,26.58,78.68,6,T3,express,0
162.48,83.25,1.95,279.156198,69.16,5,26.89,21.29,56.22,3,T3,standard,0
2016.19,107.35,3.38,217.214419,13.08,3,12.4,92.2,159.53,3,T3,standard,0
2786.05,118.42,1.26,207.348346,52.47,12,98.96,21.29,103.51,1,T1,express,0
2062.41,19.29,1.88,290.15423,35.17,11,67.88,428.02,145.22,4,T2,standard,0
1057.05,22.68,0.95,349.002982,13.78,6,69.26,40.52,202.4,4,T3,standard,0
1295.9,35.89,0.76,363.884855,25.08,10,77.76,39.57,154.81,,T3,express,0
1313.09,67.09,1.37,175.603615,6.15,8,3.94,96.61,83.81,2,T2,standard,0
230.85,96.12,0.7,107.383847,6.42,5,,66.0,56.61,2,T2,express,0
927.11,87.47,1.61,342.625738,62.59,14,96.59,62.2,24.24,1,T1,standard,0
1587.82,87.5,1.11,49.10149,42.99,1,44.79,23.69,226.93,2,T1,standard,0
399.74,81.7,2.17,354.108204,39.36,4,38.91,89.32,99.7,3,T2,standard,1
645.9,5.94,1.02,79.082323,3.6,16,"64,71",13.14,233.51,4,T3,standard,0
677.05,72.7,0.46,375.266618,56.43,13,29.92,53.85,150.38,3,T3,standard,0
3093.63,17.39,1.01,152.138447,60.39,11,73.04,68.98,27.61,1,T2,express,1
3179.28,106.19,2.07,70.03984,38.02,3,65.65,18.8,107.89,3,T1,express,1
1003.29,6.3,2.3,274.24012,70.55,18,38.97,61.93,78.33,2,T3,express,0
880.1,108.81,3.22,138.361036,37.97,8,10.54,51.97,175.54,3,T3,express,1
392.28,106.42,3.2,283.296639,66.69,4,99.26,80.02,90.83,6,T1,express,0
1835.06,84.68,1.44,251.173376,6.18,16,78.91,20.1,155.9,7,T3,standard,0
3104.42,9.8,2.61,445.37386,14.31,15,0.18,56.19,109.42,6,T1,express,0
2509.76,82.6,1.12,191.954566,64.06,10,29.14,74.85,24.81,5,T3,express,1
718.34,119.84,0.0,200.951523,8.57,4,98.17,58.54,209.2,7,T1,standard,0
,47.84,0.67,55.776588,58.17,5,17.66,95.99,176.19,5,T3,express,0
1853.52,90.41,2.5,136.847997,42.23,9,89.12,72.7,107.47,3,T2,express,1
,53.4,2.96,332.172625,28.06,11,16.05,78.83,216.23,2,T2,express,0
40.64,35.5,3.32,362.48091,23.77,10,65.07,26.19,227.04,3,T3,standard,0
1806.0,25.77,0.42,49.433607,49.83,8,28.39,37.84,200.88,2,T2,express,0
921.7,32.8,0.9,197.248999,46.58,16,88.62,37.47,138.8,1,T1,standard,0
1354.48,42.48,3.46,442.700988,45.02,16,230.39,76.16,93.96,5,T2,express,0
2831.37,118.68,0.08,238.190751,58.91,10,61.92,55.48,75.67,5,T3,express,0
317.23,22.77,0.79,172.838834,43.93,1,59.58,73.1,95.92,7,T3,standard,1
1643.29,99.89,0.86,279.166409,62.4,17,68.51,46.49,105.69,7,T3,standard,1
2746.42,42.81,3.07,309.842325,"37,44",18,84.08,41.62,19.81,4,T1,express,1
2207.61,104.96,3.14,163.692285,37.86,18,97.08,63.74,236.56,4,T3,express,0
1000.83,36.89,2.78,225.326499,70.06,14,83.15,74.54,56.65,1,T1,express,0
2153.93,115.65,2.47,380.298899,,9,47.74,32.23,197.31,3,T3,standard,0
1169.32,110.88,1.39,411.628749,1.1,15,78.68,6.75,39.94,7,T3,express,0
1512.79,72.58,2.35,268.912163,65.05,5,"22,06",39.06,32.6,5,T2,express,0
1195.52,84.08,2.8,130.965296,71.06,16,31.46,85.85,134.97,1,T3,express,0
3031.23,74.07,1.71,22.343143,33.61,10,93.98,75.5,13.51,2,T2,express,0
400.21,72.24,15.58,11.27682,12.28,4,1.3,86.95,186.04,7,T3,express,0
333.78,33.57,0.49,6.072659,3.45,13,9.35,42.74,26.78,5,T3,express,0
1071.33,84.51,2.07,86.113664,70.84,16,37.92,16.64,58.49,7,T1,express,0
1602.2,100.81,0.19,385.501591,47.29,2,47.16,25.06,117.4,4,T2,express,0
183.4,77.14,1.12,311.541652,28.75,7,19.15,29.09,157.32,2,T3,standard,0
2626.49,77.99,0.92,282.515195,44.97,16,66.47,13.29,47.9,4,T3,express,0
2470.34,72.4,0.11,165.259128,20.69,10,6.83,32.51,87.92,6,T1,express,0
2500.2,68.78,,158.50101,10.99,1,90.95,12.3,213.19,7,T1,standard,1
1838.75,47.14,3.04,211.312361,46.41,16,58.41,3.12,14.08,3,T3,standard,0
1948.7,80.96,0.96,389.905328,25.57,12,77.02,98.33,158.17,2,T2,express,0
1382.67,24.6,1.1,247.336244,48.95,8,,25.46,82.45,3,T1,express,0
929.72,114.05,2.26,254.353906,31.04,12,8.57,48.17,185.46,1,T3,standard,0
3065.21,92.65,1.84,104.0279,33.22,13,58.36,73.75,11.69,7,T2,express,0
692.63,56.34,2.95,173.837835,12.1,14,46.86,56.72,47.21,4,T3,express,0
676.81,34.23,1.78,308.033875,51.58,4,73.37,98.81,171.79,6,T3,express,0
2753.31,33.52,2.44,174.332848,28.43,1,34.43,91.93,215.89,7,T2,standard,0
3134.82,58.37,1.07,0,5.3,11,93.06,44.66,65.19,1,T2,standard,1
NA,107.76,1.73,201.283046,52.29,15,8.47,62.24,233.45,5,T2,standard,1
2872.11,19.27,1.11,138.897081,22.54,2,99.2,3.67,62.92,3,T1,express,0
2822.9,100.87,3.5,194.948661,44.14,9,0.99,37.56,232.26,1,T1,express,0
1167.6,44.16,2.32,371.558119,47.36,9,47.19,74.38,77.72,6,T1,standard,0
1329.48,96.71,3.49,331.83757,1.24,11,63.56,50.86,94.2,3,T3,standard,0
3154.41,52.08,1.32,361.682358,71.48,3,NA,81.45,168.89,1,T2,express,1
2019.62,115.38,2.69,190.468647,65.55,12,22.47,80.82,79.84,7,T2,express,0
1872.35,68.66,0.88,101.413758,23.73,4,26.65,63.44,202.49,3,T3,standard,0
1915.81,52.71,1.82,182.31963,10.38,13,5.82,50.08,228.16,2,T2,express,0
3151.22,5.61,2.0,114.606569,13.48,13,60.18,98.68,166.76,7,T2,standard,1
1413.85,58.08,2.76,171.479415,33.05,11,55.8,74.99,161.33,5,T3,express,1
1157.02,104.33,1.71,182.051976,40.79,3,18.09,81.21,141.82,5,T1,standard,1
1717.0,47.41,0.99,381.047736,64.44,13,38.24,93.36,93.54,7,T3,standard,1
2007.3,72.12,1.73,390.378487,66.08,11,73.57,20.66,116.24,6,T2,standard,0
802.87,12.31,1.44,134.946569,11.39,13,69.99,76.41,121.74,4,T1,express,1
480.57,79.22,0.74,100.704614,54.46,13,50.74,85.24,147.27,6,T3,express,0
2156.31,104.59,1.47,109.006992,34.87,17,60.95,52.77,88.09,5,T3,express,0
2160.32,9.91,2.0,351.039229,37.78,16,41.67,30.49,58.29,5,T2,express,0
2690.09,4.59,0.89,311.482898,44.67,10,94.43,82.53,156.53,1,T2,express,1
2213.14,81.5,1.1,366.043097,46.29,7,72.66,,43.66,1,T1,express,1
2851.73,21.77,0.8,153.357258,48.18,11,54.62,83.45,138.8,3,T2,express,1
2089.48,38.86,2.1,92.483222,33.39,16,83.27,72.39,111.5,5,T3,standard,0
2364.17,111.78,3.2,6.587177,2.86,6,1.79,81.72,202.06,19.51,T2,express,0
449.4,110.85,2.84,65.328,69.06,13,95.62,0.55,237.62,6,T1,express,0
3007.08,112.26,0.13,122.202668,40.0,10,19.19,24.99,204.62,7,T1,standard,0
203.15,20.75,1.23,65.964875,50.77,16,4.07,40.71,202.63,4,T3,express,0
1354.34,35.33,0.47,340.855946,56.96,13,1.72,34.97,237.96,2,T2,standard,0
2068.52,83.1,0.05,382.784271,26.05,1,18.03,77.57,98.84,5,T1,express,0
473.87,34.46,3.37,148.397539,7.77,7,16.76,43.21,236.59,1,T2,standard,0
2958.68,98.96,3.1,314.742396,53.92,9,57.35,72.33,181.47,4,T1,standard,0
1035.65,30.24,2.89,77.258076,32.45,18,85.17,11.58,107.31,5,T2,standard,0
1974.94,38.38,2.39,277.939957,53.05,6,62.8,13.42,45.91,1,T2,standard,0
1732.38,16.33,1.18,52.701859,20.78,10,50.34,73.63,175.06,5,T3,express,1
802.02,49.45,0.33,313.358557,37.03,10,8.08,56.01,179.74,2,T1,standard,0
576.48,88.06,0.66,190.851219,65.99,"15,00",91.79,38.43,128.24,5,T3,standard,1
205.76,113.02,3.37,271.240988,45.01,3,81.67,6.75,127.15,2,T1,express,0
3049.46,53.4,1.27,91.311777,25.4,13,80.41,64.93,201.4,7,T2,express,0
3031.15,59.11,0.62,397.175968,6.96,7,57.68,92.67,23.94,7,T3,express,0
35.04,30.03,2.91,251.651848,56.99,3,89.89,6.63,123.05,7,T2,standard,1
1198.17,94.66,2.18,154.522656,16.8,14,39.55,50.49,121.92,6,T2,express,0
3145.17,0.25,1.38,198.753772,60.17,12,59.49,11.12,116.29,4,T3,express,0
1756.48,93.63,3.33,292.864923,8.23,9,83.59,10.55,34.13,3,T3,standard,1
2042.92,44.74,2.72,201.675632,39.38,1,83.73,9.51,80.38,3,T3,standard,0
2405.45,67.49,1.44,22.558741,59.18,6,92.1,32.39,83.33,2,T3,standard,0
2343.72,94.94,1.88,148.766665,52.31,16,79.32,28.42,158.84,6,T1,express,0
1763.51,92.66,2.71,90.71264,12.66,8,32.88,24.84,152.54,7,T1,standard,0
1031.1,40.28,0.91,99.7889,36.11,15,14.91,65.31,40.2,4,T2,express,0
1528.72,46.64,0.02,301.312153,19.47,9,90.82,28.5,24.34,1,T2,express,0
788.62,114.92,2.74,213.944822,46.57,15,60.88,12.14,175.86,7,T3,express,0
1048.02,72.26,1.81,185.806597,27.74,6,37.16,83.19,146.6,3,T3,standard,0
245.26,37.64,2.78,527.402072,17.67,17,57.54,67.81,59.24,7,T3,express,0
1872.73,71.01,3.43,124.239235,16.39,17,31.6,32.7,186.12,1,T2,standard,0
1509.46,50.2,3.18,219.458891,54.71,11,32.01,49.4,209.28,7,,standard,1
2560.14,0.84,1.73,250.189535,40.75,10,44.86,36.39,106.93,3,T3,standard,1
161.93,77.83,0.18,153.793443,53.7,3,98.32,95.92,79.51,4,T2,express,0
994.74,46.89,0.97,0,18.61,13,52.25,,150.75,3,T2,express,0
772.93,73.85,3.39,161.285015,38.65,18,21.72,75.03,175.85,3,T2,express,0
191.37,108.86,2.56,358.687866,12.88,6,16.27,97.53,15.09,3,T3,express,0
2434.02,24.7,2.03,813.562656,16.69,3,75.91,38.45,92.43,1,T1,express,0
2495.34,118.76,1.56,262.148269,16.14,10,80.31,50.02,136.94,6,T3,express,0
1770.93,101.64,0.41,122.00653,65.96,5,83.06,40.79,106.13,6,T1,express,1
2864.81,36.92,2.37,36.798125,37.62,17,89.97,89.17,211.07,2,T1,express,0
248.8,107.28,1.59,349.35247,10.55,11,83.83,86.2,196.69,4,T3,standard,0
683.27,0.96,2.63,184.290084,62.02,14,4.18,56.72,133.3,3,,standard,0
2298.16,8.9,2.58,438.612355,48.69,16,81.78,20.81,228.19,1,T2,express,0
416.92,73.94,1.03,291.127163,31.8,1,80.02,13.86,226.14,4,T3,express,0
2824.77,95.68,3.33,374.422455,19.66,12,68.64,44.37,55.93,3,T2,express,0
2268.51,35.04,21.56,69.120363,66.07,9,28.65,8.38,21.39,2,T1,standard,1
970.55,50.84,0.74,190.975038,70.18,18,20.41,44.26,118.68,1,T2,express,0
1898.69,34.39,2.06,213.619177,16.16,10,5.63,53.54,188.35,4,T2,standard,1
1265.82,41.26,0.17,379.224059,68.17,16,11.0,33.52,233.42,2,T1,express,0
974.32,117.26,0.39,232.951607,44.11,18.23,41.88,83.85,146.44,2,T1,express,1
3110.66,58.41,0.51,306.507943,30.82,15,79.11,15.75,22.5,7,T1,express,1
1361.65,10.43,2.96,168.013913,55.75,4,40.88,0.55,12.3,7,T2,standard,0
587.99,102.28,0.51,471.749802,5.85,15,58.51,75.63,83.68,7,T1,express,0
2918.05,21.94,2.1,266.251545,42.59,13,6.98,67.79,84.98,5,T2,express,1
2393.62,96.65,2.78,472.67092,22.14,1,90.08,10.46,141.15,2,T3,standard,1
1419.64,119.46,2.57,249.92691,5.93,18,54.31,46.06,37.36,1,T1,express,1
2948.82,70.38,2.57,46.841859,47.37,7,48.51,13.12,65.55,4,T3,express,0
106.61,97.62,3.16,282.629077,44.1,11,26.5,53.88,176.25,1,T2,standard,0
292.18,16.81,3.18,141.568351,37.57,11,17.1,22.23,155.15,7,T3,standard,0
2757.85,89.86,1.51,160.83959,34.85,2,59.87,9.52,170.19,7,T2,express,0
89.51,20.39,2.7,386.369484,51.11,3,26.63,72.78,52.36,3,T1,standard,0
1858.42,92.57,0.87,70.678939,20.76,11,91.76,22.24,239.33,4,T3,standard,1
1017.36,88.51,3.5,465.479511,50.58,13,42.73,78.06,160.51,NA,T1,express,0
404.07,87.91,0.3,72.09931,58.42,18,66.42,63.32,86.46,6,T2,express,0
2593.3,74.17,2.09,295.649339,7.35,11,27.49,91.46,207.04,2,T2,express,0
1984.9,81.63,1.04,270.531563,17.87,4,2.36,5.11,113.4,3,T2,express,0
376.46,80.73,1.61,134.748558,28.19,2,70.23,0.02,78.86,6,T1,express,1
849.37,34.94,0.38,88.944604,51.63,15,48.87,61.21,124.77,4,T1,standard,0
2868.1,31.78,2.49,318.873513,49.76,3,55.0,42.8,76.0,4,T1,standard,0
594.01,57.55,1.24,409.996591,17.89,3,66.63,94.57,50.96,5,T1,express,0
2506.53,16.14,0.97,0,13.8,2,56.02,89.66,202.8,1,T3,standard,0
1173.57,37.02,1.06,128.832949,2.08,17,13.92,27.18,238.71,2,T3,standard,0
2559.54,93.05,2.15,295.611347,23.12,10,85.96,3.47,86.71,2,T2,express,0
1246.29,58.53,0.41,160.305117,56.12,18,87.25,96.24,130.11,4,T2,standard,1
749.86,41.47,0.69,122.168367,2.57,9,30.52,70.49,169.71,4,T1,express,0
273.18,83.83,0.68,287.02423,20.61,15,19.04,20.01,204.49,2,T3,express,0
1162.85,97.55,2.78,317.805858,15.43,17,1.72,23.53,130.75,1,T3,express,0
631.29,17.14,3.03,198.155862,25.28,7,67.66,32.48,175.28,1,T1,express,0
591.73,18.29,3.49,341.229275,58.83,14,18.95,95.24,90.45,4,T2,express,0
,78.89,0.66,246.79478,46.63,9,7.58,24.12,52.68,2,T1,express,0
2381.4,98.61,0.58,141.507537,36.5,16,65.22,56.53,117.63,3,T3,express,0
1233.71,67.14,1.26,235.176087,37.72,3,82.88,93.53,63.63,1,T3,standard,0
2002.08,8.46,0.92,205.422373,47.0,7,24.9,71.21,121.62,4,T1,standard,1
2511.22,21.28,0.63,97.319264,37.0,3,55.85,69.7,216.93,1,T1,express,0
2347.04,111.01,1.99,309.205771,11.67,14,88.08,3.37,223.85,7,T1,express,1
60.04,10.38,0.05,110.130137,26.75,8,49.73,36.94,226.7,5,T1,express,0
374.9,46.1,0.14,207.034646,4.96,1,33.62,4.34,111.43,7,T1,express,1
1790.59,102.44,2.77,87.600011,64.55,8,56.85,95.24,10.0,3,T1,express,0
2253.54,42.85,2.05,535.179857,65.94,16,55.03,46.86,106.71,2,T1,standard,1
16191.72,79.88,3.16,106.516582,55.17,16,93.34,29.79,32.16,6,T2,standard,1
2192.69,21.34,3.41,329.300628,11.13,13,39.41,91.08,129.42,1,T2,standard,0
