anciennete_mois,facture_moyenne,nb_reclamations_12m,nb_appels_support_3m,satisfaction,nb_options,freq_portail_mois,variation_facture_3m,delai_resolution_incident_h,score_fidelite,region,mode_paiement,churn
12,159.32,18,13,9.8,9,3,55.99,85.63,9,Sud,virement,0
24,133.52,10,16,4.19,0,11,74.19,3.92,42,Sud,virement,0
78,14.51,6,13,9.31,3,1,-13.33,3.93,41,NA,virement,0
33,32.8,18,22,8.11,7,42,-10.3,70.6,48,Est,prelevement,0
45,54.11,13,14,1.71,9,5,56.05,86.91,36,Nord,prelevement,0
92,79.09,13,21,2.35,5,32,68.44,20.3,53,Sud,virement,1
67,93.8,8,20,3.75,1,20,12.85,82.56,,Est,prelevement,1
85,82.21,18,19,5.07,1,8,-5.88,28.73,38,Nord,prelevement,1
586.18,190.06,6,0,4.09,2,20,59.86,76.19,36,Ouest,virement,1
17,59.55,1,15,2.21,10,17,-4.55,20.87,23,Nord,virement,0
35,216.34,12,2,8.6,10,27,47.16,86.78,32,Sud,prelevement,1
24,208.09,2,5,7.25,6,43,63.71,95.72,77,Ouest,carte,0
14,58.77,10,11,7.63,7,39,-11.41,90.72,70,Sud,prelevement,0
41,200.83,7,7,4.14,9,32,-8.15,4.84,97,Est,carte,1
59,89.37,13,14,7.57,8,25,49.51,83.3,67,Ouest,prelevement,1
29,177.98,9,56.13,8.92,7,38,0.4,46.39,90,Ouest,prelevement,0
65,113.33,10,19,3.85,6,9,72.5,52.8,40,Sud,prelevement,1
69,143.96,10,10,8.05,9,35,-28.07,76.9,26,Est,prelevement,1
18,111.84,3,22,9.17,3,30,-4.81,78.0,83,Est,prelevement,0
,131.59,6,2,9.26,6,35,2.19,36.82,89,Nord,virement,1
93,21.25,12,22,1.62,7,14,28.2,68.38,47,Est,carte,1
46,208.87,18,15,7.21,5,35,32.3,44.97,42,Nord,virement,1
17,77.57,11,3,1.32,10,20,-27.37,5.55,71,Ouest,carte,0
65,77.49,1,0,7.62,5,20,-8.12,32.82,96,Sud,prelevement,0
72,116.23,0,8,7.27,3,9,-22.67,51.66,21,Nord,prelevement,1
42,42.62,4,17,7.14,3,22,-15.56,51.6,1,Ouest,carte,0
22,82.57,15,19,2.87,7,42,19.7,40.01,69,Nord,carte,0
59,54.88,0,9,6.87,8,26,26.82,44.74,9,Est,carte,0
92,165.51,6,22,5.92,4,38,34.98,27.45,12,Ouest,prelevement,1
90,205.53,2,11,3.28,4,4,44.63,80.73,30,Nord,prelevement,1
96,13.29,6,9,7.08,4,24,49.06,3.26,67,Nord,prelevement,1
64,177.0,11,20,2.56,5,44,71.64,91.55,94,Ouest,prelevement,1
22,123.88,7,,3.07,3,32,3.56,95.23,11,Ouest,virement,0
86,171.73,0,0,8.05,5,34,27.01,46.78,97,Sud,virement,1
53,69.59,12,14,6.35,2,33,50.45,37.44,2,Est,prelevement,0
64,145.06,8,2,4.44,4,36,53.35,34.87,24,Ouest,virement,1
82,187.64,8,0,1.47,3,24,62.11,64.96,86,Est,virement,1
49,83.73,16,18,4.35,10,24,-12.82,65.51,38,Nord,carte,1
88,98.22,2,19,4.2,10,24,-30.75,59.49,78,Sud,carte,1
57,57.8,14,15,6.07,2,7,57.79,92.28,47,Ouest,virement,1
63,117.6,2,1,3.28,7,42,-3.26,13.88,86,Sud,prelevement,1
44,13.44,14,21,6.6,3,20,85.15,19.11,44,Nord,prelèvement,0
23,198.24,12,21,5.39,3,6,-19.93,14.22,27,Sud,carte,0
45,22.8,16,22,8.53,10,33,-0.48,81.37,98,Sud,virement,0
37,179.58,16,11,8.72,8,26,56.87,15.21,83,Sud,prelevement,1
50,158.09,10,21,9.81,5,41,0.96,73.86,40,Sud,virement,1
46,84.44,3,12,3.15,6,6,72.27,63.72,34,Est,prelevement,0
22,156.96,11,21,9.01,4,45,-16.58,73.95,5,Nord,prelevement,0
38,219.31,18,2,8.17,4,33,-17.47,79.17,9,Ouest,prelevement,1
24,77.99,5,18,9.97,1,0,32.81,10.01,45,,prelevement,0
55,136.98,7,16,4.18,9,34,-22.78,9.16,12,Sud,carte,1
24,146.03,1,19,1.65,5,19,59.63,33.17,41,Sud,virement,0
68,66.27,4,5,6.67,10,30,57.92,19.25,96,Sud,virement,0
28,83.89,16,14,8.98,0,23,60.11,12.82,43,Ouest,prelevement,0
63,16.34,15,8,9.84,4,35.6,41.01,12.24,21,Sud,carte,1
19,82.6,16,16,5.41,2,12,50.57,18.13,6,Sud,prelevement,0
84,91.17,18,5,8.9,1,13,15.02,48.29,1,Sud,carte,1
48,137.84,8,22,9.19,9,2,-6.36,"90,79",31,Sud,prelevement,1
72,219.33,13,15,7.37,9,10,57.29,3.71,6,Est,virement,1
64,122.77,11,0,5.8,6,30,-8.57,82.66,90,Sud,virement,1
75,59.14,18,6,7.38,8,31,-1.66,71.22,31,Est,carte,1
32,18.85,18,8,7.49,10,26,-22.04,25.47,48,Sud,carte,0
58,53.23,16,11,4.12,10,8,-11.85,5.09,54,Sud,virement,1
40,64.44,4,15,4.08,5,30,34.97,54.27,47,Nord,virement,0
64,23.25,15,20,9.15,3,33,58.82,73.63,16,Nord,prelevement,1
39,23.15,7,15,3.91,5,45,-6.47,76.75,68,Est,prelevement,0
50,200.39,0,17,4.46,8,20,-30.38,3.1,12,Sud,virement,1
82,187.84,3,4,6.18,8,28,43.17,34.13,89,,virement,1
79,83.6,7,18,9.8,4,20,5.15,15.62,11,Est,prelevement,1
62,150.48,16,10,4.56,1,42,57.33,89.74,46,Nord,virement,1
25,120.69,14,1,7.01,3,36,13.03,85.56,52,Est,virement,0
83,14.41,2,18,7.76,1,33,37.26,80.52,28,Est,prelevement,0
64,42.81,1,4,6.88,10,40,-21.87,59.32,33,Est,prelevement,0
,122.26,14,5,1.64,3,33,42.41,36.01,68,Nord,virement,1
23,135.24,1,10,4.92,3,42,14.65,16.67,8,Nord,prelevement,0
71,121.75,14,16,6.71,2,23,-26.61,17.5,74,Sud,carte,1
89,15.12,7,5,6.09,8,22,62.16,64.86,96,Nord,carte,1
72,77.92,12,7,9.34,6,23,-34.36,47.5,51,Nord,virement,1
52,114.33,13,16,4.57,2,29,58.19,37.14,23,,carte,1
96,197.64,7,22,6.56,3,4,33.01,25.17,32,Ouest,virement,1
38,192.97,0,14,9.06,5,20,28.05,54.3,85,Est,virement,0
66,201.63,17,18,5.0,8,45,53.92,16.77,75,Sud,prelevement,1
71,167.84,10,10,4.12,0,0,48.34,73.52,21,Est,prelevement,1
13,100.09,12,8,3.12,8,13,63.56,77.79,18,Sud,prelèvement,0
23,95.32,7,11,5.54,6,25,-29.56,52.46,3,Sud,carte,0
37,76.13,9,0,5.87,4,,26.95,15.08,34,Nord,virement,0
15,123.81,0,8,6.07,1,27,-33.59,87.53,74,Sud,prelevement,0
93,182.79,13,17,3.02,0,42,17.52,19.27,64,Nord,prelevement,1
18,49.3,6,1,6.42,,20,63.04,62.17,12,Sud,virement,0
37,50.06,9,17,2.63,3,0,4.96,84.8,95,Nord,carte,0
86,153.97,5,7,5.06,3,32,64.41,49.65,84,Nord,virement,1
52,65.99,6,0,5.43,5,26,54.44,95.11,38,Sud,carte,0
58,202.78,18,6,3.84,7,18,24.01,69.34,96,Sud,prelevement,1
49,171.91,17,16,3.16,4,31,19.42,14.09,44,Sud,carte,1
35,88.77,14,12,8.63,7,41,-11.57,26.91,51,Est,carte,0
86,133.45,17,16,7.77,8,26,-29.46,62.8,62,Est,prelevement,1
59,218.67,3,13,5.86,10,21,-32.16,23.1,61,Est,carte,1
86,176.51,7,17,4.93,3,45,32.91,81.75,19,Ouest,virement,1
15,151.55,3,11,3.61,2,35,-5.11,42.85,55,Nord,prelevement,0
6,70.55,14,4,2.79,3,12,-13.17,23.41,72,Nord,carte,0
20,163.66,7,19,,6,45,47.36,60.26,65,Est,prelevement,0
33,22.55,13,10,9.63,2,14,-23.12,32.52,44,Ouest,virement,0
14,204.1,14,13,9.96,2,3,-34.5,22.93,30,Ouest,prelevement,0
4,47.37,2,2,3.44,3,14,8.83,12.55,56,Ouest,prelevement,0
80,58.72,NA,11,8.64,0,11,8.55,77.21,63,Nord,carte,1
82,73.14,5,20,7.63,8,36,4.47,92.68,16,Nord,prelevement,1
32,193.16,0,4,3.69,10,7,74.71,20.38,100,Nord,virement,0
56,51.48,18,22,7.05,2,8,-17.04,82.39,69,Ouest,carte,1
85,173.47,16,4,5.54,5,30,27.98,14.67,14,Est,carte,1
70,127.01,,8,2.71,2,8,20.58,34.82,94,Ouest,carte,1
85,204.17,17,17,7.52,2,37,13.22,4.64,75,Est,virement,1
25,19.11,7,4,4.12,"0,00",38,-26.31,82.82,51,Nord,prelevement,0
89,53.24,9,15,"9,35",5,37,48.77,20.03,75,Ouest,virement,1
96,97.29,9,21,7.35,9,8,-15.01,61.78,48,Nord,prelevement,1
94,155.95,4,22,1.13,8,44,51.55,5.97,49,Ouest,carte,1
52,59.07,9,,7.31,10,36,-29.64,67.58,29,Sud,carte,0
73,NA,14,0,7.01,3,41,-22.89,76.52,35,Ouest,virement,1
48,78.63,17,1,5.05,4,23,10.93,61.57,66,Ouest,prelevement,1
50,60.19,9,19,7.49,7,34,11.5,28.81,78,Est,carte,0
9,61.8,4,13,3.3,10,2,35.23,41.8,28,Nord,virement,0
36,85.76,2,16,2.22,0,18,35.48,91.08,24,Nord,prelevement,0
9,169.05,5,0,2.03,8,35,-26.74,44.79,27,Sud,virement,0
20,80.55,14,5,3.21,3,39,10.11,8.03,96,Est,prelevement,0
36,81.25,18,0,4.84,10,33,21.0,57.43,10,Sud,virement,0
30,171.38,15,21,1.66,4,25,66.76,17.31,67,Est,carte,1
72,178.35,9,8,7.9,10,31,-23.01,30.32,68,Ouest,prelevement,1
63,103.63,3,13,9.42,0,44,51.42,13.61,61,Sud,virement,0
27,190.21,15,19,6.56,1,11,42.74,5.48,82,Est,prelevement,1
71,33.03,15,13,5.21,6,13,20.46,86.34,52,Nord,carte,1
55,65.3,2,6,3.84,8,28,-8.65,8.4,54,Ouest,virement,0
80,109.63,8,8,6.66,10,3,-12.74,68.04,36,Sud,prelevement,1
23,108.04,1,10,3.73,8,30,-18.48,56.95,1,Est,prelevement,0
60,67.55,5,21,4.69,10,0,15.19,18.86,5,Est,carte,0
68,134.47,16,15,2.09,5,23,3.83,3.97,26,Nord,carte,1
23,143.73,5,16,9.23,3,18,39.29,12.21,25,Sud,carte,0
46,166.33,11,7,5.27,7,10,37.12,18.78,54,Sud,virement,1
82,148.11,11,14,3.05,2,15,14.99,17.34,82,Est,carte,1
89,136.61,0,17,2.22,9,17,-23.67,12.95,10,Sud,virement,1
76,103.91,6,22,6.47,4,45,47.1,67.88,19,Nord,carte,1
3,83.34,3,4,2.66,4,40,33.25,57.96,87,Est,carte,0
2,126.51,2,NA,3.62,4,13,-11.55,26.56,59,Ouest,carte,0
58,74.03,10,13,6.06,5,2,22.28,44.32,15,Sud,prelevement,1
67,75.11,4,18,8.79,9,28,25.65,92.77,19,Est,prelevement,0
86,140.21,2,16,6.66,1,36,54.52,52.54,48,Ouest,carte,1
48,80.36,1,21,1.22,6,14,-18.83,23.98,96,Nord,prelevement,0
9,157.73,4,7,7.05,8,36,38.78,14.62,82,Est,carte,0
64,40.25,18,21,4.63,6,1,-9.39,28.68,0,Sud,prelevement,1
6,116.86,9,1,5.54,10,29,41.84,88.04,4,Est,prelevement,0
92,17.56,0,10,7.12,0,12,-24.1,55.52,61,Est,prelevement,1
75,12.79,8,5,6.9,4,87.48,46.22,94.07,84,Est,carte,1
3,163.73,17,3,1.58,6,16,30.04,68.86,19,Nord,carte,0
88,202.1,2,8,5.66,2,26,-26.93,60.0,72,Sud,virement,1
11,62.38,16,1,3.64,0,0,-31.75,,91,Sud,prelevement,0
71,64.99,18,11,6.2,0,8,7.0,50.27,44,Sud,virement,1
24,32.91,18,6,4.29,6,0,69.73,72.1,63,Est,carte,0
81,211.05,6,0,6.7,1,6,10.42,46.02,3,Sud,carte,1
69,120.43,2,8,3.9,9,44,-27.56,94.85,78,Ouest,virement,1
74,54.19,2,15,9.05,1,13,35.92,25.22,93,Est,virement,0
51,79.55,5,3,1.45,1,43,34.37,69.98,41,Sud,prelevement,0
51,54.36,11,2,9.68,8,4,57.62,13.88,94,Nord,carte,0
83,126.08,10,2,3.5,9,28,9.32,31.92,59,Ouest,carte,1
45,69.94,3,0,6.15,5,20,53.13,55.66,57,Nord,prelevement,0
96,107.67,5,19,9.74,2,13,29.39,38.41,74,Est,virement,1
76,34.61,8,3,3.43,1,2,29.67,76.09,56,Ouest,prelevement,1
16,77.98,10,4,3.7,5,9,-10.09,11.36,93,Nord,prelevement,0
59,140.24,14,10,2.51,1,32,27.04,29.12,80,Est,virement,1
41,111.38,9,14,3.35,4,17,-15.51,89.03,30,Nord,prelevement,0
95,135.89,16,7,6.93,7,19,-28.14,49.36,36,Nord,carte,1
37,203.85,17,2,6.8,7,20,-14.49,61.13,9,Nord,prelevement,1
63,154.34,13,5,5.14,8,13,0.52,1.38,38,Est,prelevement,1
25,108.58,4,20,4.05,8,29,-12.61,23.12,75,Est,virement,0
58,116.7,11,1,6.18,1,25,-0.77,13.18,3,Est,prelevement,1
54,164.86,10,15,2.86,6,37,52.88,38.84,71,Nord,prelevement,1
62,31.12,3,16,8.92,5,4,3.36,46.43,55,Est,prelevement,0
60,111.6,7,4,3.63,2,1,26.54,71.97,89,Sud,carte,1
38,27.46,10,10,4.07,6,"33,00",30.84,94.08,63,Nord,virement,0
26,75.37,12,0,1.35,6,7,-22.49,40.41,43,Est,carte,0
5,106.85,7,20,9.04,1,33,72.34,68.13,40,Sud,carte,0
49,104.91,2,1,5.38,8,1,-33.0,32.09,91,,prelevement,0
91,65.91,3,14,8.99,6,0,-12.62,7.48,40,Sud,carte,1
37,40.09,5,3,2.2,6,9,3.86,74.39,90,Est,virement,0
74,151.73,6,19,5.68,5,4,37.84,42.79,28,Ouest,prelevement,1
2,48.47,8,21,3.45,2,28,-34.56,65.37,14,Ouest,carte,0
56,65.67,12,22,7.05,4,12,3.5,41.37,17,Sud,prelevement,1
70,48.41,15,5,3.67,9,43,-34.16,86.11,88,Nord,prelevement,1
44,44.37,16,19,2.13,0,33,6.84,37.98,42,Est,virement,0
76,98.31,8,10,3.22,7,35,-22.75,24.79,41,Est,carte,1
16,122.18,15,15,8.49,6,8,13.46,35.14,19,Nord,prelevement,0
19,124.84,9,14,9.81,8,19,63.09,56.86,87,Est,carte,0
50,47.09,0,16,9.72,10,4,42.55,63.93,38,Ouest,virement,0
25,186.26,1,19,4.78,5,28,3.22,51.45,35,Est,carte,0
56,72.86,17,20,3.43,4,18,-17.83,66.62,19,Est,prelevement,1
65,99.89,13,15,5.61,8,20,-28.11,46.59,60,Est,carte,1
54,13.71,7,17,2.76,5,11,-21.99,7.88,81,Nord,carte,0
91,183.81,6,5,3.43,4,32,57.81,51.29,77,Nord,virement,1
90,87.78,13,17,5.73,9,42,14.08,63.45,64,Sud,carte,1
71,18.96,8,17,6.56,6,24,-19.5,73.02,26,Est,carte,0
43,72.37,18,11,4.73,3,13,73.46,34.98,44,Est,prelevement,1
87,67.55,0,5,2.08,9,9,62.33,76.44,46,Nord,carte,1
38,57.52,12,0,3.97,10,7,54.19,23.5,3,Est,virement,0
57,193.56,17,11,2.54,7,37,56.26,76.52,72,Nord,virement,1
79,111.42,12,15,5.74,4,34,73.27,66.02,53,Nord,carte,1
15,164.3,18,14,7.54,0,4,26.92,32.38,65,Est,prelevement,0
96,43.65,11,5,8.3,7,34,51.28,57.19,54,Sud,virement,1
16,65.42,4,0,4.27,5,6,-22.62,46.05,17,Ouest,carte,0
69,209.1,13,10,9.61,5.47,31,-17.69,10.02,17,Sud,virement,1
9,175.37,8,8,3.98,2,38,34.61,68.06,54,Sud,prelevement,0
61,200.54,17,17,3.19,2,36,60.4,80.65,2,Est,carte,1
90,99.91,8,13,2.15,0,39,56.69,9.78,21,Sud,virement,1
66,218.64,5,13,5.81,9,42,16.76,35.38,85,Sud,prelevement,1
29,,5,21,6.8,10,5,-34.06,90.44,9,Sud,prelevement,0
48,106.48,11,19,8.13,7,6,67.4,2.03,60,Nord,prelevement,1
5,54.86,14,19,6.92,6,36,-15.16,24.64,64,Sud,prelevement,0
86,163.79,12,1,1.03,0,2,-22.77,30.67,32,Ouest,virement,1
20,207.94,8,20,6.51,7,16,-14.73,10.95,76,Sud,prelevement,0
3,52.79,14,8,2.52,4,9,45.96,64.12,6,Nord,virement,0
32,160.38,15,0,4.54,10,92.34,41.21,20.5,50,Ouest,virement,1
4,171.54,13,15,9.21,2,,63.71,18.97,99,Est,carte,0
89,74.33,15,14,8.46,1,36,-20.08,90.6,53,Nord,virement,1
42,33.26,18,22,8.78,7,23,2.1,36.44,26,Ouest,prelevement,0
58,138.68,6,21,2.43,10,5,11.87,67.63,4,Ouest,virement,1
64,184.62,12,9,7.49,7,45,8.77,66.99,55,Nord,prelevement,1
74,199.22,10,4,6.75,10,23,3.14,12.27,24,Nord,virement,1
44,117.98,0,22,6.67,10,4,31.1,45.66,79,Ouest,virement,0
15,180.3,13,2,3.51,4,8,-0.39,53.57,63,Ouest,virement,0
39,205.42,0,9,9.38,8,11,37.43,55.7,6,Ouest,prelevement,0
55,171.27,12,13,4.14,7,14,55.76,50.33,57,Ouest,prelevement,1
9,44.52,16,4,7.22,4,40,71.38,6.14,44,Sud,virement,0
74,39.72,13,13,2.16,3,27,15.63,30.26,67,Est,carte,1
11,213.4,2,6,9.56,1,11,15.8,68.7,85,Ouest,carte,0
71,41.75,1,15,7.6,6,7,-26.98,73.23,17,Est,prelevement,0
21,158.23,1,18,2.93,6,41,26.26,62.48,45,Ouest,NA,0
11,213.93,6,22,9.1,2,27,3.15,7.62,98,Est,prelevement,0
73,180.13,7,21,9.28,7,5,16.08,59.19,53,Sud,carte,1
91,30.88,3,16,8.48,1,43,17.21,65.24,51,Est,carte,1
28,88.32,10,4,6.87,2,5,19.88,80.31,85,Est,prelèvement,0
20,116.51,0,7,2.98,10,27,-12.05,89.82,88,Sud,prelevement,0
35,28.12,7,17,1.0,1,14,37.7,90.2,98,Sud,carte,0
15,193.68,8,1,8.8,4,31,55.77,63.99,20,Est,virement,0
61,177.94,6,4,2.69,2,18,58.01,92.53,15,Sud,virement,1
31,117.38,5,20,8.17,9,38,66.45,71.68,96,Est,prelevement,0
26,192.03,8,15,1.23,0,44,11.57,50.16,6,Est,virement,0
47,81.62,14,15,2.04,10,1,35.52,93.55,47,Nord,virement,0
88,178.38,10,19,6.94,1,7,-18.35,59.32,37,Sud,virement,1
44,181.02,17,13,8.8,8,2,33.17,7.28,41,Ouest,virement,1
23,140.4,10,15,7.49,6,32,-11.08,NA,29,Ouest,carte,0
85,198.42,18,22,3.77,9,1,46.19,20.86,21,Est,carte,1
69,47.16,0,4,5.68,2,32,31.3,18.61,92,Est,carte,0
37,15.37,18,22,2.97,0,43,-33.8,81.82,90,Nord,virement,0
63,106.03,15,5,7.26,7,12,-28.73,65.3,12,Ouest,prelevement,1
24,195.24,6,12,8.72,4,10,-31.69,38.29,29,Ouest,carte,0
63.54,130.27,6,12,8.26,3,8,59.03,67.38,44,Sud,carte,1
58,105.68,2,12,5.61,6,45,8.73,40.26,11,Est,carte,0
23,13.73,13,7,7.28,0,14,35.68,19.37,76,Sud,,0
44,73.92,1,18,"1,68",5,11,-34.61,70.82,67,Est,carte,0
76,139.75,15,10,8.55,9,NA,74.33,63.33,29,Sud,virement,1
68,133.86,9,17,1.09,1,31,-32.45,11.44,51,Nord,virement,1
32,157.25,13,18,6.69,4,20,-6.53,46.76,56,Est,virement,1
8,191.7,17,8,7.89,8,43,20.99,26.87,77,Est,carte,0
86,126.42,5,6,2.39,6,13,26.9,47.36,67,Sud,prelevement,1
18,126.7,12,17,1.48,3,6,7.15,57.39,60,Sud,virement,0
72,91.2,0,9,9.14,10,0,47.37,69.7,39,Ouest,prelevement,0
51,26.66,11,13,2.67,6,42,42.02,23.6,87,Nord,prelevement,0
76,1458.38,10,16,7.76,7,44,22.19,16.42,65,Sud,carte,1
37,150.97,9,18,8.75,4,21,62.5,83.69,59,Ouest,carte,0
16,92.47,12,22,9.77,7,10,20.55,94.58,52,Sud,prelevement,0
4,44.35,18,8,5.3,6,0,53.71,58.09,42,,prelevement,0
4,171.98,14,4,6.86,9,33,15.29,9.27,12,Ouest,virement,0
43,115.64,3,7,7.13,9,10,18.38,15.38,77,Ouest,carte,0
13,132.6,8,11,4.79,4,29,63.89,88.24,86,Nord,prelevement,0
41,194.53,11,22,2.11,3,34,12.21,34.9,29,Sud,prelevement,1
60,154.79,12,13,8.29,4,27,38.18,7.93,71,Sud,virement,1
49,94.44,12,13,6.33,4,12,-28.45,49.74,2,Nord,carte,1
80,164.0,4,3,8.51,9,18,8.62,73.31,36,Sud,prelevement,1
59,139.98,10,7,7.6,6,41,55.5,15.67,12,Sud,carte,1
86,109.99,14,11,8.74,5,29,2.4,52.38,87,Est,virement,1
47,175.07,5,7,7.81,5,3,-22.95,32.15,47,Nord,virement,1
42,59.0,14,2,2.99,8,8,48.51,64.46,62,Nord,carte,0
86,67.15,11,1,1.81,4,34,53.87,55.41,25,Nord,carte,1
21,179.03,1,6,4.53,1,5,21.77,74.79,23,Nord,virement,0
48,15.1,5,6,4.08,0,26,52.7,71.68,10,Ouest,prelevement,0
59,68.61,13,14,3.82,4,18,-31.15,64.9,78,Ouest,virement,1
19,139.38,8,NA,9.92,1,23,56.6,63.94,7,Sud,prelevement,0
5,117.92,14,7,1.17,10,20,33.63,50.29,64,Ouest,virement,0
9,102.7,14,3,8.6,5,30,32.87,37.73,58,Ouest,carte,0
59,81.97,1,4,4.42,9,2,34.7,49.24,55,Est,virement,0
94,191.19,7,4,6.94,7,1,63.97,59.47,20,Sud,prelevement,1
81,27.64,13,21,1.62,6,0,5.23,72.29,56,Nord,carte,1
4,120.58,12,6,7.97,6,4,-29.39,66.21,49,Nord,prelevement,0
10,72.11,11,14,4.29,0,20,2.84,67.96,54,Sud,carte,0
78,61.81,2,17,4.04,8,11,-14.7,24.85,40,Ouest,carte,1
93,133.49,4,1,1.72,10,45,-20.08,39.36,22,Nord,carte,1
78,108.45,5,2,5.73,1,21,0.23,50.69,26,Nord,virement,1
53,205.12,11,5,4.77,7,11,20.57,94.32,30,Nord,carte,1
56,159.04,3,9,9.38,10,24,36.47,23.4,8,Sud,prelevement,1
45,180.61,2,15,4.43,6,41,-4.42,53.92,40,Ouest,,0
84,65.71,18,22,1.71,4,20,51.03,31.64,85,Sud,prelevement,1
50,126.63,2,21,8.83,1,32,-23.37,65.61,26,Est,virement,0
15,206.68,12,16,7.49,8,41,-6.75,26.05,33,Est,virement,0
32,36.59,11,8,3.33,9,20,64.11,17.57,67,Nord,carte,0
82,18.81,5,7,1.58,9,36,-3.35,87.44,66,Sud,carte,1
12,29.91,17,1,8.46,5,5,37.09,47.4,39,Ouest,virement,0
6,159.58,15,8,7.8,9,40,37.29,33.3,43,Sud,carte,0
31,108.09,16,7,9.33,3,38,-30.81,62.54,8,Ouest,prelevement,0
20,99.75,7,6,9.75,8,9,-13.76,24.44,27,Ouest,virement,0
24,68.76,0,13,4.37,5,"2,00",-8.66,8.02,93,Est,prelevement,0
77,21.47,7,6,4.96,3,23,58.38,4.56,27,Ouest,carte,1
80,169.47,2,10,4.74,2,8,57.52,5.19,65,Ouest,prelevement,1
56,64.78,4,21,7.45,NA,24,11.04,8.29,61,,carte,0
93,72.98,9,22,7.44,9,10,6.03,30.34,38,Sud,virement,1
73,94.06,6,6,5.55,2,43,-10.86,83.96,56,Ouest,prelevement,1
16,47.99,10,10,6.24,1,32,-29.01,9.33,68,Sud,virement,0
39,58.44,0,12,8.23,10,21,-9.54,12.57,20,Nord,prelevement,0
51,133.44,15,17,4.83,3,8,27.04,52.91,2,Ouest,carte,1
63,140.75,7,10,1.48,10,31,70.6,75.39,58,Ouest,virement,1
82,215.76,15,20,3.19,6,32,48.02,14.15,58,Sud,virement,1
26,185.17,12,4,6.34,8,40,62.42,18.42,65,Sud,carte,0
44,118.34,14,18,9.95,4,30,58.38,64.74,31,Est,virement,1
84,161.7,1,15,4.08,10,27,9.19,57.63,"67,00",Ouest,carte,1
11,121.92,1,13,4.68,5,2,-17.14,79.36,35,Est,carte,0
59,132.46,1,10,1.97,0,11,45.22,68.8,36,Ouest,carte,0
90,110.21,4,9,1.79,0,24,-2.46,65.81,83,Sud,virement,1
95,17.23,7,13,9.18,1,30,71.02,49.5,98,Sud,prelevement,1
66,201.97,11,2,7.7,2,36,-32.38,6.5,6,Est,virement,1
71,34.8,10,0,5.78,5,31,30.61,64.58,79,Nord,prelevement,1
80,127.14,7,0,4.16,4,,-6.03,79.75,53,Est,carte,1
95,153.3,1,13,4.07,10,18,55.05,27.32,2,Nord,carte,1
8,115.59,4,17,2.03,6,1,13.69,81.95,64,Ouest,carte,0
19,132.66,5,15,4.88,8,7,-6.94,29.16,2,Ouest,virement,0
94,19.53,15,17,2.03,5,15,-15.02,86.28,5,Nord,virement,1
82,205.28,15,3,5.45,1,24,23.83,82.19,80,Ouest,carte,1
70,164.01,11,22,9.13,5,24,44.44,29.71,70,Sud,carte,1
5,174.5,6,1,9.57,2,15,6.93,61.9,5,Nord,prelevement,0
87,115.85,16,17,5.76,6,35,74.26,23.75,6,Sud,carte,1
NA,36.0,18,14,2.94,3,4,2.47,1.41,70,Ouest,carte,1
54,55.37,5,13,8.74,7,39,-9.83,3.31,90,Ouest,virement,0
74,46.26,2,17,1.66,3,28,23.55,66.41,86,Est,virement,0
55,112.35,5,14,7.35,7,14,-15.69,36.31,87,Nord,prelevement,0
24,95.74,8,7,7.13,1,3,10.63,13.69,82,Est,carte,0
3,95.34,5,19,5.64,8,34,-20.44,43.38,70,Est,carte,0
7,184.57,6,5,4.46,7,12,52.67,59.18,58,Est,carte,0
81,75.11,17,4,7.43,,4,-18.68,94.47,12,Nord,virement,1
51,199.18,5,19,8.13,1,44,7.67,79.58,29,Nord,prelevement,1
82,70.92,10,5,8.67,4,38,-2.77,36.21,NA,Est,virement,1
78,72.26,12,1,1.62,9,35,50.91,53.02,65,Est,virement,1
8,154.98,18,4,1.53,9,4,-9.24,50.31,19,Nord,prelevement,0
13,96.67,2,7,1.43,6,25,-23.6,46.94,0,Est,virement,0
43,105.93,16,8,7.7,9,18,30.43,50.35,100,Sud,carte,1
56,30.38,2,22,1.66,9,0,-24.18,12.19,32,Est,carte,0
79,192.09,1,6,8.14,4,17,NA,66.65,14,Sud,virement,1
19,205.3,8,3,1.61,7,4,8.5,43.31,16,Sud,prelevement,0
95,61.15,14,13,7.32,7,13,64.58,16.96,67,Ouest,carte,1
6,27.56,15,15,2.45,10,18,-3.33,31.96,45,Nord,carte,0
78,98.52,8,19,5.12,10,7,-31.54,65.88,31,Sud,virement,1
20,215.82,10,20,5.86,3,16,-31.44,24.02,90,Ouest,carte,0
88,69.6,4,2,8.95,6,4,,22.19,98,Ouest,virement,1
40,117.52,7,4,4.33,4,21,-1.72,14.32,44,Ouest,prelevement,0
31,151.57,10,7,4.69,2,22,-20.49,61.71,79,Nord,virement,0
52,188.5,7,15,6.47,8,30,63.27,33.56,37,Nord,prelevement,1
70,57.48,4,6,5.61,3,39,46.28,91.54,44,Nord,virement,0
56,133.02,14,15,4.21,3,27,3.62,75.75,100,Sud,virement,1
90,212.41,14,7,1.11,7,5,-34.47,82.09,31,Est,virement,1
73,201.38,13,2,4.45,2,2,31.29,34.79,42,Ouest,virement,1
67,35.52,4,6,3.98,9,9,70.23,65.58,100,Ouest,prelevement,0
18,178.61,10,10,2.98,3,25,29.8,78.52,20,Nord,carte,0
66,131.55,1,2,4.21,0,10,44.32,36.71,3,Ouest,prelevement,1
