temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j
36.5,8.43,10.71,7.86,20.36,25,717,3,22.87,13.87,C,convoyeur,0
90.66,1.02,13.65,7.63,11.93,19,553,18,196.42,75.35,A,convoyeur,1
81.12,14.22,82.53,7.03,3.92,6,291,7,27.94,36.25,B,pompe,1
46.69,7.66,40.02,6.39,2.64,8,237,6,423.05,71.88,C,compresseur,0
44.35,11.01,76.99,2.66,12.58,21,87,1,633.76,20.68,C,compresseur,0
59.66,14.26,47.7,3.85,0.64,15,151,13,420.36,87.49,B,convoyeur,1
90.04,2.68,53.12,6.71,2.43,8,57,1,178.1,25.35,B,pompe,1
52.88,10.61,12.99,2.11,19.18,4,552,6,317.44,10.09,A,pompe,0
61.75,15.49,10.74,5.06,0.8,8,697,11,295.62,32.98,B,compresseur,1
62.82,14.9,12.05,2.36,18.91,25,409,5,446.79,49.53,A,compresseur,1
72.86,14.32,19.46,6.27,11.54,4,221,5,268.99,55.16,B,pompe,1
52.61,16.05,77.08,1.84,18.4,21,658,18,418.41,35.41,A,compresseur,1
45.13,0.79,22.22,6.72,5.17,10,297,4,801.74,56.14,B,convoyeur,0
94.69,9.69,48.69,6.69,8.73,14,248,18,417.88,23.0,B,convoyeur,1
38.65,11.29,81.19,5.66,13.86,23,426,11,115.98,56.47,C,pompe,0
35.05,4.59,79.41,3.87,11.28,1,28,2,293.87,1.17,C,compresseur,0
91.13,9.27,66.82,9.45,7.08,18,514,16,287.39,76.0,A,convoyeur,1
43.71,18.27,76.86,7.99,0.94,9,539,12,341.46,58.54,C,pompe,0
84.4,8.84,29.9,4.35,20.44,24,294,15,38.36,55.0,B,convoyeur,1
70.09,17.75,33.79,6.44,14.03,24,694,1,542.23,94.75,C,pompe,1
72.7,14.62,45.53,5.87,7.88,23,671,5,328.55,0.81,A,compresseur,1
68.69,9.84,39.38,2.25,15.33,23,136,13,552.03,2.18,B,pompe,1
64.93,17.05,50.02,4.47,14.46,3,408,8,809.24,9.43,B,compresseur,1
42.6,16.07,87.48,8.82,3.53,5,371,11,418.68,96.82,A,pompe,0
41.41,3.5,41.27,5.07,9.18,17,303,4,161.61,16.05,A,compresseur,0
87.38,5.05,17.5,3.08,21.09,3,372,1,591.43,24.45,B,,1
52.36,1.8,36.16,4.71,3.36,0,271,13,104.34,,A,compresseur,0
54.41,10.37,46.18,1.18,13.03,18,407,8,713.71,30.93,A,pompe,0
70.34,0.8,76.21,5.2,5.59,6,336,13,13.65,7.19,C,pompe,0
82.85,11.36,20.8,5.74,17.13,3,669,16,384.73,89.99,C,compresseur,1
63.04,10.97,62.08,5.09,12.48,3,412,10,40.84,28.44,B,pompe,1
44.68,2.01,87.49,6.46,19.18,24,477,1,NA,50.76,C,pompe,0
84.66,7.68,59.68,4.3,13.18,1,666,11,45.57,50.18,A,compresseur,1
54.01,3.47,32.27,1.93,8.72,20,655,3,681.48,17.51,B,convoyeur,0
70.5,8.49,65.88,2.79,13.64,14,441,7,551.2,71.15,B,convoyeur,1
79.11,2.44,14.64,4.18,7.94,18,26,16,504.81,77.0,C,convoyeur,0
43.88,0.36,63.72,3.29,11.21,12,603,2,169.18,88.89,C,compresseur,0
69.58,9.42,84.3,3.82,9.18,1,407,8,533.2,30.02,A,convoyeur,1
52.86,15.71,57.06,2.56,3.05,8,538,8,568.09,8.97,C,pompe,0
56.44,3.64,55.45,7.9,14.04,8,285,9,191.99,97.16,C,compresseur,0
73.51,8.7,60.91,6.67,12.27,4,299,17,380.33,85.09,A,pompe,1
67.24,0.6,16.32,4.02,15.03,12,288,6,611.82,41.71,B,pompe,0
82.68,8.97,68.64,3.96,9.5,3,462,2,11.64,48.75,,pompe,1
65.49,8.72,55.59,1.62,4.77,19,201,1,12.57,13.41,C,convoyeur,0
90.66,13.16,64.22,8.19,4.68,24,338,0,415.76,80.37,B,convoyeur,1
41.3,5.22,34.14,3.61,21.62,0,476,4,551.0,97.79,C,compresseur,0
78.31,16.15,18.25,4.1,17.96,2,4,5,288.37,43.5,C,convoyeur,1
77.73,4.01,57.98,3.71,1.91,18,129,7,651.6,86.79,A,compresseur,1
57.43,1.79,63.11,9.01,15.6,16,338,16,309.92,26.69,A,pompe,0
50.72,10.8,12.44,7.81,8.96,1,115,14,779.21,84.75,A,pompe,0
40.33,7.27,91.55,2.8,12.68,22,448,15,218.61,57.4,C,compresseur,0
76.07,0.42,20.68,4.42,3.44,21,455,3,510.99,77.89,B,pompe,0
44.76,7.07,47.34,8.8,15.13,,134,13,159.15,37.74,C,convoyeur,0
49.23,12.18,39.14,8.27,12.98,9,433,9,139.22,15.09,C,convoyeur,0
68.82,0.91,84.0,1.53,17.31,13,25,13,675.12,18.08,C,compresseur,0
67.82,13.19,39.1,1.04,2.44,0,605,8,840.72,18.09,A,pompe,1
53.67,"17,16",85.92,2.94,13.18,NA,706,2,26.2,3.04,B,compresseur,1
74.96,5.04,48.74,4.19,16.68,1,595,6,791.43,30.97,A,compresseur,1
72.23,17.52,37.86,1.0,7.24,19,649,13,13.43,49.58,B,convoyeur,1
65.35,1.45,20.34,8.55,1.96,21,27,1,271.45,70.12,B,pompe,0
55.51,17.88,49.11,1.69,1.95,10,727,13,791.36,14.56,B,compresseur,1
41.64,2.12,87.91,1.52,2.9,16,608,11,819.11,32.58,B,convoyeur,0
68.14,10.58,46.07,9.37,2.96,22,723,13,575.28,77.16,A,pompe,1
94.46,13.42,49.34,1.33,7.4,14,116,11,325.42,64.0,C,compresseur,1
60.95,7.4,22.73,2.76,14.37,14,369,5,758.59,82.62,C,convoyeur,0
71.45,6.55,65.75,1.62,9.8,16,669,6,306.64,29.07,C,pompe,1
64.99,16.82,35.73,9.27,4.05,7,240,5,323.39,30.88,C,pompe,1
36.9,15.48,85.77,6.01,11.82,1,693,0,591.36,84.21,A,compresseur,0
42.75,5.09,14.34,3.45,10.65,24,514,1,329.03,24.45,A,compresseur,0
92.67,5.33,23.59,2.98,8.77,8,172,11,752.96,82.83,B,convoyeur,1
36.43,5.61,35.81,8.69,11.71,24,108,18,489.98,73.44,A,compresseur,0
58.14,16.09,31.85,3.92,17.05,16,635,16,404.89,31.93,C,convoyeur,1
82.75,17.57,46.1,4.75,125.58,14,485,18,230.59,2.72,B,pompe,1
86.03,2.17,62.43,7.65,13.18,6,241,16,443.32,78.48,B,pompe,1
69.92,3.44,19.31,3.75,14.79,8,103,5,675.51,60.57,A,pompe,0
52.11,17.04,36.17,7.61,17.18,16,74,17,200.66,31.45,B,convoyeur,0
43.97,3.96,79.46,5.31,21.55,8,158,16,770.09,84.47,A,pompe,0
41.8,9.39,25.29,8.14,19.4,14,33,15,140.14,94.45,A,convoyeur,0
83.13,8.57,28.65,5.75,17.2,18,714,16,811.6,33.51,B,pompe,1
61.07,11.92,44.52,3.43,18.3,9,26,3,481.14,67.95,C,compresseur,0
36.23,8.93,89.18,8.98,1.11,9,472,5,381.76,90.06,A,compresseur,0
83.81,1.03,13.51,3.92,21.58,5,488,0,28.6,90.63,C,pompe,0
67.32,14.51,87.75,9.33,12.34,11,76,9,200.98,72.26,B,compresseur,1
41.55,16.69,68.54,7.45,20.47,24,646,8,434.54,90.74,B,compresseur,0
61.46,17.99,26.48,3.65,20.96,18,469,14,795.93,93.83,B,pompe,1
60.41,11.68,37.21,2.53,6.78,4,339,17,702.49,2.46,C,convoyeur,0
68.43,13.88,49.55,4.68,14.31,14,535,3,684.08,14.29,C,compresseur,1
72.89,14.5,82.62,9.31,18.9,8,176,10,369.45,89.54,C,compresseur,1
58.27,15.95,37.0,8.18,16.54,17,262,0,546.43,42.33,A,convoyeur,1
71.2,6.09,12.91,1.15,3.98,3,593,9,123.97,7.52,B,compresseur,0
49.95,6.12,61.07,8.41,11.25,25,381,18,624.63,84.45,C,pompe,0
60.04,3.99,21.02,7.95,13.35,1,516,13,404.87,44.5,A,compresseur,0
75.01,15.29,81.92,4.01,16.81,21,50,1,322.39,80.34,B,convoyeur,1
55.98,14.99,25.64,6.03,2.45,0,157,13,599.74,70.73,B,pompe,0
76.78,13.8,21.06,8.2,21.51,6,725,0,202.14,0.92,B,compresseur,1
55.07,0.3,18.79,3.32,7.17,16,416,5,175.27,24.74,B,pompe,0
83.53,13.69,52.6,5.56,9.78,13,637,3,377.83,60.51,B,convoyeur,1
38.77,15.25,19.14,1.01,20.8,15,694,1,533.58,86.39,B,pompe,0
64.11,7.01,78.0,5.41,3.73,24,688,18,515.27,13.58,C,compresseur,0
51.44,15.42,82.12,1.54,19.56,2,643,1,384.47,76.87,B,convoyeur,0
59.78,17.34,79.29,7.45,14.7,3,502,13,718.97,92.78,B,compresseur,1
88.82,1.56,13.28,4.74,17.13,14,232,5,93.7,31.16,C,compresseur,1
48.13,13.24,45.75,8.65,14.44,14,260,7,68.46,87.32,B,pompe,0
89.18,3.62,60.45,9.2,2.08,14,480,4,316.6,42.54,B,convoyeur,1
87.5,17.7,62.4,4.38,3.09,22,295,8,342.21,56.7,B,compresseur,1
81.83,15.38,59.17,4.58,6.67,12,627,13,239.76,49.92,B,pompe,1
92.05,13.01,69.76,1.26,3.67,5,716,15,97.98,0.85,B,convoyeur,1
38.85,5.11,38.61,3.15,4.91,23,250,9,164.94,48.9,B,pompe,0
67.81,15.8,74.5,1.68,6.54,21,519,9,207.15,60.2,B,convoyeur,1
53.17,17.04,44.74,4.63,17.21,5,549,12,434.69,99.15,A,pompe,0
76.56,6.92,80.74,5.46,16.99,10,618,4,25.68,54.9,A,pompe,1
89.48,9.25,11.05,7.64,15.88,8,423,8,145.93,51.55,C,pompe,1
82.99,16.96,81.9,3.94,12.82,19,84,13,481.11,13.41,A,compresseur,1
55.64,1.1,27.14,8.2,2.48,2,660,16,124.72,35.38,B,pompe,0
84.28,4.02,38.39,9.35,15.13,17,669,2,697.34,23.05,C,compresseur,1
45.77,14.17,54.98,5.26,15.56,10,602,7,624.13,91.73,C,convoyeur,0
83.21,4.31,16.88,2.44,19.43,5,123,11,232.21,62.36,A,compresseur,1
66.8,0.97,31.17,7.8,5.42,0,565,5,664.63,12.18,B,pompe,0
44.1,17.04,88.45,3.01,15.76,7,107,12,619.63,92.01,A,compresseur,0
37.38,8.62,13.46,7.7,0.84,21,303,1,796.22,80.8,A,convoyeur,0
71.06,5.29,25.18,2.94,17.73,2,592,0,110.66,37.86,A,convoyeur,0
61.11,2.16,64.82,6.59,7.59,20,727,2,713.49,76.77,A,convoyeur,0
41.9,15.76,42.43,2.02,1.41,12,346,12,44.41,58.33,C,compresseur,0
65.39,16.94,42.78,1.03,11.77,22,149,11,19.12,94.02,C,pompe,1
50.16,14.2,24.35,4.62,14.65,25,29,16,305.59,34.85,C,pompe,0
92.31,17.9,34.32,5.8,3.37,15,245,12,598.42,11.84,A,compresseur,1
87.95,2.96,48.83,8.08,8.01,20,373,8,308.06,98.32,B,NA,1
64.66,9.32,64.41,8.48,19.41,17,365,2,727.14,53.31,A,pompe,1
94.51,14.05,53.31,3.06,16.63,12,656,8,336.42,10.21,A,compresseur,1
72.52,7.67,25.22,4.91,10.09,15,254,18,137.24,20.3,B,compresseur,1
90.95,14.88,23.23,2.16,21.63,1,623,17,683.44,58.82,A,convoyeur,1
61.89,6.6,90.44,4.07,20.68,20,599,8,350.92,5.21,C,pompe,0
92.36,5.28,89.8,5.26,1.81,5,3,18,530.72,78.54,C,pompe,1
50.96,11.2,23.32,2.39,9.43,4,342,4,767.09,74.01,A,pompe,0
88.74,17.05,65.04,0.93,0.92,3,719,7,483.14,94.69,B,compresseur,1
66.9,7.11,764.68,8.78,9.73,3,638,1,508.89,23.72,B,pompe,1
64.0,4.59,62.63,6.85,12.59,5,689,17,188.78,35.52,C,compresseur,0
47.36,11.79,12.62,8.43,8.42,6,384,0,54.91,40.79,A,convoyeur,0
42.95,4.31,25.53,9.0,18.55,16,336,2,785.11,88.61,A,pompe,0
85.83,9.81,36.4,8.02,16.67,8,383,6,663.94,56.95,A,pompe,1
49.81,7.44,37.79,7.39,15.87,23,152,0,285.2,15.97,A,convoyeur,0
52.39,8.13,,5.21,5.47,13,5,13,39.22,90.94,A,compresseur,0
84.38,8.01,69.98,6.87,7.15,4,446,14,358.65,96.42,A,compresseur,1
56.48,2.09,34.24,,9.3,1,297,0,538.61,97.86,B,compresseur,0
78.87,0.27,31.66,9.34,5.21,20,358,1,832.32,92.01,B,compresseur,0
51.87,5.53,64.2,1.9,21.96,22,444,7,336.39,84.06,C,pompe,0
55.36,6.33,13.26,1.62,12.98,16,377,0,438.64,44.65,B,compresseur,0
77.19,1.6,15.68,5.93,12.7,13,722,17,89.28,0.37,C,compresseur,0
92.69,8.47,18.87,3.52,14.19,2,118,12,443.6,78.13,C,compresseur,1
41.81,17.01,82.79,6.47,13.52,4,272,15,231.24,47.92,C,compresseur,0
82.32,16.44,41.13,5.49,16.48,11,391,6,549.86,444.66,C,pompe,1
55.65,7.39,54.85,4.51,15.41,2,27,13,47.84,64.86,C,compresseur,0
91.66,9.61,64.93,1.08,3.46,11,525,17,310.48,94.73,B,pompe,1
81.38,0.49,44.55,9.12,15.04,4,332,12,523.8,52.71,B,convoyeur,1
76.84,11.8,77.2,1.42,9.76,20,51,9,550.12,63.02,C,convoyeur,1
62.41,8.19,48.39,2.45,17.09,17,450,4,600.65,70.63,C,compresseur,0
87.62,9.72,47.81,6.93,3.58,14,120,12,798.54,51.61,C,convoyeur,1
48.82,1.31,,2.38,7.5,20,578,8,804.8,57.47,C,pompe,0
87.8,17.97,39.46,9.28,4.16,20,19,10,674.3,1.21,A,compresseur,1
67.1,8.1,70.42,5.16,17.11,0,551,7,625.37,22.62,B,compresseur,1
65.2,8.31,15.45,4.25,5.42,19,698,15,171.24,19.0,B,convoyeur,0
66.86,15.95,22.25,1.57,12.42,20,391,4,644.69,11.41,B,convoyeur,1
63.86,1.11,62.33,8.2,12.62,0,488,2,79.35,99.9,A,convoyeur,0
44.35,18.18,26.58,6.52,14.48,22,578,18,676.09,73.78,C,pompe,0
37.97,0.33,15.38,1.15,7.08,6,502,10,534.13,68.96,B,convoyeur,0
75.97,17.62,76.91,1.33,7.62,13,515,15,329.79,67.17,C,pompe,1
44.97,8.93,42.89,1.03,19.25,20,405,0,135.24,27.52,A,convoyeur,0
44.07,14.28,45.27,2.69,2.74,5,592,3,629.46,51.76,B,compresseur,0
73.01,16.06,22.19,2.97,13.13,20,475,8,179.98,29.45,C,NA,1
57.63,11.74,46.98,0.97,5.27,22,360,2,419.12,52.96,B,compresseur,0
82.59,9.61,90.67,8.61,9.51,10,"91,00",12,366.18,64.97,B,,1
62.4,5.26,26.91,,7.36,3,239,10,87.85,2.41,C,pompe,0
52.66,7.57,87.14,4.61,18.6,0,428,15,385.23,82.13,B,compresseur,0
87.42,16.18,27.87,3.68,7.38,3,520,8,501.98,52.58,B,pompe,1
66.75,0.59,20.66,8.78,4.63,11,175,14,582.78,30.32,B,pompe,0
42.56,4.58,72.36,1.08,9.6,11,415,15,367.3,58.97,A,convoyeur,0
48.83,10.31,84.26,6.49,18.89,9,635,1,785.75,74.52,C,compresseur,0
56.28,9.13,10.66,2.88,10.36,19,164,13,384.64,3.38,A,pompe,0
57.16,9.27,78.32,2.1,11.77,16,370,5,36.45,70.99,B,pompe,0
51.35,16.01,71.27,5.75,16.15,15,611,15,429.89,28.98,A,pompe,0
58.36,4.01,84.63,9.06,11.6,2,669,5,794.23,36.21,A,compresseur,0
42.03,10.72,59.76,6.21,9.05,16,720,15,580.62,17.5,B,compresseur,0
80.31,10.56,47.29,6.25,15.21,15,704,8,528.86,44.5,C,convoyeur,1
39.55,12.9,83.67,6.01,16.37,25,621,0,562.78,"62,41",A,pompe,0
67.48,,10.54,8.78,18.96,7,13,3,372.22,60.25,C,compresseur,0
81.69,0.14,54.09,7.3,2.68,10,573,12,281.86,82.35,B,compresseur,1
74.16,12.43,82.69,9.08,20.07,24,532,7,293.18,4.34,B,compresseur,1
49.53,3.15,72.6,4.6,8.18,25,484,5,516.38,47.47,B,compresseur,0
57.25,7.86,11.44,8.71,10.86,9,452,12,275.64,5.77,B,convoyeur,0
57.38,15.95,46.28,5.17,4.59,25,99,2,713.34,84.79,C,compresseur,1
64.32,17.14,12.77,8.28,17.3,0,367,0,609.0,NA,B,compresseur,1
82.57,8.81,17.7,6.76,3.44,18,541,13,262.28,98.18,B,pompe,1
60.71,14.93,31.5,7.49,20.57,23,554,9,129.44,88.85,C,compresseur,1
51.97,7.84,49.68,1.8,19.55,3,15,12,764.85,61.05,A,compresseur,0
80.65,13.19,88.36,7.65,8.5,13,705,18,606.06,54.97,C,compresseur,1
63.35,3.64,39.57,2.51,13.38,24,188,9,352.98,86.09,C,convoyeur,0
70.67,16.73,87.24,1.16,9.72,10,563,15,799.05,85.23,B,convoyeur,1
38.85,4.68,72.09,3.55,17.59,18,430,6,414.44,1.09,B,compresseur,0
42.12,7.46,41.88,4.91,3.31,12,446,4,363.99,13.67,A,convoyeur,0
59.86,16.16,16.52,8.39,79.06,10,700,14,407.03,13.25,C,pompe,1
39.96,1.18,25.24,2.81,0.72,21,549,6,105.31,22.53,B,pompe,0
71.62,7.86,90.22,2.76,7.88,15,703,10,773.4,73.18,B,compresseur,1
39.49,5.48,75.02,29.34,0.5,2,52,5,410.35,43.13,A,compresseur,0
42.07,2.16,23.43,8.37,0.91,15,161,9,691.41,76.86,A,pompe,0
53.78,12.16,55.59,4.77,20.16,1,159,1,249.91,67.64,A,compresseur,0
79.08,15.41,90.69,3.45,14.39,5,256,NA,99.85,15.04,A,pompe,1
51.1,12.71,84.92,9.47,20.78,13,50,14,247.78,17.21,C,convoyeur,0
54.0,6.76,20.63,8.59,6.27,6,334,,289.0,63.64,C,convoyeur,0
48.21,12.39,61.51,5.27,20.04,10,139,4,337.65,10.79,B,compresseur,0
56.14,15.85,47.74,9.03,1.87,19,38,18,745.18,30.76,A,compresseur,1
44.33,6.21,83.62,1.14,19.99,8,513,8,461.22,82.21,A,compresseur,0
83.45,3.34,29.32,3.82,9.45,11,546,17,222.33,54.16,C,convoyeur,1
73.27,1.49,48.59,4.74,9.56,9,504,14,720.17,85.83,C,compresseur,0
93.56,8.33,73.36,8.06,10.66,16,418,10,300.43,23.03,A,pompe,1
66.08,6.94,30.89,9.45,4.93,8,461,9,705.18,19.93,C,compresseur,0
77.85,4.3,25.96,7.9,17.3,18,602,14,602.65,48.05,C,convoyeur,1
67.15,17.0,17.44,1.77,20.8,5,522,3,501.52,90.41,B,convoyeur,1
84.8,12.93,14.08,6.62,7.12,6,58,13,806.75,40.48,A,pompe,1
50.13,2.71,76.67,8.42,12.91,4,111,2,737.15,50.79,A,pompe,0
35.11,0.41,77.49,4.61,4.75,6,434,11,198.42,26.38,B,compresseur,0
81.18,4.12,33.87,7.44,16.18,16,224,5,326.24,5.34,A,convoyeur,1
61.17,13.71,20.95,6.71,0.74,9,152,16,221.05,7.83,B,convoyeur,0
47.89,16.67,62.84,5.26,15.02,22,491,15,48.29,39.86,A,pompe,0
42.23,12.47,65.44,1.12,15.65,13,321,12,161.67,86.95,A,compresseur,0
69.87,14.31,11.08,2.99,4.67,,95,0,247.94,28.48,A,pompe,1
70.21,18.26,75.39,3.96,20.8,11,173,9,637.21,14.37,C,convoyeur,1
39.37,6.82,44.1,7.26,11.62,24,612,7,282.0,94.84,A,pompe,0
48.47,7.13,12.99,4.34,2.59,12,29,18,207.71,46.96,A,convoyeur,0
67.31,11.37,82.4,3.3,9.0,7,155,0,263.25,16.52,B,convoyeur,1
58.16,8.55,18.52,8.66,13.02,5,425,1,101.82,2.43,B,convoyeur,0
65.05,10.96,47.54,5.78,6.95,0,415,0,58.54,66.18,C,pompe,1
36.44,13.01,63.91,7.99,16.15,15,695,15,98.51,14.34,C,convoyeur,0
88.9,,65.91,3.36,8.27,4,488,14,372.83,95.33,C,pompe,1
83.15,9.23,36.45,3.43,3.95,12,459,17,165.92,0.92,C,compresseur,1
60.45,5.33,79.56,2.13,3.37,23,430,5,573.45,80.37,C,pompe,0
42.76,7.11,74.0,6.96,14.44,12,459,17,652.87,17.84,A,compresseur,0
45.66,15.0,19.67,4.38,16.37,7,508,0,429.96,2.41,B,convoyeur,0
85.39,14.55,78.38,7.07,8.72,2,385,0,822.11,24.84,C,pompe,1
55.74,3.13,15.89,5.69,5.48,5,,12,215.51,71.61,C,compresseur,0
55.55,16.78,63.34,9.3,1.27,5,206,5,315.8,55.44,B,convoyeur,1
71.62,12.21,69.91,5.41,16.29,"20,00",256,18,422.54,22.09,A,convoyeur,1
68.87,,64.89,6.89,19.15,5,620,4,167.59,29.43,B,compresseur,1
76.81,9.88,83.92,6.5,19.46,22,365,14,806.8,13.24,C,convoyeur,1
58.04,4.39,56.63,1.15,3.59,8,594,3,179.64,40.11,C,compresseur,0
37.26,0.35,28.34,8.33,11.47,7,609,10,412.65,6.27,C,compresseur,0
56.37,17.86,82.66,8.77,19.55,24,328,17,440.28,25.12,A,pompe,1
69.83,6.38,36.82,5.04,7.66,23,146,10,450.78,8.47,C,convoyeur,0
65.45,11.68,27.51,3.82,15.92,13,434,5,784.28,7.83,C,pompe,1
73.17,0.63,25.11,1.84,16.86,2,516,1,210.55,47.0,A,pompe,0
41.95,17.4,44.41,7.15,2.13,7,451,16,649.38,91.53,C,pompe,0
35.68,7.47,21.16,9.2,7.01,3,32,17,69.97,,C,pompe,0
41.19,18.44,69.53,3.27,8.69,14,380,11,599.73,43.28,C,compresseur,0
72.94,17.36,91.56,8.21,21.06,21,418,7,170.49,26.52,C,compresseur,1
43.16,10.13,10.82,5.77,8.81,16,94,11,439.98,59.4,B,convoyeur,0
79.0,16.71,39.6,6.52,19.38,25,400,14,368.16,51.81,B,compresseur,1
71.46,8.37,29.37,2.43,8.1,9,432,17,738.47,8.41,C,pompe,1
67.43,15.75,52.31,7.36,5.16,12,617,4,53.39,61.49,C,convoyeur,1
83.48,9.18,70.17,5.83,10.51,22,343,17,405.53,31.87,A,pompe,1
83.69,7.22,71.62,8.28,19.89,2,711,4,689.93,3.46,B,compresseur,1
46.1,4.53,33.91,6.46,3.99,3,527,18,26.42,83.94,C,compresseur,0
57.73,7.5,44.99,5.35,14.71,18,577,9,535.24,66.46,B,pompe,0
36.78,2.58,26.5,5.42,16.95,0,564,14,362.47,97.37,B,convoyeur,0
88.59,17.19,54.79,9.5,21.87,18,106,17,285.1,6.89,A,convoyeur,1
66.99,6.6,60.61,2.86,21.3,6,498,0,442.66,23.28,C,pompe,0
71.15,6.42,16.72,1.5,14.32,2,187,13,373.13,63.34,B,pompe,0
79.01,17.15,38.8,6.02,13.28,16,688,3,713.9,74.36,C,convoyeur,1
52.66,17.42,"38,66",4.86,20.92,16,198,10,792.53,7.08,C,pompe,0
37.45,5.55,24.64,8.33,10.09,18,463,9,290.74,24.49,B,compresseur,0
57.68,0.93,70.64,4.54,1.87,8,700,13,150.4,44.62,A,convoyeur,0
49.84,3.01,75.82,0.99,11.27,11,303,13,657.76,63.54,A,compresseur,0
90.93,17.46,34.08,5.65,15.14,24,92,17,656.48,13.42,A,convoyeur,1
65.47,1.11,68.47,3.95,20.64,5,393,1,22.74,68.82,B,pompe,0
68.95,7.69,55.84,1.77,5.24,20,532,7,442.56,34.97,B,compresseur,1
64.53,5.02,85.81,2.19,2.82,6,452,9,731.32,17.1,C,convoyeur,0
63.07,12.4,60.3,2.82,11.45,12,372,18,192.84,21.25,A,convoyeur,1
93.34,10.93,28.76,9.16,10.64,2,634,4,467.85,94.06,B,pompe,1
77.16,3.79,36.27,6.54,13.76,1,693,17,321.63,44.16,A,pompe,1
42.59,12.02,NA,8.76,15.6,18,101,15,115.46,50.88,A,convoyeur,0
70.66,17.85,87.04,7.71,14.97,11,454,1,671.66,73.5,C,compresseur,1
56.66,15.72,67.15,3.8,10.74,3,437,5,93.05,90.65,C,convoyeur,1
83.59,1.26,37.1,3.74,17.24,20,410,12,532.91,3.63,C,pompe,1
89.65,17.74,90.38,3.02,21.22,24,500,2,44.54,65.77,A,convoyeur,1
72.83,14.42,37.44,2.08,13.91,13,90,5,763.15,21.5,B,compresseur,1
45.15,6.02,63.72,0.96,21.04,5,720,3,440.59,88.29,C,compresseur,0
88.69,15.53,22.54,8.75,18.54,1,437,8,762.21,3.11,A,convoyeur,1
60.61,1.76,30.67,5.27,6.4,13,717,2,343.81,96.27,C,compresseur,0
81.64,16.02,91.72,8.17,16.49,5,559,16,79.99,4.63,C,pompe,1
42.63,14.39,74.31,6.29,11.77,25,204,7,426.38,95.65,C,compresseur,0
48.19,4.6,76.79,6.59,9.51,12,15,16,638.07,44.45,B,compresseur,0
94.97,3.84,15.07,1.47,14.16,14,77,16,637.24,227.98,B,convoyeur,1
43.74,11.11,56.94,5.33,5.01,14,673,14,571.99,70.87,C,pompe,0
70.14,14.19,62.25,7.91,20.85,0,265,12,560.63,72.08,B,compresseur,1
42.56,12.94,16.27,8.78,9.39,20,293,8,140.41,27.25,A,convoyeur,0
75.03,16.32,66.38,5.47,4.59,13,410,0,832.98,47.17,A,convoyeur,1
77.49,15.09,64.94,8.53,11.99,16,213,11,496.95,38.74,B,compresseur,1
85.83,13.14,20.69,5.43,12.93,5.38,398,11,73.81,71.32,C,convoyeur,1
38.99,5.66,56.51,2.32,4.72,16,383,2,599.59,84.16,B,convoyeur,0
67.32,11.32,20.78,4.94,19.98,25,48,4,603.65,96.67,A,convoyeur,1
42.36,17.5,44.44,2.06,21.13,9,36,17,341.43,15.63,C,compresseur,0
82.48,2.27,58.89,1.5,16.19,22,15,7,392.36,78.94,A,compresseur,1
69.75,6.75,73.4,5.14,20.89,7,16,18,72.52,25.64,A,pompe,1
38.41,8.53,79.19,8.36,9.24,23,220,13,723.38,32.98,B,convoyeur,0
82.35,5.84,38.48,4.21,18.44,8,365,10,658.26,96.46,A,compresseur,1
66.8,1.39,17.25,5.13,6.93,14,316,16,510.93,94.74,B,convoyeur,0
78.93,11.91,56.11,5.93,15.62,24,285,15,583.42,48.22,B,convoyeur,1
71.24,12.52,23.11,0.98,13.01,3,562,11,698.96,65.19,B,pompe,1
64.74,13.14,30.76,9.48,7.99,23,197,14,541.08,35.31,C,pompe,1
82.14,14.07,10.88,8.22,16.45,4,487,2,148.24,64.44,B,pompe,1
64.14,8.92,75.18,8.49,6.55,23,381,10,920.46,93.1,B,convoyeur,1
58.02,2.0,25.52,5.19,21.55,16,84,5,628.21,60.75,C,pompe,0
42.63,3.04,21.27,3.76,18.27,9,119,4,14.82,31.71,A,convoyeur,0
67.41,15.83,16.66,4.79,5.24,20,518,3,515.76,61.26,A,convoyeur,1
68.7,13.38,23.53,8.13,20.92,4,305,17,385.56,41.04,A,compresseur,1
87.34,7.11,25.84,3.65,19.59,1,481,7,739.01,47.66,C,compresseur,1
90.59,4.19,35.24,9.09,12.8,14,285,5,73.29,42.24,A,compresseur,1
56.55,3.39,70.21,3.67,4.04,12,116,8,703.29,91.59,B,compresseur,0
93.39,10.69,70.98,4.2,5.83,25,205,18,42.97,86.7,A,pompe,1
85.71,0.53,44.71,9.13,10.51,13,192,6,450.23,20.84,A,pompe,1
81.18,11.46,81.5,1.75,20.31,19,441,10,53.18,94.68,C,pompe,1
86.51,17.26,14.0,4.82,20.77,7,637,1,714.71,44.17,B,convoyeur,1
68.01,12.05,43.72,9.22,7.32,20,235,10,183.68,0.93,B,compresseur,1
63.15,8.86,71.5,2.82,14.68,12,482,16,693.25,50.4,A,pompe,0
77.93,3.15,66.56,4.06,16.58,12,716,5,608.58,18.73,A,convoyeur,1
82.76,3.01,88.73,8.98,18.96,17,217,13,662.3,53.53,B,compresseur,1
