age,revenu_annuel,anciennete_emploi_mois,montant_credit,duree_credit_mois,taux_endettement,nb_credits_actifs,historique_impayes_24m,score_bureau,ratio_utilisation_cartes,nb_enfants,logement,defaut
26,85620.99,214,16861.46,32,0.218673,1,5,667,0.91,0,proprietaire,1
23,51961.26,117,24775.05,77,1.399151,2,11,711,0.82,3,proprietaire,0
52,25740.89,84,25538.87,24,0.332694,7,10,437,0.42,0,locataire,1
58,,79,37812.81,18,0.22383,4,12,457,0.01,2,famille,0
62,41945.55,127,30185.71,51,0.468678,4,6,611,0.36,1,locataire,0
65,60667.78,24,37877.26,47,0.495673,6,1,669,0.89,1,proprietaire,0
45,82974.76,237,20673.23,71,0.191841,7,1,718,0.6,6,famille,1
34,26203.96,75,28579.19,76,0.565619,4,11,531,0.47,0,proprietaire,0
40,81940.6,39,22630.47,19,0.539471,3,0,484,0.13,4,famille,1
61,41961.06,236,9795.85,19,0.27456,5,2,459,0.75,2,locataire,0
45,78850.33,183,19839.39,77,0.662677,5,8,601,0.38,0,famille,0
63,65680.3,6,25678.31,43,0.646487,2,,424,0.26,3,proprietaire,1
25,64976.93,170,4281.8,22,0.615255,4,2,718,0.15,0,locataire,0
59,83477.73,60,41678.08,64,0.268607,7,5,450,0.88,3,famille,1
58,29591.47,154,40915.23,84,0.467134,2,9,473,0.96,5,famille,1
54,31260.16,227,34224.15,51,0.192469,5,2,481,0.82,1,locataire,1
68,50564.92,209,15656.88,12,0.506328,0,3,656,0.22,1,proprietaire,0
31,35168.98,88,3286.18,54,0.161261,1,5,470,0.97,0,famille,0
43,26049.12,159,12523.49,29,0.216697,3,6,707,0.6,3,proprietaire,1
51,91344.89,43,3367.74,27,0.385676,4,4,690,0.9,4,proprietaire,0
45,NA,64,4062.27,75,0.39153,0,9,722,0.51,0,famille,0
36,42782.81,173,40051.2,40,0.719631,5,11,626,0.24,5,locataire,1
49,52618.81,130,30177.1,59,0.168529,2,12,445,0.38,3,proprietaire,0
64,51019.08,148,24825.42,12,0.524014,7,11,725,0.46,4,famille,0
65,69404.89,14,36290.09,82,0.442823,3,5,530,0.38,4,proprietaire,0
32,81070.28,203,28886.5,46,0.542105,6,8,747,NA,0,proprietaire,0
47,40131.63,52,40128.47,38,0.391224,2,2,789,0.33,1,locataire,0
22,94390.47,85,26758.28,18,0.521953,5,12,723,0.74,6,famille,0
48,79553.55,176,12117.71,28,0.180712,4,7,421,0.68,4,locataire,1
62,23593.02,6,8920.69,53,0.597006,5,7,790,0.48,2,proprietaire,0
38,66366.2,223,44299.58,40,0.477303,4,0,600,0.01,1,locataire,0
43,17787.18,211,43161.78,31,0.316157,0,35.24,434,0.11,3,locataire,1
55,93608.11,23,12082.68,40,0.249346,7,5,587,0.02,0,locataire,0
43,47311.75,239,18130.68,15,0.101057,4,6,687,0.09,1,famille,0
22,74301.07,29,10420.77,22,0,5,12,738,0.67,3,locataire,0
56,59534.43,240,41257.72,59,0.0628,4,8,817,0.32,1,locataire,0
34,49632.09,47,34431.78,10,0.46942,3,11,515,0.61,NA,famille,0
41,45914.77,239,27255.29,7,0.565801,5,1,690,0.79,5,proprietaire,0
50,61657.11,66,26856.02,63,0.376407,4,6,429,0.23,5,locataire,1
55,"53697,74",116,17362.27,48,0.674927,6,2,618,0.02,4,proprietaire,0
24,93125.66,5,26455.47,22,0.488574,6,0,674,0.98,1,proprietaire,1
44,52574.65,24,8320.16,76,0.449755,6,2,678,0.91,5,proprietaire,0
24,39218.2,93,14921.65,13,0.38429,5,0,469,0.89,1,locataire,1
59,27090.43,40,21678.41,14,0.544906,7,9,745,0.19,3,famille,0
33,30341.83,62,30411.07,27,0.693209,0,0,505,0.66,4,famille,1
61,32925.98,41,11747.44,81,0.358578,2,1,815,0.17,2,proprietaire,0
32,57191.2,9,2403.18,31,0.585302,1,7,524,0.89,2,famille,0
37,75725.88,52,22441.63,68,0.457873,2,1,444,0.06,0,locataire,0
38,84728.89,203,3712.51,51,0.344943,6,12,628,0.32,1,famille,0
67,47663.1,135,38961.05,78,0.67967,7,1,533,0.32,6,famille,1
29,89148.07,42,6006.61,63,0.342019,2,9,444,0.06,0,proprietaire,0
28,66865.23,196,27718.8,27,0.059535,1,10,430,0.49,0,locataire,0
65,87848.6,15,23717.85,7,0.402173,2,8,684,0.93,4,locataire,0
54,27553.84,220,15282.15,44,0.774493,1,9,618,0.95,2,famille,1
40,83701.13,134,25672.57,57,0.431061,6,8,496,0.77,6,locataire,1
24,53417.06,124,26140.37,40,2.31984,2,4,564,0.84,3,locataire,1
57,86713.07,129,41757.71,39,0.409962,0,2,601,0.5,5,proprietaire,0
27,43560.87,50,19518.68,76,0.530013,0,12,484,0.92,1,famille,0
63,91190.05,169,13393.5,80,0.216599,6,5,710,0.84,0,famille,0
62,78106.04,177,41673.84,25,0.658902,6,4,791,0.01,2,proprietaire,0
55,39251.8,198,9716.69,21,0.411475,1,2,526,0.02,6,proprietaire,0
63,71573.15,78,34547.26,72,0.614995,1,3,792,0.6,3,locataire,0
62,39075.31,192,16978.81,43,0.260638,0,2,404,0.62,5,famille,1
43,56576.95,36,22445.97,66,0,1,10,568,0.33,5,proprietaire,1
53,36596.28,88,19575.7,65,0.087647,3,7,815,0.52,1,proprietaire,1
28,34557.04,153,13769.0,45,0.583097,3,2,478,0.56,4,proprietaire,0
63,33728.27,81,36982.47,68,0.535547,1,11,807,0.16,5,proprietaire,0
67,73789.84,65,10710.88,78,0.032034,5,1,566,0.49,2,famille,0
46,24563.86,187,37719.67,53,0.601327,0,0,806,0.1,3,locataire,0
64,44105.84,3,26127.71,75,0.535162,7,2,548,0.79,0,locataire,1
62,56327.28,196,34168.21,55,0.305864,0,0,796,0.13,2,famille,0
48,74936.34,141,21860.27,66,0.434765,4,1,674,0.92,4,famille,1
63,88891.19,133,34781.75,81,0.497846,2,11,671,0.68,1,proprietaire,1
67,74591.22,200,32281.98,54,0.503856,1,11,743,0.46,1,proprietaire,0
29,64513.74,55,27693.62,31,0.059772,7,1,637,0.38,5,proprietaire,0
58,15635.36,29,38621.03,80,0.468373,7,8,781,0.24,0,locataire,0
60,81483.1,205,42263.4,77,0.175344,1,4,793,,5,famille,0
45,52339.75,79,17865.91,71,0.082201,5,9,704,0.34,4,famille,0
62,27473.66,234,30771.23,41,1.201713,6,3,446,0.06,3,proprietaire,1
23,70308.67,29,44761.83,56,0.047662,2,8,751,0.3,2,NA,0
23,77329.79,135,35250.1,84,0.464072,1,5,804,0.66,1,famille,0
42,79909.05,58,41078.02,32,0.516505,5,9,495,0.9,4,famille,1
45,64358.34,93,37699.55,13,0.173876,2,10,555,0.2,1,proprietaire,0
33,82400.8,148,33857.67,75,0.118542,2,11,648,0.87,1,famille,0
67,55782.32,106,44097.16,79,0.432031,7,0,529,0.06,2,locataire,0
52,65754.18,89,38025.75,22,0.762559,0,2,721,0.69,3,locataire,0
59,58628.05,57,5380.69,27,0.206943,24.84,0,539,0.09,1,proprietaire,0
56,72677.0,96,15431.88,74,0.270957,1,7,538,0.58,2,locataire,0
44,59096.73,236,43185.95,12,0.579548,6,0,662,0.56,6,proprietaire,1
30,29996.05,10,14219.82,65,0.128095,0,0,691,0.34,5,proprietaire,0
58,92087.44,NA,19764.51,43,0.509668,4,7,479,0.47,3,famille,0
24,55094.99,55,3667.01,28,0.288424,2,5,550,0.47,2,proprietaire,0
24,343805.2,203,26144.64,21,0.037206,4,5,448,0.88,3,famille,0
23,26566.16,8,24961.53,11,0.117389,2,0,663,0.24,NA,locataire,0
62,54671.66,16,8582.65,69,0.600458,1,3,615,0.2,4,proprietaire,0
23,37994.13,162,5301.07,22,0.072262,0,0,819,0.53,3,famille,0
38,16576.32,12,,67,0.172611,1,2,706,0.14,4,locataire,1
22,49240.89,64,18646.62,38,0.543913,2,1,526,0.99,5,famille,0
61,65500.51,185,22245.63,37,0.346543,7,1,718,0.38,6,famille,0
49,73675.14,64,46851.61,9,0.628608,2,10,628,0.24,2,locataire,0
46,91925.81,131,39922.89,29,0.329428,2,6,460,0.74,6,famille,1
67,20356.7,97,23228.84,9,0.748918,1,6,598,0.3,3,famille,0
48,86632.57,123,19324.48,11,0.386175,1,7,401,0.28,0,locataire,0
60,31734.73,148,21112.93,53,0.553587,6,9,662,0.62,3,proprietaire,0
25,42249.03,212,10386.74,50,0.611179,6,12,421,0.41,6,proprietaire,1
48,79619.59,71,18270.18,63,0.014409,0,4,746,0.24,1,famille,0
26,38399.72,107,28139.86,48,0.359264,4,2,538,0.62,0,locataire,1
55,72044.68,24,13240.92,59,0.242586,1,2,523,0.9,0,locataire,1
64,61201.9,12,24315.72,18,0.438798,3,5,792,0.04,0,locataire,0
25,83770.76,108,43696.06,52,0.188312,1,3,689,0.7,2,locataire,0
46,52428.89,159,17551.62,68,0.276496,5,3,692,0.15,6,famille,0
29,29446.78,142,17323.14,51,0.623219,7,6,659,0.89,6,proprietaire,0
58,49178.41,43,9684.89,66,0.688317,1,7,406,0.59,2,proprietaire,0
28,39964.6,92,11369.88,15,0.517477,7,6,755,0.01,5,locataire,0
27,19514.0,86,5846.82,74,0.260087,1,3,437,0.14,2,locataire,0
63,27101.46,138,21587.28,31,0.391066,0,3,664,0.35,4,,0
30,34427.76,194,33302.21,61,0.261879,6,8,813,0.39,6,locataire,0
26,94314.16,121,43127.35,39,0.364387,7,12,613,0.65,3,locataire,0
67,87634.26,97,26326.94,83,0.398364,1,5,507,0.41,0,locataire,1
30,16914.44,94,34800.85,52,0.400375,7,11,566,0.33,1,famille,1
50,72734.63,85,11741.01,39,0.253146,7,11,537,0.87,0,locataire,0
67,74467.18,215,32384.96,81,0.591292,2,12,480,0.24,4,proprietaire,0
64,31931.99,5,11605.46,64,0.192302,0,1,748,0.01,5,locataire,0
67,63322.04,10,41093.12,40,0.390604,1,5,752,0.12,3,famille,1
25,30344.51,71,10208.28,13,0.173234,4,12,679,0.49,4,proprietaire,0
54,29709.87,94,19586.11,51,0.112253,1,9,701,0.01,0,proprietaire,0
43,26596.24,48,24990.26,28,0.319406,0,0,738,0.39,1,locataire,0
30,62381.53,217,26499.79,35,0.114681,2,10,462,0.52,2,famille,0
32,61577.15,126,8810.54,26,0.327613,3,0,643,0.38,6,proprietaire,0
,45392.54,133,42091.09,78,0.547041,5,11,508,0.76,6,locataire,1
22,79439.91,192,31416.06,13,0.668708,7,9,616,0.36,1,famille,1
24,69626.46,165,39147.31,20,0.855919,2,3,464,0.88,6,proprietaire,1
51,73351.95,193,31145.8,30,0.141411,4,4,794,0.41,2,locataire,0
40,89954.83,71,34141.49,45,0.204944,2,2,718,0.06,6,proprietaire,0
24,45796.83,201,20367.08,33,0.946472,1,1,539,0.42,4,locataire,0
54,18107.6,169,29054.81,59,0.334908,0,0,798,0.82,3,locataire,0
22,86324.6,113,7216.83,69,0.733551,7,12,621,0.08,5,famille,0
36,19676.6,164,33219.0,58,0.685411,7,3,527,0.45,2,famille,0
28,59484.79,100,7288.71,61,0.360759,1,7,651,0.46,6,proprietaire,0
39,87865.2,213,14131.68,72,0.499944,0,5,563,0.93,NA,famille,0
65,32908.13,90,44456.07,67,0.475644,6,2,452,0.23,2,locataire,0
22,86868.53,228,10912.99,55,0.578003,7,7,774,0.67,0,famille,0
39,14612.52,148,19611.01,19,0.307665,2,4,521,0.61,5,famille,0
25,25699.42,86,1003.5,42,0.162353,1,1,515,0.58,2,proprietaire,1
55,94011.02,46,34602.01,23,0.0154,5,12,512,0.35,6,locataire,0
54,42611.63,78,20983.3,55,1.048289,0,9,536,0.08,1,famille,1
42,81786.95,91,27112.96,32,0.765675,4,9,NA,1.0,3,locataire,1
68,43666.51,153,21180.87,66,0.731248,2,7,574,0.35,2,locataire,0
29,79852.06,54,27432.37,78,0.238929,4,6,477,0.19,3,famille,1
26,46182.47,139,5686.85,74,0.435049,4,3,727,0.51,1,famille,0
40,72171.7,41,13141.85,63,0.456654,7,1,757,0.74,0,locataire,0
68,53670.45,13,44324.49,49,0.006812,5,12,742,0.71,4,proprietaire,0
66,60901.28,144,32377.99,35,0.521149,0,12,507,0.84,5,locataire,0
68,55608.17,71,1482.55,47,0.211483,3,9,654,0.53,6,locataire,0
62,14102.63,130,2908.44,29,0.363602,7,3,532,0.37,0,locataire,0
67,74555.42,231,11572.26,42,0.661822,1,8,718,0.17,4,famille,0
58,52471.07,0,26664.17,62,0.250902,3,2,485,0.24,3,locataire,0
35,16432.32,240,38600.04,28,0.715724,7,2,,0.96,3,proprietaire,0
22,75751.51,189,3943.78,83,0.185877,1,6,745,0.32,4,famille,0
30,88581.39,100,18232.69,42,0.542944,7,6,567,0.93,5,famille,0
59,72295.67,170,7824.28,76,0.2504,7,11,793,0.61,1,locataire,0
28,60028.38,214,23475.47,61,0.686502,5,8,469,0.31,2,proprietaire,1
27,36297.88,69,30279.49,76,0.238142,4,6,472,0.23,0,famille,0
41,53317.59,55,27007.57,34,0.617059,7,11,578,0.11,0,proprietaire,0
51,21313.19,73,30991.21,70,0.533419,2,2,436,0.02,1,proprietaire,0
22,53197.91,90,11593.79,80,0.146597,7,2,523,0.39,4,proprietaire,0
39,69737.77,117,21122.23,81,0.348394,3,11,500,0.01,6,famille,0
39,47950.74,65,36960.54,77,0.155415,7,1,736,0.76,6,proprietaire,0
34,32632.19,140,42297.36,81,0.406503,6,9,648,0.73,0,proprietaire,0
50,65709.26,170,19661.53,52,0.701686,3,12,804,0.11,4,locataire,0
59,26085.15,21,36950.58,49,0.401175,4,4,781,0.8,3,locataire,0
38,71182.44,189,36043.43,61,0.31233,7,8,760,0.49,3,proprietaire,0
37,27128.02,36,22086.78,56,0.609748,5,11,486,0.06,2,famille,0
59,36595.41,204,20423.35,67,0.497274,1,9,675,0.04,1,locataire,0
49,82938.59,24,10398.73,31,0.537627,2,9,473,0.84,4,famille,1
53,40962.65,179,7164.31,14,0.206854,6,7,586,0.88,5,famille,0
41,42075.9,20,8450.98,61,0.377738,3,8,619,0.06,0,locataire,0
41,43554.51,208,44634.04,54,0.160862,0,6,716,0.69,6,locataire,0
47,38838.87,135,7371.04,49,0.520508,2,10,681,0.2,4,proprietaire,0
26,16407.14,44,18277.69,53,0.878667,7,5,455,0.03,3,locataire,0
67,28131.68,64,27021.16,77,0.095882,7,3,420,0.43,0,proprietaire,1
33,28742.14,51,40133.25,33,0.340939,7,71.52,617,0.5,2,locataire,1
50,14957.9,82,27628.09,59,0.538376,0,8,712,0.49,0,famille,0
36,33758.64,137,25685.47,44,0.479724,0,4,437,0.71,4,locataire,0
50,20792.64,82,19762.58,16,0.6544,6,1,495,0.06,0,proprietaire,0
26,88854.29,9,15963.54,13,0.638847,3,0,646,0.86,3,locataire,0
46,70142.26,207,9038.35,26,0.613468,2,3,615,0.94,4,proprietaire,0
30,56952.97,215,41959.77,45,0.683986,1,0,589,0.41,3,proprietaire,1
39,89742.03,223,4276.44,52,0.521115,3,3,693,0.09,3,proprietaire,0
27,25115.42,113,7077.7,16,0.423714,5,1,786,0.81,3,locataire,0
30,79164.25,239,44112.89,49,0.564479,5,7,401,0.75,1,famille,1
38,24160.31,25,25363.9,67,0.447578,0,5,404,0.34,2,locataire,0
33,81702.38,122,36237.98,45,0.53781,5,12,716,0.09,5,locataire,0
45,44623.09,239,12383.36,62,0.200978,7,12,523,0.97,4,famille,0
46,26683.03,189,34204.04,18,0.362456,1,12,617,0.22,5,famille,0
65,NA,192,1562.59,25,0.191114,1,6,506,0.1,6,proprietaire,0
52,22369.95,42,25070.13,34,0.612187,1,5,616,0.32,5,locataire,1
39,83464.56,163,26218.37,46,0.139947,0,3,639,0.75,4,famille,0
44,75327.18,235,3568.16,36,0.236992,4,3,544,0.58,2,famille,0
22,32677.62,79,23740.88,65,0.563169,0,3,629,0.72,3,locataire,0
61,63236.79,168,9268.21,29,0.235776,3,12,766,0.49,1,famille,0
29,83524.75,85,15320.98,17,0.462507,2,9,627,0.53,1,locataire,0
56,38220.34,233,29400.61,72,0.64866,4,8,460,0.79,5,famille,1
36,76853.79,163,23758.98,65,0.062361,3,3,787,0.41,2,locataire,0
24,33431.7,193,39662.09,46,0.787028,0,1,537,0.14,0,proprietaire,0
38,38526.07,44,13258.11,20,0.590676,6,6,624,0.95,5,locataire,0
49,23056.82,189,37050.85,18,0.790234,1,5,511,0.53,1,locataire,1
38,69374.32,140,22114.12,64,0.441305,7,3,615,0.82,0,locataire,0
315.94,36445.69,86,42530.92,76,0.442815,4,5,564,0.88,0,locataire,1
47,52659.45,126,37552.64,30,1.355857,5,1,745,0.05,5,famille,0
60,27667.09,67,35155.43,23,1.073033,2,5,497,0.31,1,famille,1
27,22397.68,34,2829.18,84,0.221518,7,1,622,0.53,1,famille,0
64,68398.99,191,24868.41,51,0.346537,3,10,569,0.07,4,locataire,1
41,19300.01,128,20343.47,53,0.55891,5,3,612,0.93,4,famille,0
49,44181.1,76,7119.79,79,0.167712,0,0,704,0.21,2,proprietaire,0
63,23153.02,178,13980.29,28,0.240471,5,1,776,0.88,1,locataire,0
45,22039.74,198,5162.82,29,0.423846,2,0,816,0.97,1,famille,0
25,77638.12,72,29021.92,23,0.05871,4,12,756,0.44,3,famille,0
51,92649.57,36,35424.6,45,0.769778,0,2,642,0.55,0,locataire,0
32,50710.41,217,41149.12,61,0.410201,5,11,759,0.74,6,proprietaire,0
57,20878.9,69,27712.13,34,0.215884,5,3,419,0.79,2,famille,0
30,89008.23,47,11629.7,52,0.289389,5,4,679,0.21,0,locataire,0
28,23329.35,119,12056.51,49,0.524089,4,12,502,0.65,4,proprietaire,0
58,76412.93,16,37709.71,25,0.21972,1,5,450,0.6,,famille,0
57,67949.96,129,13916.42,15,0.703314,0,2,528,0.88,3,locataire,0
24,93585.23,68,7107.15,31,0.269065,4,6,801,0.11,4,proprietaire,0
61,19043.58,26,16283.2,45,0.639521,1,11,651,,1,locataire,0
36,50593.01,211,36673.12,66,0.34277,3,4,548,0.57,2,locataire,0
30,77370.49,80,27913.5,69,0.429694,4,0,417,0.19,1,locataire,0
67,94171.22,220,27266.53,8,0.195008,5,12,,0.21,2,proprietaire,0
42,55684.9,230,9715.37,74,0.281322,5,4,607,0.94,,proprietaire,1
48,29618.93,50,33709.22,21,0.249505,0,12,579,0.36,4,locataire,1
54,94197.02,222,13714.98,32,0.582205,0,9,780,0.23,6,proprietaire,0
44,35541.08,13,14591.04,20,0.459185,2,8,453,0.27,0,famille,0
28,21013.48,31,42199.02,53,0.409302,3,4,755,0.71,0,proprietaire,0
39,52260.74,234,6570.07,39,0.338395,4,2,624,0.07,2,famille,0
38,77736.38,150,7204.97,50,0.257608,3,5,434,0.75,1,famille,1
31,18611.35,3,34192.25,59,0.298567,6,3,547,0.04,5,locataire,1
41,25683.31,135,3010.45,33,0.287616,2,0,580,0.27,4,locataire,0
39,45337.0,26,42580.6,30,0.273706,4,6,460,0.1,2,proprietaire,0
35,88354.49,47,5100.99,13,0.248551,1,10,704,0.12,6,famille,0
31,85177.74,118,39844.38,59,0.411981,7,7,806,0.94,6,locataire,0
57,87637.13,38,30439.65,71,0.5659,0,6,735,0.62,5,locataire,0
33,51355.94,22,12731.35,19,0.496261,4,7,659,0.71,0,locataire,0
56,16957.71,60,38958.64,25,0.510999,3,11,701,0.72,3,locataire,0
68,68556.65,133,33249.28,69,0.54368,2,5,558,0.45,4,famille,0
44,17426.23,41,19065.38,26,0.602827,1,7,759,0.26,4,famille,0
34,35304.68,70,30893.47,68,0.512776,2,1,527,0.51,6,proprietaire,0
23,36960.4,196,21407.58,12,0.699483,4,0,571,0.36,0,famille,0
57,31307.84,103,4502.99,48,0.50899,1,0,460,0.14,0,proprietaire,0
55,15550.92,66,23773.07,13,0.666299,2,1,561,0.55,2,famille,0
66,38632.26,136,28208.63,77,0.328846,1,1,613,0.13,5,famille,1
45,34533.81,90,19410.98,64,0.385319,2,7,493,0.3,0,famille,0
59,76183.05,209,19064.02,78,0.171986,2,10,501,0.9,5,locataire,0
24,15092.55,169,6774.77,65,0.122361,5,6,435,0.28,4,proprietaire,0
58,31027.88,33,16247.6,26,0.247936,1,9,422,0.65,5,famille,1
50,80418.75,185,44817.48,65,0.126051,6,8,613,0.51,4,famille,0
44,22378.49,41,4019.17,68,0.616725,,9,443,0.26,1,locataire,1
26,14730.99,146,19210.98,26,0.252484,4,6,694,0.17,2,proprietaire,0
57,28279.89,181,28712.56,54,0.080959,0,8,567,0.56,3,famille,0
54,34348.31,40,3244.08,37,0.509801,2,12,498,0.31,4,proprietaire,0
,33792.8,95,11128.84,35,0.64303,NA,7,525,0.65,6,famille,1
67,68467.79,148,39725.29,51,0.044187,4,11,683,0.43,3,locataire,0
45,90528.35,213,8164.51,26,0.217214,0,11,,0.29,0,locataire,0
57,78759.49,204,26130.98,43,0.709846,3,5,712,0.9,3,locataire,1
60,27253.95,200,21387.29,11,0.398507,2,2,729,0.82,5,proprietaire,0
57,48830.56,160,8203.42,6,0.564605,3,4,727,0.38,3,locataire,0
35,49225.94,43,33393.24,63,0.394234,4,1,482,0.77,4,locataire,1
53,80281.5,237,39875.7,59,0.511833,5,1,463,0.36,2,locataire,1
34,31514.72,232,37016.83,59,0.331793,3,12,759,0.15,5,locataire,0
50,58900.21,143,8230.5,44,0.485107,0,11,700,0.47,5,famille,0
66,49927.89,23,30652.95,55,0.411236,3,0,551,0.02,2,proprietaire,0
24,83437.99,9,22231.31,63,0.157441,3,8,598,0.21,2,proprietaire,0
36,60205.15,170,"33706,89",24,0.364248,2,8,757,0.53,0,locataire,0
282.75,49374.96,1,15872.57,46,0.282434,3,1,553,0.96,3,proprietaire,1
27,47629.88,65,2302.75,17,0.260625,2,9,554,0.6,1,locataire,0
39,47190.47,161,15969.97,9,0.500357,4,5,610,0.49,3,famille,0
35,21656.33,167,20921.63,56,0.711571,5,2,816,0.9,5,locataire,0
58,73586.74,123,11790.99,43,0.169452,4,7,506,0.09,2,locataire,0
57,65682.01,68,32433.32,23,0.312483,3,9,584,0.9,6,famille,0
47,72011.64,233,43613.45,73,0.660542,7,3,442,0.67,3,famille,1
46,82404.63,148,22497.97,71,0.35805,7,4,562,0.45,5,locataire,0
41,34657.6,98,23395.68,53,0.531902,2,11,530,0.99,0,locataire,0
27,18471.19,77,31304.19,41,0.605201,5,11,442,0.8,0,locataire,1
53,51396.04,129,26202.05,70,0.768275,0,1,481,0.65,3,locataire,1
28,35416.42,238,24032.52,78,0.352794,7,6,579,0.61,4,famille,0
52,94546.58,83,31497.03,42,0.271912,2,0,659,0.79,6,locataire,0
31,49887.9,179,18804.56,44,0.552091,3,4,545,0.68,2,proprietaire,0
59,83401.02,41,33217.05,59,0.195631,4,2,588,0.78,1,locataire,1
34,57104.82,5,39098.26,52,0.06369,1,12,720,0.57,2,famille,0
26,26747.25,210,5935.02,65,0.793338,7,10,594,0.28,1,locataire,0
39,90037.12,159,3019.3,14,0.211404,1,10,623,0.74,3,proprietaire,0
50,43696.21,137,6042.94,26,0.367092,6,1,781,0.85,6,famille,1
33,166755.56,87,18802.6,70,0.171597,1,11,617,0.29,3,famille,0
44,52370.92,174,24095.11,35,0.287745,1,2,787,1.0,6,famille,0
51,90636.24,96,42708.18,57,0.141989,6,10,624,0.17,4,proprietaire,0
26,92840.45,172,38855.39,34,0.290189,7,6,810,0.98,4,proprietaire,0
23,52733.28,90,10489.65,63,0.590681,7,12,769,0.39,1,locataire,0
26,51262.31,233,38292.36,46,0.613884,7,1,428,0.53,0,locataire,1
39,27322.17,193,4704.77,77,0.607403,5,10,800,0.16,5,locataire,0
63,34478.18,224,44008.96,17,0.39852,6,0,718,0.09,4,locataire,0
37,38088.64,202,42477.61,63,0.348231,7,8,677,0.08,0,proprietaire,0
36,55310.98,87,16451.65,36,0.392505,4,12,653,0.79,3,locataire,0
45,49811.66,174,19962.09,8,0.135868,2,12,777,0.32,4,proprietaire,0
67,28622.59,66,33193.1,28,0.090998,0,1,497,0.13,4,famille,0
65,34200.89,158,44322.53,81,0.479472,6,2,819,0.87,1,proprietaire,1
35,46087.75,157,28310.37,49,0.4682,0,3,432,0.96,3,locataire,0
53,14153.42,82,7530.67,75,0.330628,3,12,473,0.98,5,locataire,0
50,61893.43,50,1243.32,40,0.44304,5,6,621,0.77,1,famille,0
,82445.64,61,29655.72,54,0.333785,1,3,431,0.59,2,proprietaire,0
68,39045.64,0,8575.2,37,0.237801,5,10,431,0.3,6,famille,0
35,23526.12,175,30170.31,53,0.300539,2,5,716,0.59,3,famille,0
47,42213.58,240,16914.93,12,0.414055,4,3,442,0.46,5,proprietaire,1
26,17362.81,23,10116.59,63,0.119193,2,5,433,0.81,6,locataire,0
63,32808.28,9,39182.43,42,0.225268,1,0,634,0.42,0,famille,0
39,65156.0,76,43893.02,27,0.76087,3,2,405,0.9,0,famille,1
38,77533.65,16,31886.89,29,0.4074,1,12,759,0.97,5,proprietaire,0
40,44240.79,89,26919.14,63,0.374425,5,9,427,0.47,6,famille,0
42,15505.71,114,12922.02,24,0.517035,0,9,673,0.0,6,proprietaire,0
67,24107.71,225,12438.19,54,0.289077,0,11,589,0.91,3,locataire,0
26,50033.77,88,41120.24,18,0.735893,4,9,543,0.58,4,famille,1
44,21993.49,238,30350.88,62,0.08612,6,12,548,0.28,6,famille,0
60,66277.15,226,20433.27,65,0.201838,6,2,718,0.32,3,locataire,1
25,83867.02,111,10702.84,22,0.798128,6,7,450,0.27,0,proprietaire,0
28,71904.14,99,20293.68,21,0.251327,6,2,709,0.65,6,locataire,0
57,24816.24,82,37832.15,20,0.220957,2,5,422,0.8,3,proprietaire,0
60,33686.27,114,20283.17,8,0.428569,3,1,784,0.99,4,locataire,0
53,66383.51,62,18130.29,21,0.461952,3,3,438,0.8,6,proprietaire,0
25,39400.18,100,32700.29,49,0.414745,2,8,794,0.44,3,famille,0
67,75584.24,14,4624.75,71,0.250659,6,5,693,0.49,3,famille,0
40,35998.37,120,17386.53,16,0.186038,1,7,533,0.53,3,proprietaire,0
26,71267.4,6,1680.24,71,0.247533,4,11,566,0.06,5,locataire,0
42,47820.94,144,20734.5,48,0.611641,7,7,773,0.86,2,proprietaire,0
64,18010.51,64,34846.5,17,0.529324,3,NA,417,0.4,5,famille,1
67,90146.78,228,3162.45,45,0.428643,2,10,452,0.51,3,proprietaire,1
52,73730.42,186,29906.35,23,0.616944,2,0,803,0.22,5,locataire,0
45,69707.36,82,3896.25,59,0.445911,4,6,521,0.81,2,proprietaire,0
64,91318.44,238,13251.79,47,0.446302,2,11,639,0.73,3,locataire,0
55,90857.1,230,13172.76,69,0.592894,4,6,527,0.73,5,locataire,1
32,62438.69,55,24019.96,53,0.3733,0,4,537,0.34,1,locataire,0
31,75246.92,30,19081.23,17,0.412424,5,11,707,0.77,6,locataire,0
48,56511.83,83,5502.04,72,0.118113,5,2,423,0.68,0,famille,0
42,29158.32,19,30579.36,14,0,4,11,737,0.68,6,proprietaire,0
36,35774.31,189,9558.4,41,0.474328,1,5,586,0.63,0,proprietaire,1
45,82081.48,166,29041.89,10,0.382795,6,3,620,0.25,3,proprietaire,1
63,52340.17,151,42914.28,77,0.704061,3,5,601,0.54,1,famille,1
67,68937.97,208,27814.61,50,0,5,4,442,0.17,4,famille,0
37,26023.18,108,13729.57,36,0.173409,1,4,558,0.16,0,proprietaire,0
64,21820.8,150,27027.69,81,0.221173,5,6,508,0.24,4,famille,0
61,21324.28,28,36810.25,22,0.611508,7,4,570,0.86,2,locataire,0
30,43275.05,174,3489.9,66,0.340786,0,10,504,0.73,4,famille,0
55,31024.2,130,41758.45,48,0.403044,1,2,430,0.73,2,locataire,1
55,74412.64,240,8811.64,6,0.570658,2,10,469,0.03,2,proprietaire,0
46,58187.47,66,33124.18,18,0.082125,4,1,733,0.68,4,proprietaire,0
