temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j
51.7,16.54,10.32,6.82,9.55,8,546,0,324.713874,95.35,C,pompe,1
71.92,15.0,91.58,9.24,21.13,21,613,NA,419.024339,78.37,C,convoyeur,0
94.36,8.56,60.71,5.76,14.01,24,300,13,574.936768,52.41,B,pompe,0
59.79,11.14,17.36,2.2,5.04,18,590,4,312.047452,27.11,B,compresseur,0
42.94,10.4,55.24,8.47,14.28,22,448,11,122.315871,23.49,C,,0
55.07,14.87,70.35,2.79,17.97,9,566,4,0,42.39,A,compresseur,0
56.41,9.28,86.85,8.03,18.14,21,6,2,0,28.69,C,compresseur,0
83.11,1.03,16.65,1.83,,24,655,13,288.041126,16.39,A,compresseur,0
38.11,5.81,71.27,7.95,16.1,1,154,18,617.724999,19.03,A,convoyeur,0
57.63,7.08,66.42,8.25,9.61,5,11,15,223.005254,76.75,C,compresseur,0
69.83,7.65,42.15,4.9,3.51,2,66,12,252.31536,22.89,A,compresseur,0
35.61,2.93,79.04,8.36,12.36,5,167,4,641.024894,42.39,C,pompe,0
77.65,9.42,22.27,4.75,6.37,9,519,11,654.207507,80.56,A,convoyeur,0
59.54,1.71,31.75,5.23,19.46,7,570,5,796.338961,8.07,A,convoyeur,0
57.68,3.01,41.57,3.15,16.37,20,529,NA,309.840147,67.3,A,pompe,0
86.64,3.68,45.41,4.64,4.94,25,152,0,294.784264,37.59,A,pompe,0
37.27,12.36,75.28,7.34,21.2,15,580,12,212.354519,9.92,B,compresseur,0
43.07,10.55,86.11,8.64,11.48,0,547,1,232.674854,57.22,A,convoyeur,0
71.42,13.36,84.09,3.23,15.22,9,11,1,96.593381,11.83,A,compresseur,1
75.82,7.29,35.39,3.9,20.01,14,309,4,3697.163828,63.71,A,convoyeur,0
91.02,6.26,20.04,5.32,14.02,13,384,2,346.150357,23.67,A,convoyeur,0
82.69,4.16,10.13,1.05,13.64,6,182,14,85.394561,15.6,C,convoyeur,0
90.58,16.46,38.1,3.33,13.15,6,90,11,242.407881,43.56,C,convoyeur,1
88.12,5.05,21.26,5.91,1.06,19,70,16,84.940326,39.04,B,convoyeur,0
36.3,13.3,70.2,5.16,21.02,14,42,1,250.019334,0.11,C,pompe,1
44.49,9.2,16.11,1.34,9.21,3,573,15,782.073897,54.51,A,convoyeur,0
74.97,10.1,37.32,6.33,15.09,3,650,3,191.39927,62.0,C,compresseur,0
55.47,7.43,59.52,3.55,2.95,15,109,7,519.700873,92.1,B,convoyeur,0
61.96,18.3,67.0,4.53,13.89,12,419,2,261.917482,39.48,A,pompe,1
59.59,12.09,62.77,8.35,14.94,19,512,14,468.799548,5.33,B,pompe,0
88.44,15.23,38.2,8.71,11.97,15,26,14,191.283237,89.63,B,pompe,0
78.57,0.3,55.04,8.04,16.32,3,235,2,550.324583,24.99,B,compresseur,0
36.24,6.23,76.15,6.61,10.05,13,117,3,351.761297,11.08,C,compresseur,0
70.99,12.84,82.06,7.66,20.96,23,508,13,138.745482,,B,convoyeur,1
58.38,0.19,40.9,1.59,16.15,13,706,17,277.69531,71.07,C,pompe,0
51.16,14.41,28.94,4.85,15.9,12,499,14,254.44388,11.83,A,pompe,0
51.78,14.54,12.81,0.88,12.97,9,336,3,564.944141,95.05,A,convoyeur,1
78.42,7.12,23.61,5.22,8.69,13,235,1,820.549782,76.07,C,pompe,0
62.93,6.41,82.02,2.04,9.79,22,540,13,781.800975,92.74,C,compresseur,0
83.51,11.38,80.87,0.96,14.09,0,638,13,867.798538,10.36,B,convoyeur,0
82.53,16.11,40.5,0.85,0.66,8,422,3,434.644556,77.7,A,pompe,0
73.6,0.46,16.0,8.99,11.63,20,659,2,244.549009,84.37,C,convoyeur,0
65.05,7.21,52.67,4.65,10.18,9,143,18,441.410676,79.26,A,compresseur,0
77.81,16.62,14.65,4.96,15.6,23,295,14,749.704507,49.02,B,pompe,1
86.69,3.5,50.14,8.94,18.82,1,704,8,438.628118,50.36,C,convoyeur,0
45.44,12.08,91.66,7.07,21.99,23,664,3,662.671969,17.21,B,convoyeur,0
57.79,6.71,81.93,5.67,16.93,3,728,0,477.896746,60.02,C,compresseur,0
74.82,14.74,11.63,1.21,4.88,13,299,5,16.798158,0.78,C,compresseur,0
48.62,1.71,83.65,6.45,11.97,4,424,17,231.168592,78.88,A,convoyeur,0
44.93,12.36,77.59,5.81,18.91,0,142,8,817.578735,26.77,B,compresseur,0
85.35,14.01,50.99,1.38,11.74,20,655,5,573.641453,27.79,B,pompe,0
79.1,12.71,79.65,6.99,5.89,21,308,14,368.065297,28.39,A,compresseur,1
37.75,11.61,84.43,8.45,7.99,8,196,"11,00",0,72.63,B,convoyeur,1
73.58,3.81,82.89,4.94,2.85,24,281,11,765.407714,51.69,A,convoyeur,0
88.41,2.49,70.35,4.1,13.69,"5,00",583,14,255.103077,17.75,C,pompe,0
82.62,17.93,33.38,1.23,14.75,21,267,10,560.761045,23.99,A,convoyeur,1
55.31,0.49,14.37,1.26,18.66,21,572,3,716.166819,49.0,A,pompe,0
37.66,5.81,60.46,4.99,7.12,16,152,0,591.691408,23.75,C,pompe,0
46.26,9.41,27.98,6.71,17.85,16,508,1,206.754727,49.14,B,pompe,0
65.46,18.32,26.3,8.91,1.14,0,385,14,859.057491,4.73,A,convoyeur,0
89.04,6.45,20.1,4.82,16.49,9,241,5,623.52771,60.31,B,convoyeur,0
85.22,9.05,10.25,5.18,4.02,16,80,17,661.714011,11.02,B,compresseur,1
80.36,11.3,54.71,6.42,18.72,8,264,15,857.073841,51.81,B,pompe,0
90.42,8.45,41.49,3.87,4.13,12,672,15,736.844604,92.63,B,convoyeur,0
71.83,8.05,62.68,4.82,7.43,7,531,8,577.632987,66.82,C,convoyeur,0
40.76,4.28,71.07,5.87,16.9,12,47,7,239.726875,31.89,B,convoyeur,1
92.35,18.5,37.59,0.85,15.94,6,508,17,274.6599,86.6,A,pompe,0
55.75,5.4,75.83,1.95,3.51,23,657,2,97.719545,87.34,A,convoyeur,0
67.77,4.89,47.39,3.92,12.54,21,414,12,457.338084,28.18,C,pompe,0
50.94,8.6,68.85,3.87,12.24,0,698,12,290.453605,55.59,A,compresseur,0
90.87,7.78,14.64,6.6,17.06,11,664,11,693.85214,57.7,C,compresseur,0
75.73,4.67,13.85,5.11,16.73,11,604,6,757.811421,17.05,C,pompe,0
88.06,10.76,73.69,2.5,2.14,,191,17,603.026036,56.25,C,convoyeur,1
53.27,9.3,23.48,1.98,14.42,15,76,18,305.983925,21.36,B,pompe,0
51.4,7.66,19.88,7.43,18.82,12,314,6,196.11054,92.51,B,pompe,0
55.95,6.39,12.45,4.89,18.32,2,NA,15,559.871769,2.25,C,pompe,0
52.64,15.25,57.1,1.84,13.44,2,665,13,489.320874,89.89,B,pompe,0
55.9,6.1,48.61,3.73,0.97,13,313,17,378.676262,69.82,B,compresseur,0
70.79,5.76,40.45,8.37,5.91,6,728,4,742.835509,88.52,A,compresseur,0
82.26,14.89,69.79,6.59,3.02,16,310,2,669.995047,41.48,A,compresseur,0
66.4,15.26,18.63,5.07,4.64,24,624,8,395.534065,58.86,A,compresseur,0
74.44,8.89,79.68,4.35,21.62,5,12,14,383.018503,54.69,B,compresseur,1
59.94,14.55,34.62,6.55,8.85,9,447,12,56.646551,53.51,A,compresseur,0
70.65,3.71,26.94,8.29,11.63,18,474,6,729.068688,33.59,C,pompe,1
65.7,17.15,56.6,8.15,16.41,1,397,4,92.271327,89.51,C,convoyeur,0
49.44,13.27,78.27,3.25,1.37,10,459,18,101.851635,8.49,B,pompe,0
61.53,6.68,25.15,6.88,13.58,6,175,6,739.178414,39.48,C,pompe,0
75.45,9.36,68.08,7.36,5.46,0,728,5,0,77.31,C,pompe,0
71.24,4.64,21.58,0.87,3.23,17,307,15,0,50.11,A,convoyeur,0
61.03,15.54,40.73,3.01,15.09,23,,12,595.699375,3.14,C,pompe,0
74.54,3.71,69.46,5.62,11.48,6,197,1,532.58631,99.77,C,pompe,1
83.99,6.16,47.63,8.14,7.48,24,121,17,0,68.26,B,compresseur,1
72.2,15.01,75.25,3.69,13.14,15,83,17,427.042293,67.79,B,compresseur,1
85.57,15.38,41.99,7.48,4.77,8,205,1,361.66778,79.73,C,convoyeur,1
36.88,2.13,69.66,7.99,16.89,2,65,11,153.737619,37.5,A,compresseur,0
84.03,0.42,42.6,4.43,18.6,14,659,12,29.145528,17.83,A,compresseur,0
48.09,5.16,57.71,5.28,7.92,8,87,18,303.697676,18.99,A,compresseur,0
78.09,7.44,44.24,20.94,10.46,21,651,8,448.210321,30.73,B,pompe,0
46.49,4.58,13.46,1.5,12.73,11,616,12,302.537925,60.98,C,convoyeur,0
85.77,7.61,84.64,9.05,10.96,4,456,8,549.670684,30.98,B,convoyeur,0
69.99,12.47,10.49,4.11,2.67,16,175,6,340.545458,44.62,C,pompe,1
93.1,2.26,78.49,2.49,10.81,20,74,12,862.613476,24.7,C,convoyeur,0
39.32,4.52,24.07,5.81,16.06,12,395,12,623.183422,38.83,C,convoyeur,0
46.89,3.42,22.44,2.26,9.17,11,494,11,470.529416,98.88,A,compresseur,0
46.17,16.58,,8.02,7.68,4,349,9,613.569178,25.25,C,pompe,1
67.92,0.46,85.87,2.2,6.08,22,640,4,634.108047,73.73,A,pompe,0
90.98,0.9,64.54,1.33,5.45,8,343,13,85.501575,47.55,A,pompe,0
94.04,13.89,58.36,1.63,11.06,3,250,9,70.617438,71.02,A,convoyeur,1
73.16,6.85,13.84,8.38,16.65,13,307,18,499.180744,86.54,A,pompe,0
69.1,17.88,52.19,7.36,4.21,7,417,9,319.329743,8.55,C,NA,1
47.03,6.52,39.62,3.23,10.11,2,635,17,813.924997,82.94,C,convoyeur,0
80.15,7.26,81.99,2.7,7.07,19,615,10,71.680181,62.02,C,pompe,0
66.19,10.28,30.28,8.29,20.42,22,37,9,184.095308,6.5,B,pompe,0
76.69,7.76,61.16,5.42,18.38,12,560,1,355.053758,81.83,C,pompe,0
81.75,2.31,75.58,6.35,8.97,5,413,2,805.848289,1.77,C,compresseur,0
75.89,1.69,44.28,2.15,0.55,22,513,18,27.257012,97.82,C,convoyeur,0
88.92,12.93,55.95,2.47,6.5,21,587,11,224.138401,25.6,A,pompe,0
36.28,8.34,29.34,1.32,5.05,1,312,6,189.179389,43.43,A,pompe,0
41.31,15.94,38.46,4.91,12.78,15,727,13,760.763279,58.36,A,compresseur,0
84.92,10.05,33.39,8.23,19.25,17,664,4,463.453757,55.87,C,pompe,0
72.81,5.57,73.01,7.64,16.21,4,230,0,856.587638,26.92,B,pompe,0
85.34,6.73,64.77,6.66,5.39,25,393,1,417.171764,35.79,C,pompe,0
82.44,2.04,60.4,8.54,15.12,7,187,9,203.578712,14.88,C,pompe,1
60.51,6.16,31.21,4.03,9.63,13,77,17,439.689567,44.95,A,compresseur,0
35.31,11.78,61.77,7.43,20.46,1,65,16,319.274001,82.84,A,compresseur,1
54.07,14.18,16.12,2.85,13.52,22,162,13,299.788447,37.1,B,convoyeur,0
67.23,4.07,76.71,3.91,13.16,2,662,0,83.702462,86.22,C,pompe,0
66.12,6.46,31.99,9.44,10.52,9,660,4,261.379456,,C,pompe,0
63.98,14.61,80.07,3.48,18.11,4,416,3,358.422246,2.48,C,pompe,0
39.45,4.45,91.22,5.18,19.69,19,514,7,172.488803,10.68,A,pompe,0
39.25,2.99,11.51,4.49,18.24,6,401,13,685.938393,51.85,C,pompe,0
58.16,11.92,68.59,3.47,13.46,7,513,7,574.603697,46.86,C,pompe,0
87.66,12.8,53.34,4.0,20.12,9,470,12,71.023138,50.63,C,compresseur,0
87.91,0.46,59.85,9.14,10.4,19,644,6,0,99.64,B,pompe,0
56.7,9.33,59.15,7.09,6.87,0,646,4,828.802042,3.28,C,compresseur,0
65.32,11.58,43.34,4.37,12.03,13,466,15,551.878026,59.34,B,compresseur,0
44.38,,54.77,1.72,2.07,24,640,17,192.927651,91.56,B,pompe,0
94.83,17.19,68.47,4.99,13.45,9,163,6,670.832953,93.15,C,compresseur,1
66.89,9.14,79.17,8.85,14.94,21,578,12,491.974401,83.62,C,compresseur,0
69.04,14.99,12.54,8.56,17.07,19,465,5,782.817617,38.92,C,pompe,0
39.86,17.46,66.86,4.72,9.67,7,571,5,854.141102,94.68,C,compresseur,0
38.88,3.73,17.54,3.15,11.26,10,78,18,124.819302,71.77,C,pompe,0
64.32,6.16,54.98,3.38,6.45,22,88,8,539.905614,73.59,C,pompe,0
71.87,6.46,32.84,2.88,13.58,20,67,0,395.87566,7.83,C,pompe,0
40.81,3.29,20.02,4.69,0.65,3,173,9,297.246336,1.71,B,compresseur,0
40.3,11.78,64.69,9.5,21.9,19,458,8,0,63.57,B,pompe,0
52.17,9.17,11.05,1.84,2.51,0,45,0,539.429623,84.71,A,pompe,0
90.56,12.82,89.54,3.63,7.68,8,555,4,675.460373,24.1,C,compresseur,0
45.54,6.63,91.73,1.11,15.34,13,609,11,219.659723,12.25,A,convoyeur,0
37.08,8.64,71.66,7.64,13.69,14,610,11,93.492003,29.6,B,convoyeur,1
80.99,1.85,19.61,7.83,18.75,17,78,6,719.886669,6.66,B,convoyeur,0
60.33,10.95,32.26,5.01,2.91,23,572,15,416.859139,62.74,A,compresseur,0
83.53,9.32,84.65,9.09,9.86,25,537,1,68.797164,18.46,A,convoyeur,0
35.43,1.45,86.59,6.1,10.87,2,568,9,712.727387,16.58,A,compresseur,0
58.13,18.49,21.88,6.87,14.71,0,193,8,689.289656,33.09,A,pompe,0
46.32,7.83,27.31,3.25,13.55,10,214,4,895.242271,40.11,A,pompe,1
36.06,NA,72.77,3.88,16.92,21,507,9,205.190793,43.17,A,compresseur,0
92.31,13.73,59.03,8.15,16.2,4,51,0,751.182898,64.19,A,compresseur,1
93.41,3.99,46.8,2.02,0.77,20,225,0,618.634842,21.84,A,compresseur,0
88.54,1.97,72.9,5.86,3.9,22,235,10,582.127722,46.8,A,pompe,0
65.47,2.72,17.09,2.06,11.54,10,23,17,635.198171,71.73,,pompe,1
57.4,14.56,52.86,2.87,4.96,,638,9,346.160272,38.29,B,convoyeur,0
71.51,16.54,78.12,2.1,17.79,19,379,5,723.51802,21.82,B,convoyeur,1
41.56,,30.04,4.09,9.48,17,580,8,438.520548,29.7,C,convoyeur,0
70.28,15.9,24.34,2.06,8.08,20,134,7,119.357764,43.76,B,compresseur,0
37.6,1.9,17.61,5.43,13.71,4,140,13,787.683512,91.08,A,compresseur,0
76.21,5.52,24.59,6.6,5.24,11,575,13,378.790928,46.52,C,compresseur,0
71.36,17.8,85.45,6.0,7.77,8,69,1,715.761622,89.82,A,compresseur,1
83.25,15.71,83.25,3.61,8.83,12,76,2,379.670376,54.09,C,compresseur,1
45.66,6.51,35.42,8.14,9.2,23,368,9,729.241856,30.73,A,compresseur,0
63.71,3.99,27.19,1.0,14.84,1,389,2,650.740374,15.19,B,compresseur,0
51.61,12.88,44.57,7.81,15.08,8,516,11,672.478241,77.91,C,compresseur,0
52.28,2.71,37.21,1.59,13.76,6,358,9,0,53.51,A,compresseur,0
80.03,18.29,34.01,6.01,8.03,21,8,12,354.601878,48.96,C,convoyeur,0
45.93,3.88,82.23,7.83,16.9,13,63,16,26.330593,40.48,C,pompe,0
53.43,10.39,61.75,4.5,19.31,25,40,15,587.531467,56.08,A,pompe,1
57.09,10.82,60.84,4.97,8.17,0,460,11,206.042047,87.46,B,pompe,0
77.35,8.65,65.43,8.93,1.21,18,120,9,97.30542,40.21,A,pompe,0
93.25,3.53,30.27,6.61,14.21,12,456,4,502.621908,24.82,A,pompe,0
88.82,1.45,50.1,4.39,8.67,14,545,9,831.197601,32.96,A,convoyeur,0
50.86,10.45,60.25,4.8,9.7,7,680,8,686.044408,5.23,B,convoyeur,0
55.32,9.7,85.77,8.11,9.19,2,665,15,835.638154,24.35,B,convoyeur,0
51.93,3.87,47.72,,11.85,11,461,17,196.02962,10.35,B,convoyeur,0
44.54,4.94,88.44,4.25,20.81,16,414,3,755.241672,6.32,A,compresseur,0
35.43,15.91,83.18,1.92,21.61,21,660,1,735.311103,71.68,B,pompe,0
73.56,3.47,42.61,4.14,15.01,25,338,18,1.719685,11.24,C,compresseur,0
88.48,16.95,67.32,4.17,7.99,11,637,11,732.009711,46.17,A,pompe,0
72.26,12.78,13.21,6.98,4.54,6,483,15,615.986201,65.38,A,compresseur,0
38.84,8.67,63.71,6.29,3.8,22,497,15,880.25159,31.18,A,convoyeur,0
62.38,10.68,31.61,8.2,5.4,19,226,2,119.545135,56.74,B,pompe,0
75.52,17.22,24.85,3.76,17.1,13,560,4,761.755283,93.85,A,pompe,1
39.35,2.2,59.23,7.57,21.3,22,503,18,727.520457,83.45,B,convoyeur,0
73.09,8.38,37.22,5.43,14.37,13,74,16,710.52026,33.36,A,pompe,0
90.82,14.61,27.33,2.16,17.69,13,295,1,275.773232,21.26,A,pompe,1
66.79,11.84,78.58,6.96,16.9,10,495,2,557.683701,48.48,A,pompe,1
74.83,17.23,32.64,9.35,6.73,17,670,0,337.145399,40.03,B,pompe,1
91.72,1.09,82.47,1.11,15.02,19,593,9,313.108758,8.2,C,convoyeur,0
35.57,12.35,75.9,1.41,12.29,14,187,11,528.051744,63.38,C,pompe,0
85.53,17.7,77.18,7.73,10.19,7,466,9,224.92465,24.49,B,pompe,1
61.54,18.47,59.58,1.63,2.32,16,337,8,191.413263,48.26,C,pompe,0
46.43,6.22,84.47,1.25,7.94,12,185,9,469.564044,42.54,C,pompe,0
82.06,2.32,61.51,6.93,11.59,17,635,9,241.517527,92.07,C,pompe,0
92.84,14.43,19.87,3.6,17.36,10,13,13,610.0336,78.47,C,compresseur,1
90.79,15.72,81.82,1.37,13.05,13,182,7,598.032132,98.29,A,pompe,0
59.51,13.1,84.33,7.33,13.35,12,272,1,655.579631,48.23,C,convoyeur,1
77.39,4.85,37.26,5.19,20.69,23,513,4,329.015325,25.63,C,compresseur,0
35.09,17.59,11.47,2.3,10.92,16,89,5,548.526625,10.0,C,convoyeur,0
40.6,13.81,44.76,6.07,12.59,12,463,11,0,45.84,C,compresseur,0
40.08,15.28,29.39,7.05,6.54,10,227,7,212.687436,86.56,C,compresseur,0
35.55,13.13,17.17,4.29,3.74,5,NA,2,253.859434,87.51,C,convoyeur,0
50.75,11.3,24.04,4.57,1.37,2,222,7,696.149877,48.84,A,compresseur,0
81.07,3.92,85.1,7.62,9.85,22,130,17,329.820684,74.58,C,pompe,0
62.96,9.37,45.62,7.6,10.6,0,383,11,738.038889,61.38,B,pompe,0
59.71,8.43,62.96,4.51,10.91,5,549,9,0,51.48,A,pompe,0
75.91,17.99,82.34,6.29,12.71,22,533,1,0,5.08,,compresseur,1
61.07,12.15,20.53,3.4,19.91,3,485,9,460.050073,25.93,A,convoyeur,0
87.59,0.86,64.22,7.5,9.53,11,613,12,280.373239,65.5,A,pompe,0
66.41,11.42,84.21,4.07,12.96,18,192,10,334.764916,16.32,C,compresseur,1
37.49,2.94,44.07,8.8,10.04,2,294,3,528.901417,37.67,C,convoyeur,0
75.88,8.88,58.31,3.59,14.86,17,457,16,452.69514,72.71,A,compresseur,0
36.4,8.12,46.47,3.53,7.03,25,415,2,262.403347,88.04,A,compresseur,0
76.7,14.72,69.63,3.05,3.11,6,517,6,653.79654,70.43,A,compresseur,1
54.68,10.87,89.03,9.31,10.47,18,499,1,445.802763,82.65,A,compresseur,0
48.05,7.47,21.9,6.47,9.11,8,1082.87,13,98.653517,48.48,A,pompe,0
71.85,14.33,83.65,1.94,3.22,24,555,16,665.031474,66.37,B,convoyeur,0
90.24,4.54,49.04,8.08,9.71,10,698,13,173.699294,86.59,A,pompe,0
45.28,13.03,52.01,7.38,14.8,9,,14,398.523396,13.35,A,compresseur,0
41.91,6.84,69.87,3.77,10.35,6,318,14,657.909103,65.94,B,compresseur,0
86.09,6.72,55.17,5.73,15.97,16,345,12,370.738038,4.43,B,convoyeur,0
70.49,0.24,61.05,4.25,1.62,9,42,13,43.885637,17.37,B,compresseur,0
74.61,3.5,32.51,9.05,4.02,12,427,6,127.160655,5.98,B,convoyeur,0
47.19,0.57,29.32,8.99,3.84,3,20,7,109.767856,29.22,C,pompe,0
49.85,4.11,65.9,1.37,15.21,25,531,3,767.928908,76.54,B,convoyeur,0
46.27,5.22,68.09,8.75,16.85,20,530,16,232.38332,11.4,C,pompe,0
56.54,13.96,72.34,3.41,16.62,4,215,2,281.690009,73.89,A,compresseur,0
51.86,10.63,47.31,4.24,14.95,18,234,12,1409.091035,22.06,C,pompe,0
61.56,12.32,78.71,1.07,7.8,19,729,8,494.680265,31.42,C,pompe,0
63.02,8.72,87.95,1.27,14.42,8,325,15,324.163536,70.06,C,convoyeur,0
45.56,11.84,85.68,8.19,8.25,18,393,14,113.724118,81.91,C,compresseur,0
69.14,11.47,11.23,2.01,14.69,20,209,6,238.990163,52.9,B,compresseur,0
44.78,13.38,51.2,5.0,10.44,22,528,0,756.492122,94.92,B,pompe,0
85.75,14.8,70.08,2.27,14.6,6,254,5,373.281425,82.34,B,compresseur,0
NA,1.31,68.19,5.33,15.69,0,318,2,182.965563,7.62,A,pompe,0
68.11,11.67,41.58,8.2,17.89,16,551,14,604.832572,5.15,C,pompe,0
55.15,4.49,61.14,2.72,8.79,6,162,12,359.664472,54.39,A,compresseur,0
62.52,4.5,55.38,4.14,6.42,3,247,15,290.421782,68.72,B,convoyeur,0
48.32,16.74,17.85,6.52,21.86,12,215,5,181.91008,94.8,C,pompe,1
59.9,14.19,,9.26,13.27,16,542,15,471.504701,96.89,B,compresseur,0
57.28,9.37,45.4,4.03,9.66,14,259,2,268.055852,32.96,A,pompe,0
78.13,5.51,35.64,8.6,10.0,12,399,12,152.125538,31.28,A,convoyeur,0
48.75,16.37,69.52,2.1,18.85,15,85,4,139.510295,80.38,B,pompe,0
38.41,18.1,67.0,4.91,18.27,11,724,8,408.950443,79.15,A,convoyeur,0
50.05,9.56,45.53,7.11,12.24,3,526,0,237.838522,68.52,B,compresseur,0
49.03,11.35,91.86,51.44,20.3,16,22,,520.055585,48.55,B,convoyeur,0
83.22,18.26,48.85,8.14,18.35,13,632,1,517.176678,69.49,C,convoyeur,0
57.74,6.77,70.32,4.8,21.49,12,240,1,481.769324,37.46,C,pompe,0
82.94,7.99,28.1,9.43,4.75,9,363,14,448.404574,70.68,A,compresseur,0
70.44,3.09,59.68,2.38,21.68,0,145,7,386.580838,86.69,A,convoyeur,0
81.34,2.67,59.8,5.67,11.73,3,525,13,386.315274,94.87,B,pompe,0
69.51,13.36,82.66,8.41,13.01,10,647,4,322.289767,74.14,A,convoyeur,0
57.75,5.01,23.11,2.16,15.72,15,144,10,0.444091,8.17,B,compresseur,0
41.76,11.44,76.08,6.5,10.0,10,364,5,836.5129,44.77,A,pompe,1
71.91,18.5,62.89,5.08,6.1,12,581,15,219.587096,65.6,B,convoyeur,0
48.55,8.09,23.69,8.26,3.12,15,423,12,409.908618,58.05,A,pompe,0
78.17,4.8,59.6,5.28,2.19,14,463,8,234.22723,79.71,A,pompe,0
39.08,9.46,48.42,2.1,10.35,5,502,5,579.900746,21.95,A,convoyeur,0
66.42,17.66,60.82,4.31,11.2,21,54,2,15.859792,72.63,A,convoyeur,0
79.18,13.93,27.79,7.69,0.88,12,196,14,96.564512,0.25,A,compresseur,0
57.04,10.73,87.64,7.93,8.09,20,657,3,748.139815,78.62,A,pompe,0
40.01,8.25,13.24,5.28,19.61,8,234,10,690.887565,69.89,C,compresseur,0
52.07,0.17,56.36,1.14,0.76,11,391,11,383.188131,75.39,A,convoyeur,0
51.33,18.29,72.34,5.33,13.55,2,353,5,517.889641,32.48,B,pompe,0
55.33,15.14,12.94,4.84,21.99,18,165,2,747.837272,46.1,A,convoyeur,1
48.91,4.23,84.94,4.41,4.65,24,253,3,445.017479,52.79,C,convoyeur,0
55.06,14.29,15.12,1.65,11.03,3,126,9,367.039692,4.29,B,compresseur,0
57.47,10.38,15.51,3.97,1.96,25,604,11,99.323187,87.96,B,compresseur,0
66.55,6.25,10.59,4.46,12.37,53.81,284,3,419.919244,66.32,A,compresseur,0
65.14,15.43,42.01,7.61,13.93,23,669,2,563.555511,86.64,A,compresseur,0
41.2,3.49,85.22,9.24,11.38,12,449,17,698.540118,63.31,A,compresseur,0
43.39,16.05,79.64,6.46,6.28,23,619,9,976.480673,96.19,A,compresseur,0
85.08,,86.97,7.59,17.36,19,625,3,360.40013,81.66,C,compresseur,0
55.18,7.82,27.25,6.38,16.77,3,6,12,556.607455,90.44,C,compresseur,0
89.56,8.82,31.47,6.58,15.94,21,593,2,632.652992,94.01,B,,0
93.35,10.44,70.87,1.59,7.54,10,562,5,899.203198,25.5,B,pompe,0
67.16,14.63,42.99,1.33,4.79,19,675,12,780.964302,99.85,A,pompe,0
42.39,7.08,62.83,2.54,15.57,23,24,13,174.670974,14.94,C,compresseur,0
38.57,9.95,75.0,9.43,10.1,15,278,16,636.286349,86.83,B,pompe,0
87.42,18.41,17.11,3.63,12.79,8,320,4,2982.742437,72.95,C,convoyeur,0
93.1,0.56,29.19,2.24,9.77,5,257,16,97.148374,57.75,C,pompe,0
77.26,12.11,44.69,5.26,3.8,18,371,7,848.677149,19.86,B,convoyeur,0
39.88,13.92,32.55,8.75,4.9,3,593,12,785.353318,97.39,A,pompe,0
48.94,12.36,73.53,4.88,18.27,14,392,18,282.341421,1.61,B,convoyeur,0
46.54,11.95,41.7,5.29,11.4,12,236,8,523.825293,40.9,C,compresseur,0
85.11,5.22,13.04,8.45,20.35,8,396,0,562.544542,81.6,C,pompe,0
93.75,13.78,83.13,7.61,18.33,25,96,6,521.750978,2.54,C,compresseur,1
58.16,12.45,34.32,3.54,12.8,14,97,15,272.974346,97.34,B,pompe,1
68.58,10.93,14.41,8.5,10.61,7,252,12,0,51.66,A,compresseur,0
87.66,7.97,11.03,4.99,1.92,9,707,6,429.918195,34.02,C,convoyeur,0
90.98,15.29,29.46,5.89,13.85,,320,16,597.386804,36.9,C,convoyeur,0
92.57,12.99,78.28,2.57,7.27,7,272,17,1311.283934,75.13,C,pompe,1
53.86,9.37,13.72,1.52,1.14,7,584,15,833.653702,43.59,C,compresseur,0
36.57,3.88,68.79,7.36,20.65,14,72,8,348.125869,10.98,C,convoyeur,0
59.94,8.82,51.89,1.4,13.53,23,685,0,737.389618,42.26,A,compresseur,0
60.31,8.91,334.61,8.86,9.48,5,200,14,741.339123,0.84,B,convoyeur,0
48.1,7.06,29.33,8.38,9.65,4,300,2,384.710223,69.14,A,compresseur,0
42.77,0.74,53.67,3.1,16.58,12,421,9,912.162701,50.72,B,convoyeur,0
83.18,6.66,31.35,6.78,16.25,22,682,13,605.146545,0.8,C,convoyeur,0
50.57,12.81,41.03,2.76,4.5,7,471,14,401.69788,99.6,A,convoyeur,0
64.44,11.04,30.41,8.23,12.76,9,594,8,610.582379,21.48,B,pompe,0
91.4,0.88,48.67,8.92,18.7,22,35,9,792.033983,23.88,A,compresseur,0
45.06,1.76,39.21,4.26,16.95,23,562,13,293.852406,55.75,C,convoyeur,0
49.1,2.6,38.01,6.09,12.59,0,537,15,702.117368,53.29,B,compresseur,0
47.07,1.38,13.96,7.81,8.27,25,279,14,947.639523,8.03,B,convoyeur,0
91.23,6.96,53.79,2.19,14.94,22,443,6,655.391069,83.52,C,convoyeur,0
54.14,9.35,90.24,0.86,1.9,20,222,11,591.517748,11.38,C,pompe,0
42.91,15.29,22.13,3.4,20.77,11,681,1,51.180603,13.73,C,compresseur,0
80.57,12.06,64.28,2.11,4.86,24,399,NA,318.015094,94.42,C,pompe,0
48.79,15.84,22.69,6.86,6.65,0,584,18,476.943552,24.49,B,compresseur,0
