temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j
68.86,0.2,12.82,7.41,19.27,15,162,10,163.92,28.58,A,pompe,0
63.4,2.04,51.09,1.21,16.58,6,123,6,635.89,5.05,B,convoyeur,0
39.13,15.23,67.28,2.75,18.89,19,588,1,694.6,96.5,C,pompe,0
64.22,6.57,74.96,6.18,4.95,3,208,13,293.9,4.23,A,compresseur,1
35.44,16.6,10.61,7.01,20.85,11,688,1,563.01,,C,compresseur,0
51.42,18.33,19.92,4.66,0.6,3,87,8,699.51,47.78,A,convoyeur,0
51.28,11.82,49.93,7.05,5.9,15,317,2,"541,12",97.26,B,pompe,0
42.1,13.1,25.73,2.09,20.14,14,295,12,741.21,88.8,A,compresseur,0
36.15,1.49,58.4,8.77,2.21,17,395,12,495.11,74.49,C,pompe,0
62.26,0.95,47.89,3.0,0.89,7,353,7,308.62,58.34,A,convoyeur,0
68.73,10.61,80.35,5.11,9.9,2,,14,41.82,59.95,B,convoyeur,1
72.32,18.28,,3.62,2.03,11,576,13,59.09,51.89,C,convoyeur,1
53.25,9.99,10.81,8.93,0.66,24,27,13,396.07,38.28,A,compresseur,0
39.7,7.14,23.63,7.18,19.04,16,181,12,180.36,44.76,C,compresseur,0
91.86,9.8,86.81,1.76,16.82,6,627,14,533.72,64.64,B,convoyeur,1
70.48,12.45,69.11,4.76,11.86,0,370,16,,40.86,C,compresseur,1
61.31,6.34,88.67,2.05,1.38,24,529,10,589.62,87.43,C,pompe,1
92.21,8.59,40.35,1.51,15.34,17,716,11,526.49,81.87,A,pompe,1
73.7,5.33,43.56,"4,51",13.75,3,431,13,362.26,94.52,A,pompe,1
92.49,3.08,42.97,1.9,16.88,0,657,9,842.34,99.73,A,convoyeur,1
56.38,1.14,87.1,0.85,3.55,18,205,2,172.75,90.59,C,pompe,0
39.57,12.56,52.06,1.13,11.3,23,697,2,431.46,82.86,A,compresseur,0
79.89,4.88,53.08,8.16,10.23,11,103,10,832.85,217.81,A,pompe,1
53.81,15.86,70.09,2.78,18.92,,556,9,228.55,9.17,C,convoyeur,1
55.12,3.18,27.03,8.31,6.65,21,504,15,450.87,71.05,C,convoyeur,0
51.17,9.89,39.65,5.07,21.5,3,500,17,830.96,67.59,A,convoyeur,0
57.36,9.39,34.17,3.65,,17,211,10,600.62,69.34,B,convoyeur,0
54.79,4.95,12.15,4.02,3.84,14,214,1,337.2,64.21,B,compresseur,0
76.96,13.39,75.51,0.98,6.94,18,138,8,335.33,56.97,A,pompe,1
71.72,11.32,22.08,7.27,7.75,22,232,0,180.06,85.03,C,convoyeur,1
91.97,10.21,68.96,2.76,18.21,18,555,11,83.59,61.2,A,convoyeur,1
60.19,7.35,61.17,8.14,10.98,12,175,4,332.02,59.62,B,compresseur,0
91.97,5.62,43.63,7.75,9.23,7,186,12,46.36,42.01,B,convoyeur,1
82.07,13.3,289.2,8.79,21.39,14,104,8,159.69,23.95,C,pompe,1
84.48,12.17,27.49,5.93,5.06,1,144,6,128.38,25.7,C,convoyeur,1
89.24,7.2,87.34,6.12,5.8,19,369,2,628.17,96.37,A,pompe,1
65.86,0.95,72.25,5.71,19.05,12,198,17,402.55,92.3,C,compresseur,0
46.67,12.59,32.94,3.14,11.83,3,101,2,678.13,6.78,B,convoyeur,0
70.37,3.84,85.01,7.91,17.15,14,212,5,185.59,67.21,B,pompe,1
49.33,3.9,34.81,8.07,13.63,7,216,10,729.64,35.14,C,convoyeur,0
89.12,16.43,57.53,4.8,5.47,12,273,7,"417,19",74.73,A,pompe,1
49.98,5.7,32.64,7.12,20.84,19,687,12,261.68,48.26,B,convoyeur,0
82.94,14.15,63.21,4.13,10.79,20,673,0,331.04,72.69,B,pompe,1
74.95,13.62,86.79,1.88,10.05,4,88,7,599.74,96.15,A,pompe,1
38.27,9.69,29.65,3.63,12.06,4,466,8,146.49,80.25,A,convoyeur,0
91.08,11.17,44.66,1.07,1.02,14,500,3,83.5,16.33,C,compresseur,1
58.72,18.41,73.71,5.36,21.45,4,114,3,776.89,9.98,B,compresseur,1
43.26,17.57,85.62,3.92,14.69,23,603,9,12.19,9.6,A,convoyeur,0
53.19,7.55,36.59,6.57,14.16,24,453,16,246.36,63.36,B,pompe,0
44.37,5.45,66.62,3.4,2.11,21,68,9,66.6,58.18,C,convoyeur,0
62.39,16.36,59.02,8.78,10.61,14,427,8,424.31,37.42,B,pompe,1
92.09,14.84,41.76,6.19,4.93,16,70,18,156.53,68.14,B,pompe,1
49.41,11.74,68.45,0.92,0.95,7,502,12,59.57,85.23,C,pompe,0
59.31,1.31,86.1,5.42,17.35,9,559,7,124.83,42.59,B,compresseur,0
37.15,13.95,15.09,8.62,7.19,8,468,12,697.17,47.98,C,pompe,0
68.88,8.86,,8.73,17.27,8,204,7,847.85,70.91,A,pompe,1
42.47,12.96,49.71,4.69,11.87,13,580,11,704.89,70.85,C,compresseur,0
86.59,14.37,90.93,5.62,3.34,14,388,9,245.75,85.72,A,compresseur,1
92.12,5.07,39.82,4.88,10.7,6,396,2,576.5,66.19,B,compresseur,1
94.43,3.34,26.57,7.6,21.1,11,409,13,312.59,19.88,B,compresseur,1
61.56,11.88,33.95,4.66,7.81,22,569,12,635.45,50.64,C,compresseur,0
84.74,7.78,15.98,5.29,12.36,6,334,11,385.0,76.37,A,compresseur,1
90.04,4.49,54.33,9.21,18.37,1,6,12,782.42,20.98,C,pompe,1
55.77,17.82,57.51,7.07,11.43,6,301,2,481.91,74.48,C,compresseur,1
79.14,9.48,87.21,6.07,3.0,11,539,17,431.17,26.93,B,compresseur,1
69.05,1.23,53.79,1.33,10.75,22,478,7,422.4,19.03,A,pompe,0
44.17,5.53,40.92,8.94,10.05,25,441,12,277.64,15.31,C,convoyeur,0
89.7,10.62,50.04,1.69,131.05,8,375,18,381.59,52.32,A,compresseur,1
60.02,4.15,64.22,6.18,21.29,14,146,16,720.99,0.03,C,compresseur,0
77.47,18.22,64.79,5.63,14.82,3,60,7,463.27,92.62,C,pompe,1
60.2,5.03,19.01,3.38,16.26,20,439,1,625.95,42.17,B,convoyeur,0
39.39,10.8,42.68,1.01,3.2,2,535,3,749.45,18.42,,convoyeur,0
77.33,15.06,12.42,0.81,19.54,2,357,5,653.7,53.01,A,pompe,1
90.46,12.8,57.72,5.37,17.99,9,141,6,612.75,22.71,B,pompe,1
51.9,15.91,74.63,2.5,15.42,18,528,14,404.21,84.18,A,pompe,1
50.12,7.87,28.33,3.49,8.82,20,340,6,516.71,8.93,A,compresseur,0
57.57,13.1,59.09,5.74,15.4,4,38,0,507.34,53.99,C,compresseur,0
89.68,1.25,71.5,6.56,15.71,9,456,1,621.13,5.19,A,pompe,1
73.08,8.96,46.74,1.45,15.41,13,476,17,126.03,37.57,B,pompe,1
47.42,7.48,60.97,5.05,14.56,20,516,11,102.05,1.91,C,convoyeur,0
90.39,2.07,83.66,2.34,17.67,19,218,1,66.81,64.21,C,convoyeur,1
56.1,7.12,51.75,4.96,13.13,17,456,9,507.75,19.97,A,pompe,0
76.36,15.56,76.02,2.43,13.37,11,26,6,672.26,88.26,A,compresseur,1
52.76,10.67,56.08,5.4,4.07,16,166,5,193.16,31.86,B,pompe,0
77.17,16.08,21.06,1.24,3.3,25,127,12,264.76,32.16,C,convoyeur,1
69.66,6.98,26.55,1.5,7.02,14,186,6,44.45,80.94,B,convoyeur,0
72.09,5.68,52.14,7.05,20.05,12,600,4,716.88,64.95,A,pompe,1
38.73,18.34,53.4,2.11,3.71,11,545,13,335.69,39.92,A,pompe,0
89.02,6.98,22.83,6.33,11.78,1,438,1,239.75,37.52,,compresseur,1
66.35,8.61,42.39,4.49,6.37,7,701,18,623.46,39.41,C,pompe,0
55.22,15.74,88.7,5.34,NA,2,697,5,448.46,81.47,C,convoyeur,1
56.95,17.63,35.46,1.48,21.63,18,65,13,388.83,96.66,B,compresseur,0
41.27,5.24,69.01,5.83,18.24,19,85,17,492.12,54.13,A,compresseur,0
92.67,12.41,27.57,7.69,4.96,5,202,5,807.22,90.32,B,pompe,1
38.43,2.33,10.51,3.23,17.56,5,203,11,772.09,64.36,A,convoyeur,0
70.69,12.31,43.89,8.33,14.36,11,384,7,52.98,88.65,C,pompe,1
36.95,7.23,23.61,1.58,7.15,5,179,18,35.62,86.51,C,pompe,0
74.85,7.84,17.94,8.04,13.14,22,497,11,283.93,76.48,B,pompe,0
50.83,11.08,37.9,4.25,6.88,18,360,10,331.82,80.4,C,pompe,0
41.45,4.19,10.03,1.22,19.21,6,87,8,128.64,45.86,A,pompe,0
76.94,11.86,50.97,3.12,17.63,20,4,14,779.52,55.89,B,pompe,1
58.12,51.42,25.99,4.12,20.84,9,53,15,783.26,50.3,B,convoyeur,1
42.91,8.22,65.28,5.61,7.51,10,405,2,54.2,43.24,B,pompe,0
72.68,3.7,24.36,3.9,6.26,24,688,6,38.45,10.22,B,pompe,0
77.57,5.7,54.74,6.02,2.08,10,502,11,519.2,98.18,B,convoyeur,1
42.33,6.17,19.54,8.85,12.74,18,631,0,446.76,65.16,B,convoyeur,0
71.56,2.94,33.29,5.79,18.67,20,681,9,791.69,56.02,B,convoyeur,0
37.68,16.35,40.25,1.33,4.68,23,430,15,197.14,71.56,A,pompe,0
38.37,2.81,10.51,6.72,15.65,10,494,6,296.16,69.83,C,pompe,0
62.04,5.63,14.65,5.27,1.42,12,499,2,"251,40",89.72,B,convoyeur,0
81.88,10.88,26.19,2.96,7.85,18,467,18,389.74,44.07,A,pompe,1
79.66,18.34,26.64,5.28,161.93,10,123,5,338.18,84.99,C,convoyeur,1
58.83,14.34,71.97,1.89,4.16,5,180,18,67.89,17.38,A,convoyeur,1
74.62,15.29,86.18,5.46,16.17,19,98,7,777.83,34.42,B,compresseur,1
74.39,12.67,68.99,5.79,21.75,18,188,17,69.82,80.26,C,compresseur,1
73.73,16.18,52.49,2.88,1.9,14,255,3,85.2,47.31,B,convoyeur,1
43.27,14.27,84.75,8.75,11.67,5,155,13,301.5,51.13,C,convoyeur,0
79.88,2.03,65.07,3.3,19.26,1,586,10,557.26,82.99,B,convoyeur,1
80.5,9.59,90.06,6.16,17.85,2,387,18,416.9,1.38,B,convoyeur,1
85.2,8.24,26.55,6.65,21.25,18,197,2,359.12,,B,convoyeur,1
35.81,17.71,63.66,2.41,4.95,6,544,13,611.71,95.36,A,convoyeur,0
58.54,5.27,78.53,4.99,2.09,18,717,14,712.5,17.11,A,convoyeur,0
38.54,14.76,33.51,6.95,9.01,22,180,10,496.48,69.62,B,convoyeur,0
92.56,2.54,59.57,5.38,8.58,24,629,12,143.88,73.45,B,pompe,1
91.42,15.47,37.33,7.96,12.19,5,655,18,765.93,88.43,C,convoyeur,1
75.48,12.06,48.4,2.8,0.9,2,601,12,283.18,2.47,B,pompe,1
60.65,4.17,80.17,9.32,20.64,22,292,13,716.64,48.85,C,convoyeur,0
79.48,2.87,79.13,3.73,10.12,23,67,7,584.81,29.27,B,pompe,1
61.87,10.07,65.32,1.08,4.29,17,429,13,696.53,47.54,B,compresseur,1
47.88,12.67,44.15,3.57,15.79,17,421,6,122.64,43.66,C,convoyeur,0
89.99,1.66,40.77,1.25,10.68,17,576,17,570.77,75.58,B,convoyeur,1
36.67,4.31,34.72,1.55,17.28,9,575,9,771.97,94.02,B,convoyeur,0
59.46,18.11,30.86,3.61,8.13,18,719,9,345.48,40.85,B,convoyeur,1
65.12,17.88,81.04,9.26,21.4,15,714,4,802.14,3.66,A,convoyeur,1
59.06,0.63,75.12,7.53,1.55,13,717,14,305.54,47.61,A,pompe,0
45.13,7.66,90.47,8.58,3.26,20,657,6,158.21,24.67,B,compresseur,0
47.09,0.96,71.34,3.63,0.74,22,487,2,695.31,74.53,B,compresseur,0
93.32,12.95,21.52,7.36,3.44,11,701,16,708.33,35.5,B,convoyeur,1
53.57,9.09,53.94,2.08,4.13,21,30,10,87.84,81.88,A,pompe,0
68.75,1.45,56.54,8.66,8.56,19,695,0,344.77,62.31,C,compresseur,0
43.13,17.97,82.48,1.32,1.89,10,454,5,281.59,9.67,B,convoyeur,0
94.54,14.47,59.66,7.06,16.11,14,61,7,401.33,69.73,C,convoyeur,1
92.65,5.47,88.74,1.63,17.28,20,285,5,499.06,68.5,A,compresseur,1
90.07,16.57,32.83,4.18,4.35,14,37,18,764.52,18.91,B,compresseur,1
74.35,17.09,17.25,3.3,13.41,23,331,18,545.28,7.17,A,pompe,1
91.45,1.49,52.69,3.33,7.21,14,412,10,57.54,51.17,B,pompe,1
94.98,1.69,64.64,9.06,3.12,14,577,18,644.2,2.71,C,convoyeur,1
61.94,8.7,22.8,1.89,17.98,2,190,17,727.19,98.78,A,convoyeur,0
57.98,18.36,46.05,7.54,4.35,24,675,16,114.57,30.38,A,compresseur,1
80.4,9.53,60.66,2.95,1.21,11,462,1,275.1,97.19,,compresseur,1
89.47,12.44,81.99,5.44,1.82,0,445,4,758.47,13.49,C,compresseur,1
47.81,5.99,18.56,6.36,15.34,19,342,8,58.76,65.34,A,convoyeur,0
92.92,14.01,70.27,7.51,12.04,16,592,17,480.36,10.46,B,compresseur,1
86.9,1.13,31.09,4.27,8.97,19,115,15,182.03,54.32,B,convoyeur,1
72.62,13.23,83.91,3.67,1.15,21,246,7,131.88,64.97,C,compresseur,1
40.49,10.41,18.27,4.58,14.8,15,501,5,226.67,10.22,B,convoyeur,0
61.33,1.63,44.07,7.53,14.76,21,660,6,587.52,16.11,C,pompe,0
84.23,10.54,42.18,3.41,3.9,14,148,15,206.13,61.44,C,pompe,1
36.33,9.22,39.59,8.68,0.56,NA,261,18,805.29,14.49,A,convoyeur,0
43.59,16.19,69.14,5.51,9.24,13,418,16,297.52,50.53,B,pompe,0
65.31,0.94,60.86,5.89,1.06,18,436,0,732.21,62.1,B,convoyeur,0
94.31,12.25,76.2,2.56,10.43,18,593,6,534.79,11.72,B,compresseur,1
46.06,8.57,61.2,6.62,17.75,20,556,15,352.53,59.07,B,compresseur,0
90.17,4.14,51.29,2.04,2.86,23,634,8,420.87,3.71,A,pompe,1
79.0,14.17,11.58,2.92,8.53,9,43,6,100.87,71.72,C,convoyeur,1
94.35,13.24,20.92,0.91,16.46,3,605,16,600.43,6.28,C,compresseur,1
39.32,7.14,44.32,,14.34,11,241,18,580.59,35.99,C,pompe,0
35.94,2.12,68.95,7.38,6.05,19,52,4,380.57,4.78,B,convoyeur,0
87.49,0.92,62.61,3.52,1.57,19,634,9,373.21,17.48,B,convoyeur,1
66.14,2.44,17.73,4.37,6.68,20,54,2,491.43,91.1,A,compresseur,0
81.22,0.72,30.03,5.12,20.56,7,369,16,299.78,59.14,C,pompe,0
63.77,11.24,28.17,3.11,7.17,5,516,11,85.73,53.89,B,compresseur,0
79.97,3.77,61.46,7.13,9.22,14,661,10,700.39,12.62,C,pompe,1
38.33,15.53,78.69,6.49,19.14,0,367,16,424.38,1.33,A,pompe,0
35.73,1.8,41.95,3.58,16.29,19,464,8,697.55,99.43,A,convoyeur,0
39.43,5.91,44.66,6.67,18.13,2,102,4,168.95,71.45,B,compresseur,0
40.12,4.84,48.96,8.29,16.95,11,170,13,449.52,48.0,C,convoyeur,0
71.47,4.84,49.23,3.65,8.61,1,505,2,376.88,56.04,C,compresseur,0
88.27,13.91,14.63,6.79,6.72,3,383,13,277.09,43.46,B,convoyeur,1
48.42,10.96,38.5,7.15,15.66,18,339,6,157.66,2.19,B,pompe,0
74.5,13.93,10.12,8.74,6.64,10,547,13,320.75,46.69,B,convoyeur,1
77.25,17.58,21.35,8.91,11.71,12,514,7,525.57,87.09,C,pompe,1
60.45,16.97,55.29,2.88,12.23,11,351,14,130.51,35.8,C,compresseur,1
57.96,10.59,18.06,4.57,18.06,11,466,15,642.41,89.49,B,pompe,0
42.7,0.66,80.22,8.46,8.04,2,691,5,543.15,99.34,C,compresseur,0
71.94,17.24,23.31,4.86,1.53,13,623,11,369.32,1.06,B,compresseur,1
63.07,10.47,45.16,0.92,2.8,15,411,8,252.23,0.4,C,pompe,0
NA,7.04,59.42,6.05,14.87,22,111,7,565.78,90.62,A,compresseur,0
67.18,16.66,32.82,2.41,15.37,0,603,15,515.41,61.95,B,compresseur,1
62.93,12.63,24.06,6.29,5.22,4,570,10,461.74,66.86,C,convoyeur,0
38.79,25.11,59.5,3.33,12.96,5,223,12,534.32,33.66,B,compresseur,0
40.91,,54.13,7.47,10.81,19,689,17,367.5,14.41,A,compresseur,0
46.26,12.71,14.79,4.94,1.07,21,94,14,748.89,93.21,C,compresseur,0
90.72,11.2,30.34,5.47,3.21,20,106,9,67.49,7.55,A,convoyeur,1
86.09,NA,53.92,8.02,21.93,24,288,7,249.37,23.57,B,compresseur,1
73.29,0.27,45.85,NA,12.64,21,13,15,848.12,77.99,C,compresseur,0
77.73,2.16,32.18,2.57,10.71,21,730,4,229.78,21.56,A,convoyeur,0
43.34,18.4,89.66,8.26,9.58,13,547,15,328.06,42.65,A,compresseur,1
38.06,6.84,54.86,2.14,12.37,19,32,13,469.48,41.61,A,convoyeur,0
35.9,15.45,24.62,5.82,10.06,3,371,2,355.79,56.65,A,pompe,0
80.6,4.81,58.18,1.01,15.86,19,655,5,775.94,82.04,B,pompe,1
39.22,1.54,59.06,8.29,8.41,14,403,5,117.82,51.34,A,convoyeur,0
82.46,3.72,76.4,5.56,18.41,25,180,15,794.37,11.88,A,pompe,1
79.82,15.29,77.65,NA,8.78,3,33,18,819.72,85.85,A,pompe,1
76.95,7.28,43.13,5.82,21.1,25,268,1,399.53,71.85,A,compresseur,1
75.38,18.11,34.56,2.47,20.6,10,539,10,835.62,98.76,C,convoyeur,1
41.38,4.46,54.89,7.33,4.04,9,227,16,202.85,13.5,C,convoyeur,0
54.32,17.07,29.84,6.6,20.53,24,668,1,505.63,89.33,B,convoyeur,0
70.86,0.64,19.77,3.73,3.52,16,206,10,750.83,84.36,C,convoyeur,0
38.01,5.45,24.74,4.23,5.62,22,180,2,407.8,15.05,B,convoyeur,0
45.03,5.27,41.16,5.91,12.34,21,569,12,743.98,14.3,A,convoyeur,0
58.79,5.46,29.22,3.71,5.24,7,185,18,86.57,46.03,B,compresseur,0
46.29,16.68,32.28,6.11,3.33,18,163,0,694.48,77.58,A,compresseur,0
52.36,17.3,,3.41,17.6,4,663,13,130.32,23.35,A,compresseur,0
77.41,11.42,44.17,2.0,17.37,18,434,9,777.32,29.41,B,pompe,1
92.08,8.73,64.8,1.35,12.16,4,80,11,322.74,90.65,C,convoyeur,1
56.78,8.93,76.25,,3.58,14,694,16,845.12,34.46,C,compresseur,0
61.64,2.42,61.37,7.2,10.06,1,584,10,,88.23,B,convoyeur,0
36.61,15.66,68.53,6.27,8.73,11,436,6,471.07,40.53,C,convoyeur,0
52.69,7.49,50.78,9.3,0.85,2,230,14,770.65,35.68,C,convoyeur,0
83.56,7.88,47.93,2.75,1.29,6,73,2,73.53,44.17,C,convoyeur,1
52.5,15.43,21.57,5.61,4.65,19,595,16,557.62,22.62,A,pompe,0
72.47,18.0,40.95,4.87,19.91,9,465,18,491.89,26.13,C,,1
56.48,10.93,63.54,3.77,21.68,6,508,4,531.32,96.97,A,pompe,0
72.22,8.31,31.62,5.92,15.35,1,275,11,93.37,NA,B,convoyeur,1
64.32,0.69,26.53,9.5,9.27,1,631,4,79.13,49.66,C,compresseur,0
42.78,5.32,75.32,2.23,15.33,24,240,13,407.1,94.41,C,convoyeur,0
84.37,16.79,18.04,8.48,15.15,18,687,11,600.1,8.08,A,convoyeur,1
61.51,5.06,56.17,4.23,11.24,7,99,18,258.15,18.16,B,convoyeur,0
35.83,10.61,25.05,1.28,5.58,8,588,2,135.83,48.33,C,compresseur,0
58.04,11.33,44.31,8.76,16.18,78.83,702,1,698.43,11.8,C,convoyeur,0
79.9,4.04,NA,2.28,11.85,20,516,7,709.93,97.26,C,pompe,1
91.01,8.23,58.45,1.17,15.41,NA,671,14,475.73,50.06,C,pompe,1
81.28,14.13,56.05,0.87,16.33,24,633,1,561.12,20.99,B,convoyeur,1
38.24,6.91,86.46,1.9,8.12,17,222,6,46.23,53.59,A,compresseur,0
54.06,16.68,78.94,1.86,17.18,4,489,18,44.11,81.72,C,compresseur,1
86.2,0.8,25.07,1.74,11.15,18,605,11,135.58,33.45,B,compresseur,1
38.11,13.76,37.86,7.94,10.5,2,575,10,478.0,24.75,A,compresseur,0
73.55,14.32,78.91,1.71,10.15,13,700,5,30.27,35.94,A,compresseur,1
54.41,NA,38.02,8.7,14.88,25,376,0,753.21,91.5,B,compresseur,0
84.95,6.04,75.71,1.14,16.99,15,214,11,260.92,79.92,B,convoyeur,1
39.73,11.8,83.63,7.59,19.4,15,485,10,302.13,99.52,C,compresseur,0
57.25,5.41,73.21,2.92,1.57,10,582,17,322.43,8.22,B,pompe,0
81.31,13.92,66.94,3.45,8.2,6,458,5,417.92,41.5,A,compresseur,1
89.6,8.36,54.59,6.93,1.25,25,579,14,245.24,98.27,B,convoyeur,1
58.89,9.63,40.77,7.31,1.78,3,701,5,592.36,41.06,C,convoyeur,0
70.48,4.62,48.58,6.92,6.23,0,230,14,84.85,65.32,C,compresseur,0
62.48,3.18,25.7,4.05,19.43,1,594,1,313.42,,A,compresseur,0
51.35,2.4,63.74,4.44,9.07,17,278,10,669.7,73.35,A,convoyeur,0
40.7,12.15,41.49,5.77,19.07,11,165,3,247.07,88.15,B,pompe,0
65.31,12.32,86.88,1.58,9.13,3,199,18,833.69,46.8,C,pompe,1
61.58,10.95,81.99,8.93,13.11,10,172,5,638.89,77.55,C,pompe,1
50.54,12.48,30.22,5.79,2.82,0,710,13,783.49,2.11,B,compresseur,0
37.75,10.0,22.59,2.49,15.41,6,161,5,339.52,55.9,A,compresseur,0
93.33,10.59,29.01,5.39,15.56,25,365,12,181.63,47.24,C,compresseur,1
47.17,1.01,82.31,6.57,16.04,2,262,13,611.81,87.02,C,compresseur,0
80.44,9.61,51.63,4.58,7.85,24,526,10,56.18,8.24,B,convoyeur,1
42.72,6.89,13.43,3.09,2.77,20,218,16,335.97,86.13,C,pompe,0
65.51,14.72,33.53,5.69,2.75,8,49,11,387.44,71.12,C,compresseur,1
93.83,6.91,19.58,1.43,17.52,7,666,15,363.42,42.54,A,compresseur,1
38.89,4.55,52.97,7.84,14.69,14,46,15,273.84,97.02,A,compresseur,0
43.35,18.13,77.13,2.16,6.38,8,661,3,748.07,32.12,C,convoyeur,0
56.51,16.85,37.38,2.19,21.54,19,538,7,290.21,51.41,A,convoyeur,0
45.65,7.98,37.09,7.7,21.32,17,36,8,338.17,74.12,C,convoyeur,0
46.17,1.32,27.91,1.18,10.68,0,416,12,11.74,42.03,C,compresseur,0
87.37,8.68,64.15,1.07,1.34,16,480,6,621.83,23.8,A,compresseur,1
39.97,11.1,11.02,1.33,2.61,8,680,12,514.47,99.16,C,convoyeur,0
54.93,2.74,61.04,,5.68,2,257,6,14.68,17.9,B,convoyeur,0
36.17,9.75,28.2,6.52,7.66,2,191,15,227.54,64.44,A,compresseur,0
84.96,4.29,86.63,9.31,7.45,9,499,1,253.26,90.0,C,pompe,1
37.41,8.76,50.05,7.0,13.25,9,327,6,442.41,69.49,C,pompe,0
87.44,3.98,41.97,4.24,2.9,5,161,7,162.55,9.45,A,pompe,1
54.27,10.12,88.44,3.1,16.69,25,503,3,805.13,6.9,C,convoyeur,0
77.63,16.15,82.11,5.95,10.39,9,668,17,149.43,78.08,B,compresseur,1
92.17,3.95,43.13,5.5,14.37,21,506,15,353.88,81.27,A,convoyeur,1
72.07,5.53,14.56,3.98,12.38,10,602,9,203.21,27.74,C,pompe,0
53.63,16.69,45.57,4.99,8.99,4,254,12,545.52,98.68,B,pompe,0
82.59,14.48,39.47,5.27,14.94,3,597,9,784.07,93.42,A,compresseur,1
42.26,2.94,27.28,6.17,2.81,8,691,6,269.53,14.66,C,compresseur,0
55.65,6.52,58.27,8.49,6.63,16,434,9,685.67,41.1,C,pompe,0
69.74,12.31,17.77,1.02,5.1,1,128,18,235.72,56.37,A,pompe,1
61.84,10.5,61.24,5.57,18.68,24,491,5,799.96,84.36,B,convoyeur,1
62.11,7.57,44.17,5.72,21.75,14,119,16,652.77,82.12,,pompe,0
42.32,9.6,39.72,8.16,16.2,16,225,17,749.55,44.85,C,compresseur,0
76.79,13.95,70.19,4.3,12.38,15,649,16,120.82,17.57,B,pompe,1
57.3,13.26,89.59,2.44,16.98,4,63,5,835.63,15.96,C,convoyeur,1
71.57,6.26,72.73,3.11,8.82,0,290,16,202.66,35.1,B,convoyeur,1
90.98,7.78,30.41,9.23,13.61,7,642,2,477.95,44.78,C,convoyeur,1
63.46,4.44,76.78,2.68,16.42,19,662,18,730.26,15.21,A,pompe,0
59.31,10.57,62.68,9.2,15.59,16,128,8,91.73,17.99,A,pompe,0
81.88,14.01,58.73,5.56,8.63,5,253,17,388.7,85.61,B,compresseur,1
83.22,3.94,42.1,2.47,20.52,19,537,7,846.72,33.75,B,compresseur,1
86.63,14.2,85.07,1.13,1.36,11,85,16,721.41,6.07,C,convoyeur,1
92.81,17.53,49.22,5.09,14.2,9,53,0,183.39,17.55,A,convoyeur,1
52.81,11.42,15.22,2.17,15.24,10,325,11,278.21,49.08,B,pompe,0
59.91,17.62,27.77,3.9,5.55,18,524,4,680.74,99.96,C,compresseur,1
35.9,3.71,70.74,3.45,2.86,23,657,18,605.78,8.36,C,compresseur,0
62.51,1.56,73.01,1.83,1.61,0,625,14,529.92,30.9,A,convoyeur,0
58.93,11.37,12.6,7.08,16.74,18,365,17,26.37,1.28,A,pompe,0
52.65,4.21,72.39,9.23,3.37,2,151,9,298.73,76.79,C,pompe,0
76.96,10.1,76.42,6.0,7.56,12,51,12,63.86,42.88,B,convoyeur,1
78.26,5.71,80.04,6.76,8.31,23,41,16,150.57,38.5,A,convoyeur,1
84.48,12.9,68.86,2.55,7.92,10,692,2,755.03,96.78,B,convoyeur,1
55.62,11.34,24.89,3.58,20.0,12,499,8,637.84,66.2,C,pompe,0
47.58,3.68,17.65,9.14,14.33,10,54,3,275.64,60.64,A,compresseur,0
88.23,2.98,16.73,7.76,17.52,0,465,9,214.42,17.75,A,convoyeur,1
90.72,9.31,72.81,7.75,10.03,23,228,0,385.88,97.38,A,pompe,1
44.39,16.04,42.56,5.57,17.11,9,502,12,565.51,22.89,B,pompe,0
37.94,3.57,31.01,8.81,1.85,10,591,10,28.34,78.57,B,convoyeur,0
55.08,2.22,82.25,5.98,10.3,22,476,6,211.64,88.89,A,compresseur,0
47.57,6.55,73.06,3.7,6.51,3,497,2,821.0,64.5,B,pompe,0
78.26,18.48,12.74,8.73,11.65,12,590,15,196.4,73.18,A,convoyeur,1
83.35,8.16,25.5,8.72,14.53,4,491,4,211.82,5.06,C,convoyeur,1
50.75,10.31,21.77,2.0,20.47,25,218,18,117.56,24.61,B,compresseur,0
75.24,15.71,73.22,5.93,14.53,12,357,16,468.3,13.19,A,NA,1
88.18,14.49,30.78,6.88,15.95,6,605,8,303.01,42.93,B,convoyeur,1
67.45,91.09,28.82,1.1,18.64,23,186,16,683.12,41.09,A,,1
62.86,12.35,85.0,7.64,9.1,2,577,6,736.71,23.69,B,compresseur,1
35.65,5.18,43.57,1.17,7.56,21,162,1,69.51,96.67,B,pompe,0
86.61,8.53,39.08,9.46,9.24,8,566,11,660.11,8.93,C,compresseur,1
57.7,1.51,88.87,3.53,9.18,16,,11,822.9,45.47,C,convoyeur,0
47.11,13.96,64.64,,5.15,8,610,0,127.82,14.62,C,pompe,0
91.97,12.15,40.47,4.58,3.65,14,497,11,57.92,99.29,B,compresseur,1
92.86,2.75,81.78,7.19,7.41,16,317,7,297.39,86.26,B,compresseur,1
