age,revenu_annuel,anciennete_emploi_mois,montant_credit,duree_credit_mois,taux_endettement,nb_credits_actifs,historique_impayes_24m,score_bureau,ratio_utilisation_cartes,nb_enfants,logement,defaut
51,88913.55,231,10651.72,8,0.36,5,6,566,0.05,2,famille,1
66,25969.8,5,24527.81,68,0.34,4,1,527,0.17,0,proprietaire,1
36,32749.94,164,18762.83,46,0.44,2,4,507,0.32,6,proprietaire,0
66,90739.02,27,19730.14,71,0.19,7,1,703,0.97,6,famille,1
57,12568.88,161,23941.16,50,0.64,1,4,807,0.4,6,famille,1
48,30912.43,131,4271.68,74,0.13,1,10,703,0.53,5,famille,0
64,69598.36,145,10143.29,69,0.45,1,4,472,0.28,2,famille,1
42,82402.04,77,20859.19,41,0.51,3,4,686,0.6,5,,1
24,44869.39,70,42728.27,28,0.28,5,10,406,0.71,2,locataire,0
52,77454.69,41,41155.39,38,0.21,1,9,810,0.96,2,proprietaire,1
36,89109.55,87,8560.89,8,0.33,4,5,687,0.4,1,locataire,0
44,62531.42,217,15296.15,43,0.38,6,2,472,0.05,3,famille,1
59,,63,9938.59,68,0.28,5,9,608,0.12,6,locataire,1
,37532.22,146,37585.56,57,0.07,3,4,478,0.56,3,famille,0
43,39698.97,34,14444.41,49,0.32,5,8,404,0.27,4,locataire,0
67,92047.85,145,19508.6,55,0.2,2,10,531,0.67,0,locataire,1
47,45549.06,219,12357.67,67,0.46,1,10,609,0.45,0,proprietaire,1
59,62454.19,97,12973.82,80,0.18,2,9,621,0.56,0,famille,1
61,59242.92,124,39125.99,55,0.49,1,10,509,0.94,,famille,1
27,63727.05,194,17329.43,41,0.64,0,6,689,0.45,0,famille,0
54,59382.96,126,27438.53,67,0.26,4,10,528,0.43,3,locataire,1
66,65038.53,54,6046.82,27,0.12,2,1,619,0.44,0,locataire,1
39,92791.86,12,3719.98,41,0.27,5,7,548,0.13,4,proprietaire,0
46,87849.54,92,13771.52,25,0.44,3,1,613,0.91,0,locataire,1
68,40313.52,78,12936.98,54,0.42,5,2,689,0.78,4,locataire,1
26,69865.08,209,,70,0.48,7,3,798,0.92,4,proprietaire,0
55,55825.54,156,6162.06,59,0.24,5,1,759,0.56,4,proprietaire,1
64,67539.82,48,39158.53,18,0.65,6,6,409,0.74,0,famille,1
48,79423.2,44,23002.09,42,0.69,7,11,628,0.1,5,famille,1
45,85597.67,,38229.63,52,0.31,2,1,603,0.63,0,proprietaire,1
23,40727.1,44,33407.86,77,0.61,7,6,661,0.25,6,famille,0
52,66547.7,173,29761.05,10,0.22,6,8,731,0.98,3,famille,1
55,79132.94,213,34708.2,34,0.24,3,12,519,0.92,6,famille,1
48,45880.56,114,25427.9,9,0.25,0,7,632,0.78,5,famille,0
26,75318.47,149,42050.51,40,0.1,1,10,757,0.86,3,famille,0
55,81819.99,82,31609.78,41,0.16,6,2,452,0.34,4,locataire,1
29,29704.66,39,41076.82,33,0.37,5,4,589,0.22,0,locataire,0
33,92691.11,179,13011.74,73,0.32,5,0,523,0.3,5,proprietaire,1
31,64684.2,89,33055.74,29,0.21,7,9,433,0.29,27.31,locataire,0
54,59557.12,211,10824.31,84,0.29,4,2,443,0.0,6,locataire,1
52,33884.7,192,5092.27,33,0.18,4,5,485,0.09,2,locataire,1
31,50256.14,227,35607.85,67,0.15,"5,00",2,436,0.75,0,locataire,0
43,16655.22,22,7209.76,48,0.38,3,10,696,0.75,3,proprietaire,0
29,26551.69,77,13194.49,62,0.15,3,5,747,0.85,5,locataire,0
40,92938.46,29,31828.68,13,0.42,7,,516,0.24,6,proprietaire,1
59,61606.72,109,32205.46,79,0.48,5,3,706,0.05,0,famille,1
53,94528.48,195,30723.32,15,0.18,7,7,623,0.47,6,famille,1
47,85694.83,204,29060.04,77,0.48,7,5,529,0.04,6,locataire,1
58,26812.1,191,9411.99,76,0.08,1,10,564,0.07,3,locataire,1
30,91868.25,97,20570.49,58,0.34,3,10,635,0.36,6,proprietaire,0
62,,186,36071.42,19,"0,39",2,6,460,0.71,5,locataire,1
38,20398.25,9,25076.2,25,0.24,6,4,481,0.04,0,proprietaire,0
60,70750.78,111,12085.41,69,0.56,5,8,735,0.12,6,famille,1
48,38825.03,222,36249.26,71,0.41,7,7,673,0.13,6,proprietaire,1
54,64026.3,108,12974.85,67,0.29,0,3,503,0.03,0,proprietaire,1
58,13170.97,14,6333.97,20,0.64,5,8,714,0.37,6,locataire,0
47,27623.31,41,11851.25,48,0.53,4,11,405,0.93,3,proprietaire,0
35,36669.33,183,14458.15,312.96,0.44,0,0,706,0.34,0,famille,0
26,40498.99,161,42217.28,10,0.51,2,8,571,0.07,5,locataire,0
26,32567.55,6,23433.78,67,0.49,3,2,769,0.04,5,famille,0
59,23804.68,119,14377.89,48,0.05,4,11,722,0.22,2,locataire,1
36,44957.78,89,32667.46,67,0.44,4,11,816,0.22,5,famille,0
41,29281.84,95,12815.34,78,0.24,7,2,509,0.93,6,locataire,0
35,21836.69,64,38984.47,47,0.17,2,9,708,0.26,4,proprietaire,0
52,85964.64,186,30617.39,73,,4,7,722,0.68,0,famille,1
68,21755.27,66,29929.12,35,0.67,6,6,625,0.87,2,proprietaire,1
41,87971.41,26,6356.98,74,0.57,7,11,417,0.8,6,proprietaire,1
32,74905.57,87,25119.03,78,0.08,1,8,694,0.43,5,locataire,0
25,70970.91,58,22804.86,84,0.65,6,9,666,0.33,3,locataire,0
52,14938.76,47,15949.67,78,0.57,6,12,770,1.0,6,locataire,0
33,62006.78,152,21098.83,19,0.21,5,7,478,0.93,5,famille,0
33,75153.4,91,38107.25,43,0.22,6,4,400,0.8,2,proprietaire,0
,70613.71,67,40820.33,64,0.25,2,4,714,0.52,1,famille,1
44,66463.98,6,34285.65,37,0.52,NA,12,412,0.33,3,proprietaire,0
60,50647.46,68,6016.44,65,0.54,2,2,685,0.68,0,famille,1
23,61694.44,222,14084.75,84,0.35,7,12,495,0.89,5,proprietaire,0
63,38341.23,4,29992.7,65,0.63,3,7,617,0.06,4,famille,1
68,55951.71,NA,2908.88,54,0.08,7,6,815,0.62,6,famille,1
68,61059.47,145,10035.65,31,0.25,6,8,585,0.83,2,famille,1
42,16173.56,82,28285.79,58,0.62,0,2,788,0.5,2,famille,0
26,49069.89,56,39231.58,74,0.25,0,1,702,0.65,4,famille,0
39,37752.21,159,30879.68,7,0.25,0,8,455,0.24,0,famille,0
51,55696.48,93,41141.1,41,0.62,4,3,448,0.58,2,famille,1
61,72224.29,119,26113.82,6,0.12,1,0,612,0.64,3,,1
65,65434.51,144,10058.47,66,0.06,6,8,769,0.99,1,famille,1
32,60893.88,156,NA,63,0.12,1,7,713,0.34,4,locataire,0
63,44637.12,153,36668.13,67,0.15,6,7,428,0.97,4,proprietaire,1
24,91463.32,219,10126.29,36,0.08,7,7,NA,0.16,4,famille,0
61,55280.07,63,3842.75,43,0.56,3,1,595,0.99,5,locataire,1
28,16072.56,65,6030.25,41,0.46,0,0,719,0.22,5,locataire,0
36,92335.53,43,32921.59,49,0.66,6,10,552,0.1,2,proprietaire,0
63,80012.22,136,17255.02,50,0.36,4,2,651,0.77,1,locataire,1
24,22605.03,120,25256.76,27,0.37,5,7,525,0.36,0,proprietaire,0
33,25771.36,130,1506.93,36,0.23,5,4,540,0.62,4,locataire,0
43,28509.01,218,28462.83,15,0.29,5,1,434,0.64,6,proprietaire,0
30,75483.85,70,20647.65,15,0.7,1,10,530,0.16,5,proprietaire,0
52,19233.58,0,39645.26,61,0.12,7,3,453,0.58,1,famille,0
67,91144.8,61,15956.32,30,0.7,0,9,574,0.04,2,proprietaire,1
60,58337.51,23,36047.65,17,0.49,7,2,555,0.2,5,locataire,1
22,33328.06,73,1235.22,71,0.29,0,12,602,0.3,6,proprietaire,0
32,40765.3,14,19490.17,29,0.21,1,7,559,0.67,0,proprietaire,0
57,60697.19,139,12774.3,43,0.24,1,6,534,0.92,1,proprietaire,1
48,93898.4,139,1409.16,31,0.4,,7,673,0.94,1,famille,1
22,69794.71,164,39060.8,9,0.63,2,4,505,0.93,5,famille,0
45,41316.66,89,4611.78,227.47,0.08,3,10,448,0.86,5,locataire,0
34,65306.67,225,20971.8,70,0.43,2,12,707,0.16,4,proprietaire,0
48,70274.58,82,21404.36,76,0.62,7,4,642,0.06,0,famille,1
31,49831.65,125,23030.17,33,0.66,1,3,709,0.03,3,famille,0
44,42559.18,204,33160.78,36,0.47,1,NA,427,0.12,5,proprietaire,1
31,39241.42,124,28799.54,41,0.34,6,4,440,0.99,6,locataire,0
35,15550.61,38,20989.59,55,0.22,5,9,647,0.58,6,proprietaire,0
38,47150.69,68,3308.81,26,0.12,7,8,556,0.77,0,famille,0
40,87762.04,219,3604.09,8,0.53,6,6,471,0.96,1,locataire,1
22,51160.39,103,17584.86,61,0.25,5,8,461,0.04,0,proprietaire,0
68,24362.84,90,22046.51,58,0.59,4,3,471,,5,famille,1
36,39029.62,75,13095.15,6,0.13,2,4,NA,0.01,2,famille,0
55,49699.56,112,44915.94,44,0.4,0,10,589,0.66,3,proprietaire,1
53,29469.03,225,37110.84,73,0.09,2,11,542,0.84,4,proprietaire,1
59,24819.28,237,20364.46,46,0.07,3,7,487,0.44,6,famille,1
34,71552.62,232,4257.65,70,0.21,1,5,763,0.33,5,proprietaire,1
64,43586.92,218,41427.36,13,0.3,5,1,694,0.47,6,proprietaire,1
64,79706.48,16,27338.57,43,0.5,0,3,733,0.51,3,famille,1
47,83144.45,196,6020.68,79,0.39,6,5,559,0.26,1,proprietaire,1
22,15672.99,146,11592.5,82,0.4,6,5,748,0.96,0,famille,0
58,80472.23,43,37794.13,14,0.26,4,7,,0.67,1,locataire,1
51,38320.33,113,20781.43,10,0.57,1,2,556,0.53,0,proprietaire,0
31,94989.47,197,28102.33,75,0.23,6,2,451,0.73,6,proprietaire,1
40,34149.1,48,2712.83,71,0.36,5,6,443,0.09,6,famille,0
30,28590.71,87,18015.24,55,0.22,3,3,727,0.99,6,famille,0
29,79437.0,191,10101.96,23,0.36,0,5,499,0.67,6,famille,0
41,80270.77,196,35181.82,23,0.29,1,8,760,0.55,2,proprietaire,1
34,58852.45,166,4673.66,73,0.36,3,9,799,0.98,1,famille,0
26,45638.36,107,35899.15,61,0.7,2,11,500,0.96,1,proprietaire,0
62,74388.89,100,41272.19,81,0.43,7,11,636,0.75,1,famille,1
61,26799.26,173,42841.43,10,0.29,0,7,651,0.36,4,proprietaire,1
56,35367.01,27,44621.82,10,0.52,0,6,815,0.62,6,famille,0
59,94476.45,35,13069.97,22,0.59,4,2,634,0.08,5,famille,1
61,21414.78,54,1962.21,10,0.35,6,3,421,0.78,4,locataire,1
46,30786.78,40,25895.04,48,"0,10",5,8,739,0.63,0,famille,0
39,80244.11,26,38132.97,54,0.06,0,0,555,0.07,5,locataire,0
42,82321.45,84,3763.55,51,0.24,4,12,727,0.59,,locataire,1
64,62887.64,169,30056.23,30,0.16,1,2,,0.94,0,proprietaire,1
37,38962.89,83,36658.46,62,0.3,6,0,555,0.48,4,famille,0
60,75550.03,169,33807.95,46,0.6,2,5,758,0.92,6,proprietaire,1
40,83467.92,200,43275.64,38,0.12,5,7,761,0.54,5,proprietaire,1
66,81135.61,81,8790.44,11,0.53,1,7,777,0.34,2,proprietaire,1
52,42257.86,74,13982.85,52,0.35,0,8,450,0.88,3,famille,0
25,37177.72,204,15019.16,70,0.72,5,12,755,0.54,1,proprietaire,0
47,57772.74,47,21103.49,35,0.52,2,10,538,0.55,0,locataire,0
54,85717.77,47,36941.74,52,0.69,6,0,485,0.8,0,locataire,1
57,51695.92,94,1218.88,50,0.5,1,7,745,0.03,2,famille,1
64,12613.94,167,4475.89,30,0.68,2,12,575,0.55,1,famille,1
49,69860.24,185,38443.95,73,0.22,7,7,815,0.31,3,famille,1
23,57496.42,206,15078.17,28,0.59,,6,748,0.4,2,proprietaire,0
45,43399.13,134,13528.79,38,0.08,2,12,658,0.6,5,famille,0
40,70315.74,89,19374.62,69,0.57,3,6,610,0.49,6,locataire,0
29,70212.72,33,31123.28,55,0.5,5,11,499,0.06,4,famille,0
37,67420.14,1129.14,9871.47,72,0.55,4,7,637,0.65,1,locataire,1
65,83347.08,52,25456.07,65,0.22,5,12,663,0.55,6,proprietaire,1
56,66699.07,168,17445.48,37,0.17,0,9,496,0.58,2,locataire,1
"51,00",66481.23,136,30719.55,20,0.2,0,3,618,0.29,1,locataire,1
59,90466.99,213,6482.26,80,0.48,3,2,422,0.49,5,locataire,1
49,15757.52,107,32190.57,426.76,0.11,1,6,657,0.79,6,proprietaire,0
32,37942.14,137,4455.05,57,0.69,5,0,430,0.96,3,famille,0
59,71414.26,79,43778.56,9,0.39,6,6,667,0.92,2,locataire,1
33,22917.86,38,11337.98,52,0.21,1,4,677,0.02,5,famille,0
68,82974.26,155,39990.3,52,0.1,1,4,597,0.67,2,famille,1
44,12585.48,231,33239.65,12,0.39,1,2,557,0.21,4,locataire,0
27,63867.54,2,37975.96,54,0.38,6,2,647,0.57,5,locataire,0
51,89504.12,27,5739.44,17,0.25,1,11,535,0.9,3,famille,1
44,59165.17,220,29377.92,40,0.42,2,6,759,0.37,5,proprietaire,1
55,19504.68,24,19193.4,11,0.24,7,8,491,0.83,6,proprietaire,0
68,70463.38,140,3581.95,56,0.68,6,3,434,0.81,1,famille,1
26,24858.08,28,43023.34,45,0.44,0,5,434,0.8,5,locataire,0
48,82629.44,1,2618.96,68,0.21,6,7,762,0.33,4,famille,1
62,19776.38,151,4122.17,59,0.18,2,11,471,0.72,6,locataire,1
22,14990.03,2,19971.93,30,0.33,6,11,451,0.2,2,famille,0
34,14750.92,104,1382.61,61,0.11,1,11,683,0.78,1,proprietaire,0
55,83256.69,104,7088.96,58,0.05,0,3,529,0.21,6,famille,1
30,82654.3,38,6541.68,15,0.56,2,4,518,0.98,0,proprietaire,0
49,36158.41,164,12182.98,69,0.54,7,4,794,0.81,1,locataire,1
35,44258.13,86,30008.67,25,0.35,6,8,593,0.98,2,proprietaire,0
41,58310.67,143,44144.87,32,0.71,4,10,788,0.8,6,famille,0
28,77568.12,226,6350.78,9,0.63,1,1,539,0.66,1,famille,0
42,39696.68,48,5102.45,11,0.58,0,10,507,0.59,0,proprietaire,0
43,19967.69,192,24769.86,43,0.25,6,0,544,0.63,0,famille,0
53,23737.32,218,43676.59,50,0.23,0,8,654,0.41,5,famille,1
37,31834.67,5,17653.29,11,0.62,7,2,725,0.54,4,locataire,0
24,53285.56,231,3908.72,37,0.2,7,2,487,0.62,3,famille,0
"44,00",38557.8,218,35946.98,84,0.35,5,3,733,0.42,6,locataire,0
34,68103.92,118,32880.65,35,0.67,3,5,592,0.11,2,locataire,0
67,81385.56,136,29958.38,53,0.61,1,4,675,0.44,4,proprietaire,1
42,40674.99,115,6742.54,40,0.24,7,5,598,0.94,3,proprietaire,0
26,34767.93,141,35461.74,30,0.4,6,1,437,0.11,0,locataire,0
23,19050.66,240,21777.5,54,0.66,1,7,569,0.23,2,famille,0
55,72078.06,148,2210.8,15,0.62,0,5,644,0.97,3,proprietaire,1
24,31604.78,240,8998.25,13,0.47,2,10,708,0.24,2,famille,0
33,51593.95,119,8313.37,23,0.39,4,5,520,0.24,5,proprietaire,0
58,62032.58,135,26863.15,53,0.65,1,3,623,0.53,5,proprietaire,1
49,50618.63,88,27085.11,53,0.1,0,6,633,0.2,4,proprietaire,1
60,56764.34,51,22522.19,58,0.5,0,7,481,0.94,1,famille,1
53,91275.71,142,18273.29,72,0.25,0,10,507,0.87,5,famille,1
63,22789.67,160,38464.47,81,0.33,3,12,684,0.8,2,famille,1
49,36403.01,206,31303.01,23,0.05,3,6,416,0.57,2,famille,1
25,41127.38,162,27626.21,30,0.37,5,NA,652,0.18,3,locataire,0
47,49038.87,59,33439.28,58,0.45,5,10,692,0.22,1,proprietaire,0
68,86829.51,109,44344.4,82,0.26,3,4,594,0.19,4,famille,1
60,21057.2,196,32374.49,38,0.24,7,8,467,0.43,1,proprietaire,1
48,75709.52,75,36367.49,50,0.4,0,7,737,0.53,1,proprietaire,1
27,40252.26,130,2152.46,74,0.46,4,10,712,0.62,4,famille,0
38,76842.09,4,25229.86,17,0.71,0,0,612,0.51,0,famille,0
25,31026.81,74,32463.96,30,0.2,6,8,515,0.91,3,proprietaire,0
47,51353.99,142,28899.21,14,0.37,5,7,809,0.29,1,proprietaire,1
59,38323.74,168,25731.61,18,0.27,1,8,818,0.68,6,proprietaire,1
32,77370.43,71,26436.07,50,0.09,7,3,729,0.28,2,proprietaire,0
38,18320.1,4,14389.7,30,0.07,0,10,689,0.75,0,famille,0
45,74512.16,4,31023.48,47,0.13,0,1,499,0.11,2,proprietaire,0
55,77869.33,64,28853.21,80,0.6,3,5,"767,00",0.26,0,proprietaire,1
34,84960.95,14,28918.83,47,,2,6,674,0.96,2,locataire,0
27,21938.14,191,39394.41,77,0.23,0,2,767,0.61,0,famille,0
34,35662.13,0,12773.09,62,0.67,4,9,651,0.41,5,proprietaire,0
46,61327.41,34,13871.1,64,0.24,4,11,513,0.62,5,proprietaire,0
,37397.84,107,31045.33,25,0.64,2,5,722,0.0,1,proprietaire,0
58,54469.82,227,4855.13,9,0.09,4,0,526,0.33,4,proprietaire,1
61,47742.01,51,27112.85,8,0.53,1,0,723,0.55,2,locataire,1
26,30581.86,43,41855.35,77,0.69,6,6,404,0.89,5,proprietaire,0
45,42638.38,115,14993.38,16,0.48,4,4,653,0.3,5,locataire,0
46,20058.36,171,29572.13,50,0.3,0,10,590,0.7,5,proprietaire,0
50,76825.74,167,29157.57,74,0.49,1,5,620,0.93,2,proprietaire,1
25,61903.3,15,44132.96,35,0.69,7,5,486,0.45,5,locataire,0
32,64659.34,65,35633.52,43,0.62,6,5,560,0.75,4,proprietaire,0
29,62737.91,24,22002.85,57,0.35,4,1,607,0.5,0,locataire,0
26,64526.62,51,18021.76,76,0.41,4,9,530,0.01,3,famille,0
45,84559.6,7,22053.54,62,0.19,1,3,409,0.8,0,proprietaire,1
67,12262.01,7,28850.29,79,0.7,2,5,499,0.46,6,NA,0
61,53149.59,217,12328.91,15,0.52,4,10,649,0.7,0,locataire,1
46,49446.48,8,36370.3,14,0.63,6,8,577,0.82,6,proprietaire,0
41,15666.53,85,42785.23,14,0.69,2,5,773,0.29,5,proprietaire,0
51,52642.18,21,5002.33,NA,0.19,4,8,661,0.12,2,proprietaire,0
40,40919.34,212,43624.94,29,0.29,1,8,737,0.24,4,famille,0
NA,45466.98,58,17987.93,40,0.72,2,2,704,0.86,1,proprietaire,0
53,80773.71,15,12130.1,25,0.27,5,8,442,0.18,2,locataire,1
55,19289.68,158,6247.69,84,0.59,0,1,508,0.09,3,locataire,1
50,85593.07,2,4781.29,69,0.57,1,10,736,0.7,1,proprietaire,1
37,49162.79,186,21779.4,25,0.3,1,1,753,0.29,2,proprietaire,0
68,21495.71,51,29454.65,36,0.67,1,2,713,0.71,2,proprietaire,1
48,32546.4,174,19360.73,21,0.08,3,12,726,0.25,4,proprietaire,0
68,61249.7,194,33609.84,54,0.45,0,3,643,0.95,0,proprietaire,1
29,33103.42,67,2885.87,73,0.06,7,5,759,0.14,4,famille,0
62,37251.71,199,35851.38,38,0.7,2,9,626,0.34,3,locataire,1
48,25445.85,200,40630.83,84,0.63,2,1,564,NA,4,locataire,0
65,81523.94,34,14512.41,12,0.58,4,1,678,0.19,2,famille,1
64,18681.24,200,25127.76,83,0.15,3,8,474,0.85,1,locataire,1
23,83492.67,183,41202.41,NA,0.5,6,1,489,0.93,4,famille,0
28,72283.29,146,10277.31,34,0.06,7,12,654,0.98,5,locataire,0
52,89188.87,"96,00",28244.25,71,0.69,6,1,773,0.34,NA,locataire,1
68,71601.35,113,24369.4,15,0.26,5,1,513,0.28,2,locataire,1
44,52904.25,3,10449.99,45,0.55,4,5,490,0.51,0,locataire,0
60,68449.23,40,27348.59,52,0.69,4,10,507,0.5,5,famille,1
35,41048.4,114,31878.56,20,0.58,6,NA,750,0.8,3,proprietaire,0
28,76377.05,173,30736.78,13,0.6,1,4,466,0.81,4,famille,0
67,13575.65,142,21436.0,35,0.13,0,4,803,0.24,6,famille,1
51,91847.01,122,6158.95,47,0.08,6,12,427,0.0,4,proprietaire,1
32,57803.84,82,19372.91,81,0.71,7,12,649,0.12,5,famille,0
63,64573.27,8,40955.59,69,0.13,3,2,613,0.49,6,proprietaire,1
59,48447.09,104,3568.55,80,0.26,6,0,650,0.93,2,proprietaire,1
24,93951.87,7,11561.06,15,0.35,4,2,604,0.3,3,proprietaire,0
52,66574.67,79,21730.62,56,0.1,1,10,795,0.98,1,locataire,1
26,37744.04,61,8241.18,50,0.54,5,4,681,0.66,3,locataire,0
39,40478.21,109,28513.02,33,0.22,1,1,776,0.92,0,famille,0
51,55378.71,174,29237.28,83,0.3,0,5,568,0.41,4,proprietaire,1
44,90976.47,103,25076.46,57,0.24,7,7,562,0.17,3,locataire,1
26,"43505,26",69,21021.5,58,0.58,0,8,676,0.72,6,famille,0
43,63490.83,187,13642.34,56,0.63,2,0,477,0.51,3,proprietaire,1
46,73356.99,235,12403.16,78,0.51,1,6,744,0.52,3,proprietaire,1
40,32590.41,104,26543.43,14,0.18,5,6,686,0.61,2,locataire,0
42,16297.36,30,17891.14,72,0.06,6,5,695,0.5,0,famille,0
30,63262.92,47,26998.83,79,0.41,6,10,764,0.47,4,proprietaire,0
24,34755.76,71,8965.03,63,0.36,3,0,514,0.41,6,locataire,0
32,51690.13,138,4802.14,35,0.15,7,9,737,0.29,6,locataire,0
45,76242.78,66,41235.55,69,0.07,1,0,772,0.32,3,famille,1
47,94988.33,76,41866.64,7,0.37,2,2,678,0.47,2,famille,1
66,23271.58,16,42738.66,41,0.18,3,6,547,0.51,2,proprietaire,1
34,31657.41,194,10109.96,41,0.28,2,12,435,0.62,1,famille,0
43,54949.66,163,20912.5,80,0.68,5,2,501,0.89,1,famille,1
44,88062.3,39,40238.53,10,0.32,3,12,438,0.07,3,locataire,1
31,54603.02,56,22199.71,84,0.59,7,12,557,0.71,0,proprietaire,0
61,77733.42,229,39342.72,77,0.48,5,4,716,0.5,0,famille,1
47,40953.82,152,4612.15,7,0.3,3,6,702,0.72,1,locataire,0
68,62976.54,59,6655.05,28,0.29,0,9,590,0.13,2,locataire,1
55,84932.39,195,41873.73,18,0.14,6,9,416,0.83,2,locataire,1
32,36062.5,185,13704.83,23,0.08,2,0,673,0.99,3,proprietaire,0
30,29097.68,104,7587.73,48,0.72,3,3,495,0.85,3,locataire,0
61,87936.25,165,6895.02,18,0.06,,11,410,0.55,4,famille,1
41,84546.63,7,39516.95,50,0.58,4,0,614,0.56,2,locataire,0
37,27856.85,201,3969.49,45,0.44,6,2,557,0.21,4,famille,0
53,15566.6,219,18595.64,67,0.49,2,0,792,0.37,0,locataire,1
51,91735.6,96,2937.3,16,0.2,4,4,661,0.65,2,proprietaire,1
49,82468.45,217,11546.98,55,0.42,7,"5,00",405,0.94,0,famille,1
63,51817.21,63,19009.2,46,0.14,4,12,766,0.77,0,locataire,1
46,79692.2,21,26775.94,72,0.5,3,5,563,0.71,5,proprietaire,1
32,31635.52,226,18847.85,15,0.38,1,0,727,0.72,1,locataire,0
37,54046.66,155,23515.61,81,0.39,7,6,423,0.3,5,locataire,0
49,25481.67,145,34987.1,64,0.27,5,1,579,0.85,2,famille,0
51,46605.34,200,20397.91,36,0.09,6,9,807,0.16,4,famille,1
23,63998.8,148,2197.41,23,0.58,0.0,5,445,0.95,0,locataire,0
56,80811.95,103,21531.11,55,0.32,2,4,685,0.85,0,famille,1
56,58809.96,151,883.27,57,0.06,0,1,768,0.63,1,locataire,1
27,19606.33,42,26346.25,58,0.3,4,2,763,0.4,3,locataire,0
37,90564.14,127,35719.06,9,0.07,5,8,468,0.8,2,proprietaire,1
28,27921.94,143,21282.93,45,0.37,1,8,599,0.55,5,proprietaire,0
57,76578.9,109,33779.56,53,0.19,2,3,591,0.96,6,locataire,1
44,68266.79,168,22110.69,13,0.13,0,6,470,0.93,3,locataire,1
42,24953.09,82,6309.24,15,0.65,3,3,583,0.16,0,famille,0
42,58949.14,36,19486.4,83,0.32,2,9,790,0.21,4,proprietaire,0
44,57508.91,30,34819.87,80,0.52,5,8,NA,0.97,3,famille,0
55,79070.08,152,24456.05,19,0.43,7,7,696,0.68,,famille,1
51,21569.52,104,15235.69,7,0.5,7,0,780,0.65,3,locataire,0
50,92791.16,60,42681.36,20,0.49,4,0,534,0.39,2,proprietaire,1
58,51274.05,131,6035.43,71,0.05,4,11,408,0.41,6,locataire,1
58,62029.78,88,35199.53,22,0.7,6,11,634,0.84,6,famille,1
32,12821.95,169,28462.87,69,0.42,0,NA,809,0.2,1,locataire,0
54,48860.92,67,42147.19,64,0.5,0,0,725,0.28,1,famille,1
60,86466.96,111,5517.69,28,0.43,7,0,753,0.17,1,locataire,1
36,58379.29,22,15090.35,78,0.45,6,10,802,0.93,2,famille,0
31,35595.32,218,25434.93,11,0.29,7,8,569,0.96,0,locataire,0
28,87196.38,0,40054.53,54,0.38,1,7,,0.73,1,proprietaire,0
61,13387.73,187,42681.51,44,0.37,0,8,807,0.79,6,famille,1
47,67252.16,180,26765.01,83,0.69,7,10,776,0.37,2,famille,1
66,63047.23,202,20516.69,38,0.32,2,5,476,0.38,5,locataire,1
42,53783.77,204,22050.31,31,0.13,3,9,747,0.43,1,locataire,1
68,79601.89,21,41643.02,75,0.06,4,8,504,0.82,4,locataire,1
38,48185.79,183,43625.58,60,0.51,2,3,647,0.62,2,locataire,0
68,39096.63,26,39232.69,60,0.13,7,6,739,0.27,0,famille,1
53,40219.97,196,6884.95,38,0.23,3,2,798,0.75,6,famille,1
66,71674.84,78,13187.61,44,0.49,1,7,546,0.72,2,locataire,1
60,30324.24,114,7413.89,11,0.26,7,11,529,0.18,0,famille,1
29,68108.21,25,5744.2,18,0.6,5,2,583,0.37,1,famille,0
30,22630.01,52,15848.68,46,0.67,7,1,495,0.43,1,locataire,0
49,71434.58,20,34044.21,46,0.36,2,12,510,0.89,0,proprietaire,1
68,32303.52,173,24464.76,74,0.45,7,11,770,0.89,0,famille,1
48,37068.95,230,15715.31,53,0.17,7,11,704,0.69,1,proprietaire,1
41,92136.73,221,12126.09,53,0.63,0,5,531,0.67,1,proprietaire,1
31,57514.71,114,19357.0,61,0.08,6,4,671,0.74,0,proprietaire,0
48,54320.49,214,30084.88,57,0.58,6,4,646,0.89,5,proprietaire,1
30,33647.11,81,1770.15,39,0.41,2,0,428,0.03,0,proprietaire,0
64,77510.74,105,35245.53,37,0.62,3,12,482,0.69,1,famille,1
62,55350.83,71,16234.21,37,0.36,7,12,681,0.79,2,proprietaire,1
41,58014.46,149,40470.06,49,0.47,5,6,503,0.34,3,proprietaire,0
28,39728.28,24,16789.92,40,0.17,6,10,489,0.13,0,proprietaire,0
34,17132.56,18,4485.99,53,0.26,1,5,629,0.93,,proprietaire,0
61,89043.4,20,23087.15,14,0.36,4,7,588,0.33,3,locataire,1
41,62047.94,158,17834.81,40,0.44,1,3,459,0.25,5,famille,1
59,53970.48,140,40435.5,76,0.33,3,6,426,0.22,3,famille,1
61,12245.28,212,36854.96,24,0.09,2,8,729,0.78,5,locataire,1
,44191.6,92,10814.37,35,0.27,3,2,422,0.7,6,famille,0
62,78457.34,1,5630.12,57,"0,42",2,10,728,0.19,5,locataire,1
67,25237.61,89,35425.78,68,0.14,5,5,678,0.57,NA,locataire,1
31,55373.58,46,21133.31,41,0.32,2,9,703,0.77,6,proprietaire,0
22,38841.9,39,42449.87,75,0.6,7,0,674,0.08,5,proprietaire,0
61,74714.44,60,1115.13,82,0.47,3,3,626,0.26,3,locataire,1
61,42780.58,64,24507.34,76,0.15,0,0,606,0.45,0,locataire,1
